Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
370937.69958762557,367112.06508581666,353013.9114774171,347835.92320923,342376.33419292176,332741.2492217073,320250.59635851136,334698.9890028414,323544.6418103855,318248.0889465468,317490.3443482515,311773.12484349485,303316.90502401127,308751.4858914197,309517.4032320706,298743.12331855565,295788.5194307242,293323.31910293415,292983.95123519946,296633.1108107016,280870.34894885507,288940.36483793263
365847.4044618987,361315.9060584302,353020.32267385756,345249.6335512472,337438.85433105705,335386.20097301406,335086.80212499754,324323.9074504555,323603.40367843997,316229.17175803066,317492.21333672653,312216.10996358877,305648.1865006354,307356.8685775894,303391.8616902331,302697.4823972585,286853.12210300926,298154.2581837466,296562.1299723647,296788.4617442384,291645.4953684313,293525.3851520967
372172.0022600376,358935.6612717391,354154.060218546,348223.72886165255,340684.680834685,333179.60731385514,332094.96072989947,331559.01895975624,325665.6255066367,320852.1324889868,311896.92797301366,306529.26235645334,310626.8448700609,299699.85434495274,299721.8086207503,300286.23164796236,298575.89658411953,294344.3111978494,300648.2736131542,290088.1004116025,284954.65288487193,286437.35446863325
370008.6704549521,360145.4458342066,352441.70895506936,344365.810374027,338905.656012344,339478.4437623802,330128.15933883045,328082.91582119226,318012.2148284,317957.6987404435,316869.2623797407,313644.46462264995,310029.6677978952,305830.4700786675,298386.28752437414,297472.3162602982,289029.6568267711,293512.56822433637,287213.15093604027,291156.54423710593,287618.1355533344,293262.699955369
364507.50418380677,358322.3483005515,346336.8910247154,340756.0651966926,338111.7676334656,332821.6565384601,326163.1574256562,330895.6284636736,327561.51219068887,318253.66221805755,316643.7098140855,314551.2395832675,305475.40608170547,302052.4500802711,297069.6968824215,297032.19167818245,292452.2948090747,288469.331752051,294055.0575525215,290163.08344326564,293143.7387185384,288850.6366720465
369823.5136454685,358570.03418036626,350047.8960210815,347671.40186824434,337343.4272109403,333415.31679355435,333011.5902072483,326511.6956575254,325100.7983448821,324245.7131393491,314137.27810765576,316322.7904397307,300006.65178528224,308642.13812277536,298026.489359323,302190.55128414696,295594.05209202156,291074.3017927236,290370.1337441194,287754.8406804656,293769.12553927006,300328.62463769957
358527.8575851537,352517.3709213134,356621.75686919026,343719.30607639987,339821.7589925118,338796.6093730115,331714.09851146676,328815.9695991489,324775.83862637513,323797.45513470424,311558.51054377685,315474.91530948825,310455.3898354079,305816.34983564954,301242.506111255,303414.65350243833,290860.7956454182,296071.01211394416,297577.8277531275,285334.8758571418,287295.54394461913,289271.97465906426
365008.73719739,363401.73764592316,354780.2510973467,345903.1486057511,341767.69765259884,333329.46488155815,333138.7525830422,331862.16787776287,320220.12237370515,320616.61296957755,319989.149470682,310107.9447347694,304529.07905737276,307078.5248644454,301860.6163767194,302098.63103034016,300354.71059630066,287576.05784396414,293392.02380241494,295544.9571291668,295094.21106892504,290607.80491755245
368134.2604600482,358656.950051046,355233.77009750565,346077.37316424574,337829.5396983451,338002.70277380396,335076.58386448224,322549.5149684377,326651.6443115225,318264.8497321209,315212.0816821828,306960.89963569766,309126.693244827,307631.47694432153,300140.9306040824,296783.4006036085,297895.4799537521,292797.5033265737,292766.469940922,295264.34462114284,292669.0409082201,291581.1412705113
362282.36413449014,362783.09892918856,350757.9495162098,350743.52305609116,344757.90444587776,333923.2874007024,331944.6812828313,322094.07095950365,323281.897133302,325152.4749085312,314640.7008052398,309687.52084150695,306510.8833079162,305239.66010630137,301085.3706134733,301857.53601238725,296500.4501444209,294328.8245636814,292277.38871051767,288627.35646440083,288562.2696650074,288483.7450214632
370929.6914412241,354674.6668193807,354960.8368463402,340856.860160588,335365.6809081959,333291.6324603382,329821.74991348165,334490.3965445726,322902.09664240596,319974.9893193153,316740.33373275935,307420.83972958033,303925.98134999204,308509.81463807897,304843.0995879702,301677.5222617611,302039.26581012044,293484.6560154608,292517.15191823326,289209.96071388584,288094.9616035366,289508.37810229085
367456.58860044024,357894.47659170843,351164.17241380713,348075.4394133721,339038.1425036543,339432.17505251913,327777.3398209874,326912.5143588752,325367.3533585488,318364.0599753419,316125.5366221921,310361.01896731026,304481.7444390511,303388.71519526164,300436.2594493927,299728.0327956887,298328.7280937794,297099.2688420063,293644.9057634977,292340.6201896015,291047.1679999069,287656.04750882916
363895.3440172674,358520.85726140696,351514.3385819798,348251.46256130846,344343.4853598211,336092.4427164989,339144.9724868445,329313.76812885166,324870.0100136108,319745.92326820997,318821.19930896576,311330.9578749192,310473.6787715452,306046.5671343358,300188.94967341004,301231.888914874,294703.17146146955,293578.30812947394,294989.8974957169,285772.12494655175,287754.1574642968,285965.7566744104
363476.07859020325,358315.72988619795,349891.93014627835,351619.9979383057,339638.92658443045,332717.8155959238,335762.4218132146,326260.8157098702,319876.8017373707,317631.52212720003,321349.2660298261,312418.67851839453,314429.462273758,306600.0788703338,304897.40968853055,291436.0223764524,296130.85015536717,302767.13978150836,289015.17019637086,291481.9787090745,287775.8900025247,292995.7898481926
367379.3655467951,365975.953481756,356161.34715375205,350060.9258091373,334062.06485936546,333497.14936731686,329802.31392944325,324624.30414088233,325904.26885614806,322419.3634457742,313104.7698021109,316103.2626593279,309290.13171748846,306123.42633357644,298127.24016759946,299315.91801690345,298186.43281364156,301259.8652730797,293216.7904312321,292539.08090841357,296211.5537205804,288550.6602728909
