Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
202310.7,185343.38,182355.75,183213.47,176709.45,178429.5,174665.6,175727.3,176862.73,180511.1,177648.03,177229.56,177780.34,179503.08,177527.75,180408.36,181280.25,180455.03,182561.4,182337.56,181677.25,180149.64
202302.6,182274.72,182771.12,186954.08,178596.6,176046.4,173961.02,177789.28,175598.75,177921.39,179452.12,179948.62,181599.25,183443.19,181922.42,181065.25,185293.6,181785.92,183709.62,181587.14,181828.67,176241.03
203363.52,189149.69,185584.97,182417.6,177680.89,176588.69,177177.0,181220.16,179116.3,179048.97,178832.69,181186.64,182896.28,183008.33,183666.88,181109.36,182893.38,185833.5,179226.88,181606.5,184350.88,179485.16
200255.94,185743.62,183026.66,183446.6,178615.8,179568.4,176493.98,174211.73,179190.86,179443.88,181818.03,181889.5,179428.12,183154.47,180453.47,184005.86,178643.28,182416.75,183064.31,181716.53,181689.5,180710.16
201619.58,182776.1,188706.27,181057.03,179657.92,178785.94,180209.31,179466.25,176288.31,181572.47,179638.67,179850.52,181485.53,180613.62,177605.02,180498.88,178684.47,183192.16,181617.22,183105.28,179107.7,176794.88
200451.6,183810.5,181725.38,179599.0,174326.42,177640.39,178523.28,176227.0,177503.47,179737.08,181911.62,178601.72,182859.0,183100.94,181781.03,180632.52,183001.69,182328.08,181120.31,181381.3,180431.53,183076.9
205270.27,185688.56,181073.66,180387.66,179064.9,180971.69,177478.0,176040.81,175532.38,175347.22,177750.25,177942.25,181791.88,178121.06,182317.25,182139.69,185236.94,186901.19,184885.47,180493.42,178487.94,182077.81
199770.25,185886.52,184682.34,182028.12,175552.69,175279.12,176988.66,178640.66,175728.28,178811.25,180631.4,179596.44,179226.9,181841.47,180411.4,181919.2,182539.4,181687.94,180449.9,185486.84,180167.02,179793.4
202751.56,184701.61,182102.1,180798.53,181847.92,181953.11,177231.67,176818.34,178717.89,180410.12,179450.0,181790.72,182315.94,180741.03,182729.78,183867.75,182683.69,181625.1,178484.5,180690.69,183500.38,180584.94
201280.47,183614.31,180617.03,180746.53,178655.44,178392.5,171740.08,174926.66,176916.36,178750.88,178959.19,180692.62,180474.22,182240.42,182131.03,178928.14,178160.97,183121.12,182654.16,184083.25,181740.6,179772.66
