Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
202302.6,191694.73,196153.95,197336.69,196947.4,193076.53,188396.69,191409.05,188702.72,181343.62,182867.94,179882.23,178758.86,178450.92,173621.9,173202.94,175139.72,176095.66,173333.28,172733.73,170497.0,171221.9
203363.52,192349.69,194635.45,195238.2,198420.44,196232.5,193081.84,189950.9,190073.88,179346.69,182925.78,175213.53,180035.19,177485.88,177289.55,174983.2,176470.38,173157.42,171710.38,170555.16,167475.34,173042.34
200255.94,188429.4,196923.23,201770.78,196187.94,196380.81,191236.56,186148.4,182617.28,184908.16,182752.06,177914.34,175150.83,176402.22,174321.22,177625.19,173707.9,172093.62,168784.94,167713.06,172366.27,169844.75
201619.58,192259.45,193994.47,197486.56,197941.77,194336.19,194940.81,188874.75,188270.81,184556.75,181532.38,180537.84,178061.6,175745.03,178705.12,178074.4,171488.47,171225.53,169098.56,167902.6,172742.88,173702.84
200451.6,189878.31,195363.19,199347.38,196970.6,194582.0,190393.28,189936.25,185799.44,183609.78,185874.39,181230.94,179091.56,177097.22,175268.31,175339.48,173609.28,172961.19,171803.56,169318.61,169884.28,173543.6
205270.27,189547.0,194964.02,197195.88,198602.47,194094.78,191960.84,190528.31,186937.31,184197.06,184160.44,178775.56,179990.19,175813.31,176267.69,173015.16,172385.95,173545.73,173962.38,169958.0,170928.19,170218.53
199770.25,193949.97,193912.06,199146.89,196475.64,196576.69,190041.52,189980.5,184722.08,183309.31,178591.22,181203.66,179331.9,179249.17,177324.25,175181.19,178755.5,173488.66,171170.75,172885.81,170972.12,172846.95
202751.56,194374.14,195705.7,197323.0,193224.44,192951.44,189660.75,187654.03,188174.94,181306.69,178995.33,177141.62,176630.4,178788.5,176032.81,179092.16,172543.86,169773.69,168076.03,170575.75,172404.31,171172.78
201280.47,190459.67,192446.36,198070.42,192880.88,195199.88,193830.12,193614.23,188256.16,183343.7,182663.42,180628.5,178221.69,173695.31,177468.75,176527.7,171106.14,174792.75,169985.44,172368.28,171924.6,169662.1
204510.66,196415.53,197162.16,197224.56,196797.42,195050.25,194584.89,188171.19,185294.84,183647.6,183659.9,179653.25,179049.3,177601.58,175369.88,173037.88,177175.38,173315.22,171933.19,170932.97,170301.53,170236.94
204466.55,190875.1,196320.06,193034.16,197342.19,196177.47,192788.28,190376.7,186683.75,183226.62,177015.83,179241.12,178332.27,179498.88,176830.72,174625.38,172776.38,171293.45,169289.16,172400.73,173518.97,171131.28
205739.0,191827.73,194670.33,197388.81,196536.72,196156.66,196640.06,190510.56,186649.84,179607.72,181319.16,180780.81,177002.17,177591.12,173467.19,169653.94,171861.98,171049.22,170729.28,172787.44,167581.56,170881.48
199942.22,188988.4,198485.11,197416.4,195417.0,194315.25,194704.53,189778.81,185332.61,184742.31,182220.56,175036.53,183529.19,175929.84,177752.78,173489.6,171993.48,175076.14,171767.38,172923.66,169185.84,175540.31
200644.03,191478.19,195725.19,195689.88,196288.22,195815.86,193654.52,188812.06,183847.05,181380.16,180858.47,177821.12,179069.48,178311.56,175505.94,178062.45,174783.75,173008.12,169055.34,174750.0,171420.75,172394.38
202166.98,192156.83,194763.06,197562.19,196832.56,196534.02,192496.28,190640.75,186292.8,183206.22,182638.94,178810.5,180783.06,178346.97,174383.06,174200.4,175961.78,173986.06,171692.05,170957.25,169937.38,171617.88
205907.9,189779.16,195384.12,196086.03,192201.06,199206.83,194422.0,189371.83,183980.4,183583.6,180293.84,179798.25,175686.72,176034.36,174133.9,171156.0,169735.95,174546.62,169770.67,170417.28,168923.97,174453.56
