Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
168411.6,174224.08,170293.97,171398.56,174194.56,175287.1,174081.64,175865.67,176144.56,176203.31,174776.4,177132.75,179727.5,178413.5,181025.58,178953.56,184179.5,189849.16,197401.56,202764.5
169446.66,171094.23,174163.66,168166.88,175622.16,171236.5,173859.44,172781.81,175595.8,174848.45,173690.94,178011.88,181500.44,177839.78,178223.73,185562.1,184149.56,192913.12,200858.67,204585.22
165371.44,167688.45,170545.6,172625.77,169889.16,175960.75,172360.44,172388.03,176535.42,177510.97,177045.27,176159.53,175992.1,178245.23,179278.19,181952.69,188260.78,193441.94,198826.98,200792.38
170863.73,169600.6,170198.03,171652.3,172242.28,171710.62,173905.36,173059.55,176374.6,176192.05,174829.28,174249.97,177715.14,176877.56,183279.33,179818.28,182913.72,193283.69,196768.5,202116.1
172874.02,174233.69,170955.56,174619.05,174609.89,172505.0,169346.52,174976.81,177370.62,175126.78,175781.47,177334.25,176740.7,180695.1,177860.31,182172.25,185759.47,192091.31,200809.0,200217.53
169042.38,170530.53,175299.9,173016.12,170473.78,172186.84,172481.28,174434.64,176490.78,174412.78,177509.34,177843.1,178627.72,182454.38,183321.6,183295.12,188050.38,194205.47,198944.88,204218.25
169039.73,174487.1,170968.69,168924.16,173097.9,171913.31,172371.12,176179.55,176331.88,175953.19,173064.6,176727.62,176535.38,180113.7,180905.69,183893.86,184699.5,192879.53,197455.4,202740.88
175150.95,172953.45,171639.38,174107.14,173094.56,174186.1,174625.88,175155.11,170876.31,172655.38,176460.66,178114.4,178778.19,180061.34,181769.98,181116.94,183589.75,194883.4,196563.9,202174.83
168847.22,172474.38,174474.19,171403.75,171378.11,174059.84,172713.66,174547.78,174748.69,175896.0,176265.22,178929.39,177977.34,180833.97,179843.6,181058.72,184258.88,192851.47,199625.27,203826.97
172303.72,170362.06,168648.84,172103.6,171053.66,172805.25,171440.25,173352.88,176546.42,174607.6,181138.81,175865.84,178618.27,181342.6,180612.81,182290.48,183498.11,191009.75,198430.36,205946.0
169553.69,171117.95,173294.16,169335.6,171438.08,173539.7,173112.14,176251.22,175437.75,175384.81,176476.1,177365.9,177530.45,180593.44,179928.25,183272.44,187238.4,196771.0,199032.03,202952.72
170281.06,170323.81,171728.56,172163.55,173827.25,172868.28,174340.06,175686.78,171418.4,175636.75,175054.69,176008.94,180819.69,181824.83,178734.97,178835.78,187129.72,195983.56,200053.88,202647.08
169591.84,167093.89,169976.52,175169.38,174703.5,173171.42,175940.34,175149.28,174610.25,176235.44,176702.61,175416.0,179488.5,179358.06,181605.14,181809.31,183608.5,190172.78,197698.27,205242.12
172044.19,169008.44,169821.11,170543.42,173102.16,173162.06,176031.97,175641.19,173855.8,175389.56,175857.97,172912.77,178811.4,178498.36,182959.1,182734.0,184683.98,195592.34,198950.22,202398.1
169576.25,166640.69,170940.95,167329.0,169701.8,172905.53,175059.28,174773.14,176827.38,176509.39,176129.72,178319.27,180401.44,180199.28,182139.73,180532.53,185397.03,194791.1,196503.06,202623.36
168339.94,169095.52,173218.9,175184.97,170077.44,171507.97,174783.95,174201.28,174785.1,177750.61,175222.94,180017.06,183595.62,176682.62,178738.8,184228.31,185167.38,193072.16,197023.92,204620.75
172679.22,170646.5,170715.02,172930.31,171839.44,171520.78,175461.38,176820.25,176727.22,179380.28,176840.75,176487.86,176990.69,180631.56,181042.1,180287.78,184399.05,194326.34,195845.84,204099.95
168731.73,168308.66,169193.03,173446.66,174942.8,174221.03,174730.16,175535.78,174722.5,175459.75,176512.78,175666.69,177056.88,182677.81,180875.9,186967.72,185191.0,193163.22,197593.23,203386.34
169700.27,169613.72,170085.8,171736.33,169645.53,176508.3,172889.58,172684.11,173638.62,174478.55,175465.7,179436.92,177742.56,179595.9,180595.89,182847.78,184463.88,191744.64,196840.25,206370.92
170321.67,172833.33,172845.78,172206.81,172241.1,169640.4,172542.38,170942.61,179424.34,172629.27,178405.72,176050.72,176959.1,180243.16,178169.58,184051.34,184617.45,192854.22,200640.94,201181.08
170155.36,171300.88,170108.84,171194.25,170916.39,174438.45,173335.67,174099.62,176926.7,177082.58,175741.83,176506.03,179451.44,180922.19,182139.28,183202.47,184555.69,196152.98,198932.38,203792.8
170903.06,169712.47,174590.44,172457.06,169932.77,172729.84,174776.69,172482.22,174606.84,174408.67,177676.06,175809.06,177214.28,178264.5,178187.6,179480.6,183176.4,191894.06,199918.27,203074.22
171451.9,171391.1,170633.28,173373.47,172557.19,170549.02,173421.06,174944.66,176640.12,174277.77,175283.19,179464.81,178672.97,181309.34,180387.69,183327.61,181318.3,192248.3,201734.75,202084.1
169899.19,170703.47,171137.14,170152.97,171471.94,177351.94,172529.47,175980.75,175044.22,174066.61,176019.72,175687.66,179113.06,178460.14,180019.56,179565.69,184569.62,191689.22,199799.98,202006.31
168350.02,173223.25,170708.31,174847.53,175133.56,170870.34,174751.95,174421.12,175027.81,178087.44,175175.92,179665.62,178150.47,179558.05,182316.75,182025.19,185395.9,195058.77,204144.42,204014.11
170084.61,172264.66,173513.77,174074.5,169763.03,167343.88,172850.61,171325.25,172998.06,174930.25,175917.16,179483.19,178843.55,178144.06,180158.12,183796.98,184838.6,193683.4,197075.4,203177.98
173361.17,171787.53,169239.39,175720.03,172643.0,172471.1,175526.12,174760.31,174627.7,176159.4,175426.14,176984.22,179901.47,179746.94,181229.9,183488.81,185016.34,192550.22,200931.0,203642.34
168881.4,171643.66,173799.4,172948.94,171597.4,173464.12,174280.28,171587.06,174873.3,174886.81,174775.22,176908.56,178078.67,181744.03,180651.64,180682.84,186685.28,191602.88,200596.33,203987.19
170987.05,169760.55,169646.25,172252.22,172625.19,175997.1,174580.47,174812.12,173255.5,176757.44,181149.25,174343.06,180160.95,177814.4,180197.56,181689.03,184817.56,191641.38,199408.52,203545.31
169171.3,169559.88,168833.2,172295.34,169950.88,171048.25,171147.53,173009.2,172099.23,174441.56,176297.1,179522.03,179168.67,178341.72,182445.72,181199.47,184927.84,194491.81,197289.47,204574.28
169158.92,172337.16,170257.22,171413.1,171950.84,175214.7,173714.28,173946.12,176590.0,180426.48,176605.9,177869.58,176393.66,179271.44,181249.78,179365.53,183240.36,192539.7,200780.28,201946.17
167672.06,168962.75,174395.36,171230.28,174504.78,173152.66,173693.72,174594.47,174307.62,176965.53,173422.22,178537.47,178689.31,181642.6,182571.44,183353.19,185178.53,193493.75,200668.72,203767.03
173396.47,171768.8,173286.9,168863.03,172179.61,171337.19,176185.88,177049.31,175516.98,175142.47,177229.84,176627.89,176684.69,180275.6,183639.31,185341.8,183319.06,193021.2,198354.81,202528.78
171596.9,170782.5,171397.88,169651.0,175495.1,169717.81,174806.4,177072.62,174217.14,177122.45,176137.56,176025.75,176886.38,178736.95,183667.9,182701.86,183926.1,194897.55,198776.69,201064.5
172313.47,170354.97,170291.47,173284.86,169317.05,173390.5,171850.12,173435.81,174942.78,176531.95,180466.17,174403.97,178090.94,184165.98,180751.5,181422.47,187706.12,190936.56,199279.69,199723.88
171675.02,170971.62,172122.22,176989.4,170679.31,175092.02,172188.88,174852.75,172604.8,178622.44,176026.06,175359.34,178102.92,183072.3,179009.62,181099.53,184124.31,194119.22,197213.11,204572.08
173022.03,171320.9,170556.16,171474.86,171760.05,173779.19,173165.86,176303.16,173692.56,176979.72,174215.27,175917.94,179384.2,183581.12,179231.1,177959.0,182225.1,192564.22,199982.19,201082.75
169931.64,167888.0,172239.38,172270.77,170908.72,173233.06,172529.4,174000.06,175788.02,175054.75,171296.06,176832.0,178254.56,179884.53,182206.42,185039.75,184247.16,194320.27,203524.97,203283.34
172834.6,173972.88,171915.05,171586.44,175346.0,174297.03,174102.19,175627.58,174125.98,175933.9,176352.34,175089.72,176099.08,180359.16,180140.78,183335.45,182705.1,195713.25,199907.94,201660.88
170139.38,169020.75,170586.02,171888.0,173931.34,172396.77,173811.4,177587.22,175293.1,173063.53,176490.16,179353.97,178511.97,182441.44,178953.56,181385.16,184026.84,190910.81,199777.6,206834.6
166744.44,168042.66,171168.67,172094.66,173270.0,169106.06,172538.62,176028.84,175951.47,176693.42,178264.2,177313.6,179514.12,178303.9,180009.95,183860.19,186530.78,191633.22,202570.19,203520.11
167058.0,170505.27,173393.86,169704.5,173920.95,170632.94,173347.48,175146.47,174080.64,179925.78,175380.66,174286.16,179027.44,180282.72,177355.97,182529.4,184022.89,192639.73,200959.84,203756.77
169536.75,173407.22,173362.52,172370.44,173449.45,170527.6,176118.2,174353.88,174186.62,177313.19,177533.64,175483.9,175580.19,178486.34,182648.95,180330.62,185854.16,194001.97,199144.62,201575.53
167957.64,170009.56,169673.75,169601.84,172278.83,174455.39,172880.06,175465.5,177186.8,172598.28,177724.28,180272.22,178288.9,179413.34,181480.03,180811.84,186558.52,192798.81,195561.84,200406.78
171601.69,171331.94,169613.72,173212.03,171599.28,174076.4,175493.94,175399.56,176070.56,176977.5,177156.69,179064.1,177131.55,181602.55,180608.78,183647.1,183037.53,192731.9,198316.0,204090.75
172626.73,170615.33,170117.6,172570.97,173096.62,172566.08,174750.39,172445.0,177879.53,175820.4,176662.38,175435.56,178038.52,181380.94,181086.53,182264.52,186532.31,192804.6,197739.34,203662.38
171704.25,169269.03,170893.81,172422.39,173455.03,171123.75,171847.72,176325.44,176429.92,172140.44,175891.22,171893.56,178547.69,182057.84,181354.73,183433.4,183848.81,192244.72,199885.27,207485.78
171498.81,168967.5,169925.89,172993.45,171624.84,171827.73,174367.75,173577.86,174887.3,178573.98,172434.69,177271.31,177934.28,178090.66,181552.03,186622.11,182407.67,189931.1,199311.22,204449.4
169861.47,169526.56,170178.23,169478.44,171048.11,172750.84,172655.9,175931.6,175866.19,177159.16,172896.06,179037.38,177714.5,177162.39,182837.56,181964.16,185152.33,189942.6,196054.44,204435.81
172867.42,170900.5,172426.56,175921.47,172223.89,170726.55,177346.62,171918.44,176616.11,174781.25,178651.47,175210.19,178290.28,181296.06,178120.67,180759.03,183580.22,192798.77,196461.47,203363.5
169717.78,169987.95,171962.62,170383.98,175725.06,171342.9,171724.25,174451.12,175478.47,175792.03,175299.97,176018.1,176854.97,179553.44,179876.75,177532.86,184603.34,195693.56,197121.88,204021.16
170825.62,169447.62,170064.69,171156.25,172109.62,173576.81,170416.22,175303.25,171931.88,175081.42,176857.92,177146.94,176204.89,180189.02,180028.4,185685.81,185204.62,192863.88,198908.1,202849.95
170804.94,169839.08,171618.3,172471.3,175894.72,171689.72,175519.53,176591.05,176249.45,175473.9,177239.38,180428.88,181076.22,179707.34,182401.47,181535.22,184502.19,194221.94,200385.66,202590.58
170626.28,170743.98,172088.84,171183.22,175350.38,171406.22,174134.48,171612.1,174968.03,176494.16,179861.44,178098.16,180303.34,178090.27,181630.28,184186.16,185913.67,192867.53,199404.47,203123.94
173027.48,172325.4,169916.67,172298.2,175048.28,169274.34,176247.75,174421.56,176755.06,176895.4,179468.9,179019.77,180274.05,180785.34,179228.81,183127.75,184851.92,193897.84,199753.62,203025.81
170764.05,171117.39,174233.33,171862.73,171502.89,173147.14,175674.78,173018.53,180119.47,177218.6,176079.1,176148.47,178573.94,177771.83,179732.38,180902.44,185542.28,193214.25,198381.81,203012.25
168883.34,170699.25,174495.17,170110.12,170887.98,169193.95,178582.48,173779.5,174100.16,177308.78,177140.23,176032.72,178678.81,176375.62,183179.72,182392.5,183600.25,193901.16,197664.83,203281.2
168150.64,171415.28,168642.16,172768.14,170841.33,173602.23,173122.56,175802.62,174030.94,175351.16,174937.31,178472.06,179814.38,183057.56,182101.97,181933.97,182634.9,194252.25,199208.69,203814.06
175343.47,170826.03,169043.53,175109.16,168895.78,169607.38,171867.97,172966.52,173041.84,176318.47,174775.38,177956.83,179807.28,179722.75,183722.94,178345.12,187166.47,193347.28,200316.78,202008.36
170309.78,169325.44,169523.56,172446.61,172534.97,171294.4,175736.78,173701.81,173496.81,172929.2,173775.4,172960.8,180101.0,180636.33,182919.17,181083.53,184424.34,193423.62,197569.22,203871.33
171115.03,173656.2,170143.7,171379.94,175728.4,173022.06,172109.9,174268.97,172726.53,177563.8,175458.5,172116.44,180539.36,179624.31,182955.69,180182.81,185594.56,190646.5,198743.84,202494.19
170087.12,171870.75,172710.34,172159.06,176340.03,173428.75,176074.97,177711.02,176298.69,177277.23,176599.92,174926.5,177140.94,180260.03,179723.5,180771.38,184092.92,198051.53,197407.31,204273.33
170595.12,171235.1,172827.72,170319.22,171868.06,174477.53,171984.88,176866.53,175829.0,175154.5,175342.14,173973.31,177202.22,180560.66,180603.78,184097.53,187950.6,192157.78,196593.47,201734.8
171053.75,167526.33,174811.47,170081.38,170907.28,174001.03,171721.06,173716.19,176845.28,175309.92,176691.62,176095.88,179707.38,181144.5,181176.7,181307.25,183670.0,191567.86,197578.06,200299.33
169452.2,171661.66,172372.56,169575.44,173402.84,173114.97,175775.16,176096.14,174094.44,175795.97,177657.4,175705.6,178021.19,181777.34,179363.48,181901.88,185921.33,190467.89,201135.6,203898.95
168367.52,171293.4,171078.62,170220.5,173038.78,174434.7,174490.69,174166.0,176513.17,175135.84,175523.0,175663.83,177086.56,176940.22,179910.53,183390.9,184421.88,196710.02,199546.28,203345.36
167836.28,169605.52,172700.03,172950.56,172188.97,170382.5,173092.92,174910.3,177140.86,178958.55,173748.16,176551.28,178908.48,181302.7,181992.81,182483.69,183584.62,196508.98,199267.19,202826.62
169753.78,171399.84,172061.3,171961.69,170259.67,171366.22,173841.7,176259.22,176882.16,177715.03,174966.33,180054.9,175690.97,180443.84,184427.1,180805.28,185214.42,189679.75,199023.94,205201.4
173551.5,171974.56,171193.25,172088.31,174378.92,172720.5,174636.23,175829.94,173641.47,173246.03,175658.06,177053.28,174293.66,177888.33,182832.56,182275.34,187305.86,191176.92,198684.97,205677.52
172266.36,171984.08,170824.81,173055.84,172936.9,175311.34,172480.62,176141.19,172599.81,173782.4,175924.84,172697.12,176404.89,180446.66,181273.98,185391.81,184640.81,193838.22,201171.1,203623.12
175081.72,172332.66,165674.6,169017.34,170119.55,172402.56,172717.67,172506.39,173132.81,173428.44,178664.23,174742.1,182084.28,180693.84,184343.48,181607.64,187594.48,195446.55,197362.22,207663.25
169184.28,166910.81,169637.36,173218.19,170022.03,173157.38,173827.17,172972.28,175364.53,176980.83,174963.06,174635.66,177987.1,183214.0,182372.44,183297.78,184809.84,194819.72,202070.11,203621.25
168647.84,170870.12,171997.25,173887.64,173512.8,172597.69,176991.88,174092.33,175612.67,177693.0,175697.25,177976.25,178193.9,179680.66,181041.3,180884.88,187631.06,194512.17,201943.62,198069.19
172401.52,171322.1,172790.61,168869.62,174038.94,174291.78,174711.27,173116.75,177016.62,176871.69,174797.8,178132.44,177603.3,178598.27,182603.12,183822.34,183490.55,193401.28,199525.81,199985.28
169051.78,171657.47,170132.47,175172.2,173002.75,173130.75,172374.12,177185.16,175370.1,175594.94,176717.7,175035.2,177227.03,180454.06,181507.31,180893.31,185673.0,191648.97,199797.66,201595.16
170800.78,170560.44,171780.28,171495.42,173880.08,174706.97,175379.34,176353.39,172244.6,176792.9,178177.4,178519.56,177134.6,177826.84,183150.48,182214.0,184631.28,193725.53,198914.53,203591.28
172290.55,173146.75,170850.1,173310.6,173238.44,175543.78,171617.56,176938.3,175988.44,175961.84,176828.1,175845.75,178614.34,179515.08,180238.92,180145.3,185414.19,191986.55,198637.72,201594.36
171232.52,170185.47,174914.56,171682.4,172062.28,175437.44,174893.19,174378.69,177918.22,173608.61,172156.81,178093.66,177276.06,179150.66,179806.69,180586.69,184962.34,192375.75,200454.47,201943.08
170433.34,170901.34,170273.69,170241.03,170601.92,171725.34,172287.81,174949.42,174572.6,177767.4,176248.95,175433.92,178513.5,179526.14,182257.06,182272.25,188406.81,194708.94,197536.44,204616.22
173633.6,171228.22,169768.1,172027.67,172675.03,175567.69,175478.19,175327.22,175009.39,172971.17,178502.84,174714.2,178816.28,180484.5,183328.0,179774.75,184098.23,190235.86,197635.28,201723.86
170690.62,169823.1,175017.5,171304.78,176077.84,172658.72,177659.97,174496.53,174339.1,179436.03,179671.19,176998.94,180697.12,180449.98,183973.77,179455.64,186226.78,193128.06,203802.38,200791.3
171298.19,173947.25,167911.05,174154.34,173004.02,174313.44,170488.9,176759.95,175894.83,174557.34,177641.25,175820.66,182158.94,178262.23,179713.22,182689.38,186392.17,193933.34,201816.75,203671.81
171572.69,172157.81,169029.84,170596.19,171491.33,174912.62,174805.9,171254.69,176298.19,176406.47,176632.38,177033.88,176293.33,178985.9,182965.3,181951.47,189361.44,193808.0,200453.28,204159.1
170586.9,170512.19,167173.19,172585.53,172446.45,175035.69,172805.8,173771.47,172756.47,174753.12,176915.03,178591.88,175280.5,178799.47,182548.94,182417.86,186440.1,190406.53,196174.45,203376.06
168406.17,173216.64,170744.47,172575.28,173436.75,173947.16,173543.16,176858.25,173055.6,173191.81,178181.06,177484.78,178231.67,183602.33,178882.89,180215.16,183939.75,192435.92,197549.28,201463.0
169096.73,170421.44,175156.16,168904.5,173477.6,174657.12,172971.47,172531.97,173437.0,175528.16,175345.27,178593.33,175862.0,179913.4,179879.1,180408.89,182591.53,193794.05,197972.69,202358.62
171253.16,169311.08,172644.94,171456.78,174271.81,173650.56,171683.4,173458.6,177574.5,172978.4,177423.12,176820.28,176239.81,179032.7,184039.03,183173.03,183227.12,194796.84,198499.83,204554.98
