Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
369202.8019084907,361490.4589993483,340132.6522713315,328479.8400224426,322738.3222631045,307008.424982202,294095.6771956015,303143.28822952945,288555.70045832254,284653.89017676364,280537.8335494842,277238.5031928812,272032.60896762914,274290.3254611695,279159.6723178095,270253.3895572188,269101.33223023044,265871.8587353288,264718.6430623738,274933.52697160706,261723.61832200072,268613.5258033528
370549.5416485002,356554.99404616526,339939.63228307193,325773.45249879954,318905.1139766412,307727.9104730403,301809.395434839,290000.4855951493,289331.45942926046,280670.6010674766,282386.7769508706,279002.620002165,272473.4418969022,276848.76279006636,273013.5133954324,274854.52408442565,266329.66085628886,274592.3695180889,271665.96637727163,267622.7142908828,270282.6977049759,270803.4962895204
371173.4734620179,351027.8264147532,340746.6109841589,329734.66409021267,317509.3472325781,307758.227213212,305333.49565094826,300588.56114994385,290890.4878809691,285000.5008664817,276201.66070152156,274587.981471791,279107.09483017644,269027.03289896983,266478.9409804935,274605.1668650989,267033.31072228734,269389.7110988214,272689.8358270654,272239.23251980817,266257.1798191188,265331.1424477491
366265.0707219516,354034.6148474374,335723.7992567106,327345.80269148364,316891.5737157815,310809.3142116994,300693.03222316154,299999.8417149565,284437.06204315275,280700.9687935728,280809.1119858755,279912.51538093627,276126.0909776956,270987.05409670464,267521.24600960885,265902.44521886157,264520.77991669055,268480.4918520678,261249.00741739452,266614.90846583963,272968.26914156874,273122.1310197875
370759.7631384933,349720.53967827046,335822.24833534326,322224.57499524835,317977.9224793076,307115.7831657055,294651.7825332671,298364.8632939627,292279.7737734403,280279.02877324977,283073.54087865347,278704.64356013126,272247.78552565887,270730.5995524238,266560.6028426052,268194.77879741654,265735.3269629337,264537.71781652526,269398.8697548305,269921.2599216121,268668.5488573344,268131.510350866
371101.0349441772,353752.59517575643,336520.2210916892,325178.2445080981,316183.40521614585,307380.5418634366,300844.0639276203,295453.2352549415,295099.57675673114,288738.39158276614,278494.58864916966,282166.7895109422,267223.3143876917,273105.31656735786,267367.2314029582,273463.066865652,266313.2440307887,264247.9741817211,269449.11440278194,263533.1596566044,270201.63726115914,277512.01044401375
362042.2325523932,347783.16015224846,340777.42910259194,320758.673709721,316010.67231653054,312071.8507882251,300949.7906642817,297147.35526142694,286178.4260841827,291303.4613304698,277696.92226156924,277419.17538533907,278365.5610589464,274769.54667493893,270592.00782846136,271109.8226012518,264482.5996125528,266928.81581754424,275803.8370900621,261842.74083857,265768.8497362349,268190.25994373544
366843.18161284714,357895.538307013,339789.6514085105,324530.4647638461,319034.2364855958,310882.6496893644,302747.5535181352,299412.5074506845,286406.54827856645,287153.93665283313,284481.7255829101,280081.5924642848,276359.5333027882,274449.944431073,266877.3055369887,272295.21499005513,273631.79139933607,262407.53347053035,268531.313400799,269279.54891639086,270737.078608235,273774.79739791213
368866.1824852506,353465.62551886775,342471.12732421554,329259.5752993324,316216.4149581882,308415.84353070654,302474.52230544755,292495.89477865666,292971.2337430927,282991.6108634578,282401.08419054863,274647.10567358055,279777.1258906176,274589.31345514813,273202.7977452319,265997.39901166945,268012.04767879704,267452.3294260093,268695.2668652119,273307.6790511343,272032.7478516421,270878.2765849487
362130.1056586243,355890.7837979954,336333.9405671997,330827.22795061115,320913.0272137696,304786.36041777243,302153.52557820186,291116.27798732306,286461.00216856704,289881.81601718516,281130.8568671207,276720.82188210584,274107.7169351543,271893.4700611516,270581.5780426018,270048.9124994621,269168.368549557,266668.059040384,266198.09587684233,263510.25819601974,265233.70717649447,269200.7537869976
