Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
160026.75,157723.16,163898.47,162348.84,163696.8,167265.44,167369.5,166207.58,165377.97,169285.14,166134.08,168157.61,171105.94,172378.94,175019.22,177082.75,178313.45,192066.22,198152.92,200792.38
159831.06,165874.84,162563.66,159655.72,166913.28,164988.2,163898.8,161935.34,164958.28,164873.19,169406.84,170153.0,167166.06,171569.69,173071.53,173798.2,177556.06,188310.52,196508.34,202116.1
158138.7,161609.78,159851.22,160965.62,163910.8,166029.9,162410.56,166300.86,168261.22,167943.03,163666.48,171953.06,173314.69,168550.52,174312.22,174351.06,177118.22,190430.58,202208.5,200217.53
159972.6,158108.14,159080.4,163815.72,160831.53,167142.55,163984.64,165870.16,165748.2,169086.5,170434.14,166286.47,170711.97,171359.22,175146.66,175345.66,178736.61,192212.19,196502.81,204218.25
159206.6,159792.22,158631.97,163534.94,163233.52,162469.6,165405.78,163786.62,167553.38,165199.1,166938.44,171262.61,169854.0,170204.11,174667.25,178185.42,178776.03,191988.78,196056.94,202764.5
160632.53,161210.67,156856.94,162924.67,166239.56,163261.0,165587.94,164238.19,164009.06,162958.72,168195.56,165018.66,170326.44,168773.62,173665.5,176494.06,180619.75,190168.88,195550.5,202740.88
164026.34,163735.44,160463.75,163962.17,161926.27,165362.19,164306.6,166320.72,165809.12,168270.45,167143.88,170318.98,171858.28,168856.03,178067.58,173990.94,178964.0,189218.5,198658.69,202174.83
159453.45,160447.56,160548.19,162452.0,164029.22,164461.62,164361.02,163580.12,169000.19,166389.78,168854.36,168353.75,171156.89,174425.42,171482.25,176975.34,178618.12,188854.64,198149.47,203826.97
157564.72,161249.31,161199.56,163504.66,165085.72,163500.25,163368.53,164436.44,166840.5,168084.9,167921.1,167998.42,172476.61,170911.94,171781.16,177192.9,180453.47,188311.3,199278.81,205946.0
158374.9,158993.94,166878.6,165308.5,164266.84,162680.6,163964.81,167359.84,167146.48,164480.22,167983.7,164724.62,171247.19,172429.81,172732.67,174093.6,176332.97,193004.97,198230.47,202952.72
159315.75,160849.25,159711.45,161063.66,166713.53,164375.17,165163.89,167638.45,168272.12,171318.53,167956.44,166916.5,170537.23,171040.34,174733.83,174135.69,175008.6,189286.28,198638.84,202647.08
162352.28,160385.88,161737.34,161966.4,160086.75,165182.47,164860.81,165881.25,164235.78,169795.47,166676.62,172596.53,169733.72,173712.81,175236.73,176086.95,172585.84,192167.47,198152.81,205242.12
158372.25,159759.28,161434.89,162387.48,164058.72,163899.1,164276.34,166144.0,164602.47,166206.84,167587.34,166982.67,171033.72,170680.4,174068.06,172710.16,177940.53,189074.97,195378.0,202398.1
158880.08,160201.17,157852.81,158139.02,159409.12,164190.62,161702.4,167017.1,165855.56,169823.67,167196.38,168812.4,172920.78,175168.1,173975.44,174469.72,178623.23,190558.28,198680.75,202623.36
