Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21,Stage 22,Stage 23,Stage 24,Stage 25,Stage 26,Stage 27,Stage 28,Stage 29,Stage 30,Stage 31
202734.9,195368.81,205958.94,213351.17,215963.5,216093.12,215092.03,212731.42,207826.94,206226.11,203678.56,197395.02,191615.5,192906.97,192008.06,191403.97,188538.5,185157.9,188543.1,186548.84,183307.6,180230.69,178940.47,177923.83,175425.75,176552.4,171400.52,167628.9,166081.55,164141.9,159445.62,159611.94
204502.25,194559.27,203962.2,210417.36,219272.22,215310.14,215044.39,215650.42,209244.94,205607.56,200686.81,199580.08,196011.78,197800.44,192100.62,192087.38,192045.44,185228.6,187702.31,186264.36,181593.28,180371.75,176429.94,178262.12,179314.38,172552.08,168956.12,171775.28,167600.9,160471.34,157056.25,158104.06
207707.05,200617.44,208029.16,216554.62,216852.03,219705.16,216419.78,213968.05,209937.81,209609.31,204830.12,200675.12,193975.67,196798.14,192633.31,194295.25,187918.9,188377.25,186100.47,187017.8,185522.78,184033.4,173780.75,176650.6,176911.75,175020.53,172036.98,168196.53,166241.25,164036.14,161889.06,159636.6
204066.72,195232.4,205419.94,215865.38,216746.2,216688.05,214192.4,211014.39,209935.22,203516.19,199527.25,197195.1,194860.16,198970.92,192232.89,187187.38,187593.31,186148.84,185545.25,183714.84,181171.9,180084.78,179170.22,177336.4,175199.3,171697.16,171075.19,169304.97,168063.33,167076.88,159472.72,163804.25
205103.94,199189.11,203365.16,212709.6,214030.12,215573.81,214822.62,211546.81,207383.1,205839.5,204687.72,197006.78,193807.53,194132.38,187378.28,186337.23,191757.84,187054.53,187713.16,183198.02,183108.25,180210.72,178690.1,177980.34,174546.84,175782.78,170628.0,168462.88,160989.61,162827.97,163260.73,154534.64
204049.75,197170.7,205252.62,215847.81,214907.06,215616.94,217062.8,212816.94,206997.22,202552.19,201935.53,194817.88,195906.78,193911.19,189796.02,191697.88,189747.56,187115.33,185015.08,187265.86,184821.05,178462.19,177819.67,177869.89,178432.08,176639.81,170956.0,172424.17,163234.33,164871.64,162774.72,156370.02
202711.88,197753.16,204417.69,213169.16,214148.12,217017.44,216256.05,212658.97,206971.34,205702.4,198269.22,199702.62,197117.86,196636.64,188610.03,190003.61,188345.62,185990.44,186653.84,182330.7,183999.58,182509.94,177172.19,180613.6,175899.25,174716.56,169654.31,168343.47,164965.6,160221.78,162367.72,157361.66
202771.81,197260.5,203733.5,216001.2,213566.47,215248.83,214077.55,212044.89,208589.34,207895.72,202801.69,195786.1,193070.5,196395.44,194971.88,188444.64,186732.6,184687.47,188341.1,181633.88,182878.56,184713.62,178591.78,178767.6,176515.62,174007.1,171722.44,169365.33,165789.69,163159.2,161095.97,159697.6
203150.53,199699.72,206169.78,212062.2,213166.3,215550.06,212318.75,211179.11,208222.47,205726.6,204167.22,197503.69,196381.22,194438.78,189620.38,189929.58,191739.19,182858.53,186261.25,185941.47,182706.0,181788.45,178002.66,180932.5,178414.16,174696.42,168568.83,169507.72,165579.92,162970.53,159082.36,162538.16
205410.03,197376.95,207538.6,213191.95,216783.84,214290.81,217188.16,215097.27,208988.03,202972.4,197199.14,199523.89,194048.97,194537.62,189287.36,192012.72,187744.56,187090.55,185697.16,186610.0,187518.6,180999.12,180617.56,176746.78,173886.12,174504.66,169845.28,171582.06,164474.16,160453.0,161964.39,156747.14
205220.78,200335.28,206019.66,214978.25,213336.88,214498.5,213980.47,212056.55,209562.16,208868.34,201971.44,194728.55,196146.28,194359.22,190123.02,190648.73,188196.03,186470.33,188504.6,187641.23,182072.92,183738.9,176783.61,177752.56,175444.9,173136.62,167319.16,169681.34,167623.55,164423.75,161314.19,159504.78
205030.81,197842.6,204563.78,213836.77,217465.27,216516.38,217330.12,212330.08,209300.8,204428.16,204903.45,198490.0,197436.34,195702.25,188749.5,192796.34,188802.22,188746.2,187993.66,186010.72,181051.36,179366.89,176802.81,179296.83,173918.53,174975.6,170517.12,169675.66,167148.86,163616.38,158872.19,162711.06
202657.12,199526.58,205131.62,213181.53,216101.28,217325.55,212416.22,214470.36,210200.62,206070.94,197710.69,195653.52,196295.3,198117.62,189849.16,188490.14,188751.53,188290.94,187605.31,185844.44,179041.12,181913.88,179667.53,176372.56,175759.84,166524.72,167039.94,167981.55,166930.81,162189.22,162536.69,153815.88
200796.0,200002.88,203958.55,215617.06,216957.62,215911.53,214846.03,211128.73,210520.22,207247.05,200850.1,196831.75,194108.1,191215.55,189584.61,192085.39,187641.12,184804.39,188525.4,183277.27,182554.53,182266.19,181629.6,177814.75,177058.38,171506.69,173889.12,168961.53,165111.72,160731.45,160783.88,158029.38
203569.89,199297.0,204588.44,213489.69,213338.02,215724.39,215388.64,213291.67,207787.56,203183.62,204194.84,199074.73,194514.3,197868.03,195424.7,189903.44,189388.44,188768.4,184563.98,186053.45,178969.9,181387.06,178757.53,178307.67,175144.0,170760.64,169263.78,170099.34,165183.67,163565.52,163277.17,158545.92
200345.12,198656.84,205233.0,211829.56,215567.14,217643.6,214189.84,213604.55,209399.38,202775.88,206322.06,197932.08,197313.53,197894.94,195078.38,191265.31,188758.75,188637.84,187353.12,183105.81,183540.31,179383.17,177985.84,175396.5,176086.88,175066.17,171226.33,168953.5,166444.6,160800.22,159993.94,160281.34
204033.5,195226.78,203085.22,211156.47,215453.83,211886.05,215436.1,212203.83,211892.81,204175.88,202437.3,199556.5,195800.88,188772.75,194796.88,195028.34,186808.56,188520.5,190216.03,183752.1,181495.69,177548.72,178667.44,178405.84,178240.5,167307.34,168898.38,167114.19,167733.62,167175.69,161544.44,160743.0
207058.34,198370.75,204353.39,214769.08,216840.0,213988.62,214459.28,212924.78,211412.34,205717.94,202477.36,199533.2,193703.25,192764.62,190418.47,189425.62,190653.22,184567.84,186900.16,187206.03,182212.44,181161.94,174848.98,176380.78,173839.28,173180.66,170207.95,172382.72,164747.53,163959.83,159414.4,159823.64
206339.62,198242.08,204318.38,212640.69,214414.78,213882.27,212741.25,215894.5,212358.97,204495.22,202982.38,199450.66,196621.97,199348.45,194428.28,189577.25,193810.84,188342.5,188713.0,183234.17,183479.44,181755.66,177994.23,179134.27,172618.84,169482.06,168689.75,173586.9,168537.78,165934.56,161794.97,159262.72
201989.6,198437.9,206657.86,213542.1,214929.56,214286.94,213521.94,211345.69,212021.47,204694.11,201382.98,198659.31,192369.38,193227.25,193175.72,192020.22,188260.25,189917.62,186052.94,186959.02,182505.94,183507.94,178392.47,179909.36,177027.31,173925.55,168668.7,169497.44,165980.11,163445.31,163792.22,158809.25
204082.88,196854.12,206976.34,212327.0,212940.5,216496.81,213807.25,212482.69,211838.1,209710.12,200575.25,199324.08,195825.12,191917.6,196460.78,193506.22,189167.5,188048.38,187297.84,185061.12,184729.22,180773.53,179614.62,179330.53,179481.7,171930.4,170905.31,169413.4,167370.22,163796.44,162812.11,156359.86
205350.31,198687.83,205858.4,215629.78,213955.19,214510.98,219404.19,212803.22,209725.83,206698.95,201409.12,198094.69,198934.97,197059.31,188851.53,191634.53,188902.47,188887.05,187025.83,183225.94,184308.56,182879.4,178588.95,179223.03,175669.69,168980.69,174637.38,167065.67,166509.47,164883.48,162936.72,160467.61
203226.22,196914.14,202362.22,212783.78,214251.44,216496.25,217254.1,213594.67,213485.22,205891.78,203640.22,197635.56,195215.14,194482.56,192287.75,195195.53,188756.92,190465.45,183169.97,185891.05,181677.64,181578.61,174476.81,175134.4,173355.6,170073.48,174161.88,170098.25,166958.1,164682.6,161362.89,159457.83
204210.44,196496.7,203702.22,215448.22,218975.6,216531.61,216554.56,210816.25,208594.61,205860.6,204685.81,198330.97,193071.16,196521.53,187788.0,192181.75,188843.7,186206.38,188709.0,187324.8,180747.42,179577.23,178797.02,174639.25,175072.47,174373.31,172253.16,170118.66,165167.69,163622.89,160444.6,157928.06
204996.22,196129.47,207051.16,211211.88,214564.78,216492.84,214890.62,212773.06,208310.28,206112.88,200311.97,198633.88,195768.86,196148.22,193418.9,190883.56,190009.31,184915.86,184627.6,187507.58,183152.69,181174.84,175800.64,178637.25,173139.47,177056.5,169081.2,171340.17,165507.06,160412.97,164602.56,160001.42
208125.58,197494.12,203844.62,213321.72,214893.97,213474.86,213555.62,213886.84,206171.64,205603.84,205501.84,197290.94,196893.12,193967.12,193384.67,193021.47,188414.69,188744.0,190355.02,181178.16,183755.97,183408.55,180433.69,179149.34,178483.05,171686.45,170629.23,170961.81,165710.34,168395.88,164695.3,157261.12
200729.17,198627.66,206198.17,213437.0,214728.31,219578.03,216468.55,211857.19,209611.73,204918.39,204274.53,197668.4,197433.94,192219.05,192773.12,193489.22,189674.4,184952.5,186891.6,183077.66,182152.12,177957.69,175849.67,177778.7,175600.31,173007.56,170741.03,166433.06,166645.95,165091.94,160518.52,160584.4
207526.44,198826.75,202497.5,217250.16,217600.9,216902.45,214681.48,212559.38,208915.8,206745.39,200169.56,197857.62,192310.34,192915.36,189937.28,192985.28,191995.7,185094.67,185948.62,185733.92,183525.3,180618.53,176269.5,180397.0,177091.31,167089.6,168541.17,168878.12,163277.66,162375.03,161281.72,159288.9
203130.75,198835.38,204198.38,212554.28,215045.69,215521.12,215349.97,211004.0,209735.22,207477.53,201329.22,198501.12,196307.0,196599.94,190793.97,187981.72,184511.5,184787.02,186313.88,190988.16,181324.83,182511.94,176479.5,176730.02,176635.4,173552.75,172112.8,170189.38,167465.6,163299.44,161139.62,158597.77
206198.62,200571.11,205349.19,215161.12,212922.5,218392.69,213228.45,212373.16,209892.47,208358.47,203596.5,197223.56,193031.0,195530.27,192791.97,192985.88,189560.31,191221.22,187510.34,186648.5,184288.62,180396.44,179501.28,184283.22,176738.75,171963.84,172830.28,166150.22,166862.9,165281.22,161607.03,158006.19
201801.73,195955.77,206935.88,213701.9,211836.27,216835.47,214563.16,213334.94,209522.31,205186.42,202386.9,195869.64,192718.89,190561.22,192545.58,187554.28,189795.4,187418.03,186824.25,184467.36,186331.6,180600.86,181966.47,176014.95,172692.88,174325.94,168643.0,168054.75,165590.4,158315.28,163693.66,160700.61
202673.2,197065.5,204735.97,213970.9,214785.0,216775.56,214857.06,213321.16,210288.28,206028.7,199426.9,199210.17,196881.25,193493.05,192630.31,190199.97,192845.97,182805.6,184787.52,185484.31,183318.1,182619.03,177349.72,176836.81,178779.75,173808.94,169534.72,169819.88,164961.64,164448.94,159488.19,156862.25
203394.16,202524.81,210274.11,215355.52,216920.88,217901.67,213983.97,214146.89,210057.53,206308.05,202949.05,199739.8,193871.16,195342.16,193867.72,194113.86,187686.62,186191.03,185975.53,185501.05,182162.45,180397.34,176972.16,176604.88,175044.8,172772.03,166115.31,171990.34,167233.77,163700.38,159812.17,160515.48
201201.83,198656.44,204949.84,211538.44,218718.7,214191.31,216826.84,210688.1,212491.0,203521.12,202683.38,200211.81,191935.34,197987.22,196688.56,197398.9,192970.69,184466.94,185987.58,188232.02,180741.38,182584.19,180492.53,180394.5,175326.34,175387.42,170436.16,168469.14,167009.0,166620.38,161170.78,158121.83
203519.5,200618.19,203859.44,215045.58,215573.72,216562.22,213907.48,212814.77,208495.12,205740.22,204127.25,198622.4,199136.0,194223.92,191947.88,188877.19,189578.06,187701.06,191255.56,183451.81,182619.08,178819.06,180138.8,181982.19,180685.23,174215.03,170695.25,167916.42,164811.1,161810.47,160031.7,157548.48
204827.42,197620.77,202469.62,213256.53,216632.44,216029.05,213374.84,210891.06,211675.39,205940.89,201837.25,199291.03,198139.94,189666.19,193992.3,189803.16,188763.86,184663.56,186423.69,184204.95,184588.44,180716.83,179685.81,181760.88,175274.52,172859.97,169475.94,171125.83,165295.22,163402.44,161933.6,154996.9
201794.2,194660.9,203484.84,216500.88,217065.94,216166.69,213540.1,213934.03,207550.67,206013.53,205130.97,198039.45,193198.88,194578.31,189093.34,192963.14,187033.16,185651.39,187083.3,185061.06,182554.12,180836.73,177227.53,179374.98,179082.97,174482.88,168740.8,166178.03,165820.78,163043.88,160464.88,159702.98
202207.84,200873.67,202522.72,214179.42,213923.02,218201.1,216183.72,210847.03,209366.55,204819.19,201575.4,196807.4,191809.5,194112.34,195997.1,191273.38,188509.14,189171.69,189184.05,183438.8,180699.27,181947.94,179953.6,177321.56,175551.2,172288.6,167743.61,169810.16,166259.78,162800.8,159707.4,155830.69
200173.53,195120.05,207809.86,214754.53,217703.81,218037.25,216823.67,214066.05,208859.16,205688.94,201808.4,196759.89,196966.72,195933.78,193943.34,189778.53,187550.4,186612.78,186135.19,184406.48,183222.95,180692.12,173842.45,179581.31,174476.86,176228.53,175557.3,167224.78,167876.28,164277.84,163828.67,158305.64
205283.06,196608.67,204202.0,212514.84,213860.1,216740.44,215897.34,211676.72,210647.19,202681.22,201419.19,196816.02,195650.69,193422.1,193374.56,190274.1,186873.81,187191.06,186247.14,185220.6,182375.89,184267.1,177464.84,177429.31,173485.05,176273.77,172298.83,169833.06,166475.6,163841.94,167986.38,155496.69
199211.16,195154.38,204120.17,210423.22,215514.66,215994.75,212110.47,213354.53,211614.0,206642.94,202390.56,197848.05,193881.47,192420.89,191687.53,193673.1,190596.14,188562.98,187995.66,184862.88,183718.06,184552.75,179730.34,175368.95,177212.5,175578.28,170695.67,169558.0,168707.0,164229.34,163734.6,161171.0
204156.62,197720.72,209432.78,212259.5,215223.56,214009.88,213134.52,213640.05,208887.7,206173.34,203379.61,199884.56,196102.03,195260.16,190621.28,190975.38,186269.03,188661.1,186695.5,184753.25,184161.94,181094.14,180526.81,174690.44,179346.25,172870.0,172882.14,169363.78,165015.56,161426.6,164546.14,156908.4
205752.19,199058.08,202125.44,216827.06,212811.27,220917.47,217075.28,216530.4,213877.94,202566.77,206226.88,197142.34,196329.28,195680.23,191894.17,192523.78,189436.69,188662.61,190560.17,183704.53,180979.84,181274.0,173912.66,177381.81,178052.06,173367.38,175003.53,167230.72,165313.58,164703.05,158544.02,158324.56
206295.12,197046.08,203612.47,215285.88,218906.94,218789.78,216239.31,211553.78,209419.97,209139.34,204136.34,194117.45,195329.2,193588.05,190817.02,189451.16,189753.16,185247.78,185816.12,185399.27,182623.1,181697.0,177036.28,181793.92,176773.16,176734.66,169106.88,164644.72,166790.58,161584.69,159369.03,158847.02
201290.06,200706.47,201859.62,210843.31,216012.3,216739.5,213896.0,211202.22,209185.62,205078.81,204188.05,199435.78,192987.0,194785.31,187207.86,190660.53,189523.31,188681.83,188408.12,185622.75,181292.03,181141.95,179694.31,178891.4,176711.66,174555.98,169853.9,169374.53,163652.67,162821.62,161789.64,156387.38
201728.81,197647.6,205813.83,213256.19,214881.73,215723.69,212578.77,212931.66,209469.53,207131.6,202562.7,194528.44,195492.08,196326.95,192101.9,188807.47,188422.5,186149.23,187211.31,183942.22,185414.64,184648.3,179376.19,178676.19,176231.88,176744.33,172679.33,170098.69,164193.45,166405.08,160206.25,161398.38
202365.45,198516.0,201833.31,216542.1,214933.28,215827.94,213287.75,211693.14,210299.0,204853.03,200268.53,197065.2,197647.95,199060.47,190018.84,191642.36,188415.4,187671.73,188626.69,187284.9,184025.98,183898.36,174703.88,177101.81,178412.88,172601.64,173027.64,169494.11,169271.94,163666.69,159690.6,156103.06
202233.72,200847.69,205488.16,216148.38,215447.3,217037.75,215786.31,212395.44,208285.84,203344.33,201680.33,197736.47,192580.45,199897.17,191134.97,193348.34,189616.39,190795.98,186809.53,183821.53,182461.33,183011.1,181438.6,180548.98,172318.78,178660.77,173903.62,169799.48,165818.75,165205.28,163695.12,160552.67
203182.19,200076.05,202475.52,215921.5,213925.66,211724.28,214142.78,210425.88,211768.5,203842.98,202436.05,198437.47,193829.4,196083.1,191246.23,187896.69,185445.19,185045.72,186563.44,185787.38,182610.5,178029.97,175125.16,176412.84,180394.19,174750.55,169508.5,172626.22,164946.38,161062.73,159968.05,159624.38
199945.84,198858.17,204082.34,212471.64,213749.92,216237.97,215242.31,211381.12,208964.69,203415.28,204805.97,194813.84,193547.4,196282.52,193710.36,193063.47,185464.47,183995.5,188879.0,184880.12,181254.52,182024.25,178623.62,176935.34,175513.5,176629.38,167452.31,171422.55,169260.5,161664.16,159857.66,159921.81
201951.7,197747.84,207441.2,212481.12,214025.03,217482.22,216179.44,209863.6,208930.98,205443.06,201437.0,197268.84,191623.58,194548.47,191362.81,194561.78,190697.97,184407.25,189933.72,186060.97,181788.62,180354.25,178202.47,177505.55,178490.44,172777.02,170338.4,170452.44,165763.44,166093.03,162276.94,156942.38
200726.06,196549.3,206688.69,213634.03,212740.6,214243.97,213187.34,214571.72,209284.19,205570.61,202730.06,197394.88,195119.53,195714.83,192133.56,193122.03,188775.62,184845.52,184874.38,185287.06,184884.47,188734.95,179030.39,179103.56,175563.73,175426.9,169605.6,165589.2,170933.94,161230.06,161172.47,157253.28
203662.81,198231.9,203962.78,212560.3,216837.88,216442.16,214625.78,212965.81,211293.06,205060.4,205078.28,196216.0,196314.6,196212.64,191100.05,194258.25,187546.5,188673.27,188457.0,187373.78,182938.31,181949.6,181165.36,180944.64,178002.0,174075.25,172727.03,167172.48,170360.81,162941.1,160053.97,157438.97
201626.44,197397.9,201865.34,214522.8,215377.17,218386.44,211726.2,213442.62,213405.3,205203.03,200687.84,198168.89,196249.19,195911.31,196501.1,188234.2,190774.56,189334.77,188554.38,187595.88,178045.64,179504.0,177477.78,176901.56,177349.31,173272.89,170168.77,170752.23,165497.94,164609.9,157788.38,154189.16
203900.78,196190.14,206244.61,212310.42,213211.48,215065.03,215779.16,213519.94,206849.62,204684.56,203058.97,197684.4,196269.25,192463.52,190157.81,188476.88,190635.31,186150.16,187416.69,184962.66,183853.12,183474.19,178849.12,175446.4,173846.84,173590.81,175561.0,168513.94,165879.84,162745.81,160411.88,154269.19
197550.7,196817.25,204618.5,212656.22,215511.62,216551.84,214726.45,210090.31,209230.84,209847.83,203282.84,197511.27,197534.97,194472.6,193620.9,189894.94,188010.73,183865.27,188650.73,184263.52,183349.53,181133.16,178516.6,180402.62,175521.0,174735.06,171812.12,171611.47,164000.25,163025.48,161639.78,158793.38
201810.38,196808.19,202274.6,215985.78,210219.6,215293.12,216780.34,211873.25,212338.72,202743.19,201935.47,198064.38,190218.84,194882.48,191436.16,191904.31,186490.38,189108.77,184920.56,186331.94,182568.86,184153.47,178762.08,176160.75,175574.28,173179.45,168092.03,170221.4,164474.69,160797.7,162298.36,159223.38
205424.14,198450.5,206209.5,213564.6,216991.81,216165.66,211688.03,214174.34,211201.25,205721.03,207112.44,201894.8,193359.64,195246.8,193208.39,189466.9,187307.6,184159.69,185595.12,184665.88,184401.53,183342.89,181458.22,179255.66,175505.84,174113.89,171202.62,169509.25,164099.4,161623.06,159336.11,157494.0
201365.75,198739.53,206879.22,213802.75,213339.25,213236.75,213830.25,211598.08,211691.62,200299.03,202180.2,199655.38,194339.66,193078.72,191109.17,191628.72,189678.64,185157.25,189218.03,184822.23,181824.81,181826.75,178905.3,178454.53,173789.78,174324.47,171294.52,168911.94,168441.78,159214.12,161056.53,155657.31
200969.42,197648.72,208987.34,215663.38,216274.89,213208.0,214439.23,209346.56,210227.94,204942.06,202272.38,200008.31,193620.39,195752.06,192129.69,189072.44,193587.78,183915.2,183149.56,182821.47,184678.28,180990.78,179889.5,181007.86,176986.4,175043.0,169022.75,165698.28,168516.34,161672.62,158800.52,160088.69
202280.9,198013.72,203495.94,211125.62,215696.88,216711.1,218372.27,212999.38,208295.19,206339.72,201167.0,196929.69,193148.5,193664.64,191583.73,191518.34,192277.81,184430.62,184709.72,185051.27,181957.28,182854.62,180970.66,177647.53,176866.47,171790.23,172499.28,173267.17,164538.12,162697.34,163177.66,158180.16
201518.77,196958.84,206114.69,216012.0,216019.75,217614.0,213042.06,212553.06,209467.6,205976.03,202163.1,197312.47,195363.81,193762.03,192644.75,192147.69,189906.28,187326.56,184014.4,183655.53,180621.94,182137.97,178017.47,180105.81,175517.88,177293.33,174602.5,171474.06,165439.28,162292.4,161052.69,161543.25
203344.28,196256.36,206784.77,214599.16,215492.75,215735.39,210853.67,210828.0,208861.73,205464.95,201754.84,196849.5,195353.19,194585.53,190395.28,190273.88,188128.6,188511.52,184346.08,185999.5,177611.78,179529.19,176971.19,179852.97,176583.28,172957.17,168687.97,169470.03,166251.16,162933.72,160169.77,154395.5
203810.1,198258.05,207159.53,217150.94,217749.53,218489.1,212548.31,210240.03,211958.31,206731.31,204229.11,197475.23,194887.6,193202.7,192893.44,190840.44,189874.1,187183.97,188181.1,185822.84,185037.5,180069.25,177385.03,175701.25,174213.33,169958.31,171595.33,172504.81,166011.56,165385.64,159661.66,160864.02
201923.45,197454.38,204987.03,214324.56,213715.72,214983.81,211598.44,214038.5,210714.95,205718.97,203632.62,198349.12,194626.81,195499.06,194188.38,192834.8,191754.8,188719.1,187231.0,184062.7,182813.33,176454.44,182374.6,177665.5,176604.81,173555.88,173168.5,170139.38,169310.6,163241.97,164829.53,156118.62
