Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
167138.75,169728.56,168643.1,168948.22,169189.5,172760.78,173034.88,176365.66,173045.78,173407.12,175467.34,175794.47,173051.9,177234.98,181888.33,179723.34,183812.39,193678.4,201045.66,200792.38
168663.75,168410.66,169275.34,174474.83,173010.28,168242.45,170873.88,173651.75,173397.75,173275.8,175281.88,173261.5,176410.47,177678.95,181668.28,181628.73,181398.6,194372.9,199798.31,202116.1
171368.19,168652.1,171585.94,169843.89,170438.78,174923.88,172058.06,171821.12,173376.03,175728.1,175542.16,179823.38,178158.53,179417.0,176677.03,180814.08,185371.48,192043.56,200601.72,200217.53
169511.84,172061.03,170195.33,171949.28,169570.92,176194.66,170498.31,169249.31,175649.94,174233.58,169771.44,173704.9,178625.12,181615.75,178656.17,181412.89,182986.48,195248.97,199713.81,204218.25
170292.06,169606.88,170283.03,167917.75,172390.78,171850.94,171633.33,174372.67,174751.89,173643.23,180209.73,175688.12,176306.83,177453.19,176523.75,181221.9,183625.31,192349.75,197006.23,202764.5
171521.9,168124.44,170527.0,170153.97,171078.66,171262.88,173006.9,170870.89,173062.1,177076.1,175640.48,175051.75,175124.34,177005.02,178635.84,184251.88,183611.77,189747.22,198760.61,202740.88
166719.53,169767.03,171942.27,170131.08,171764.16,171870.66,170642.7,173729.53,174733.62,176245.88,176448.92,173693.75,178449.06,179159.22,183417.0,179689.4,182998.72,194449.5,198676.97,202174.83
168761.2,169516.53,169164.28,171893.78,173944.5,170891.66,172227.61,174252.72,177424.38,176250.55,173790.25,175851.2,178616.19,176368.4,178347.22,180568.97,184575.27,193751.56,198224.94,203826.97
170914.83,168693.03,167845.0,170540.36,171183.66,171446.38,175475.08,171218.06,174645.03,174268.61,175373.75,178459.4,178299.5,179319.25,181415.53,179144.0,181829.39,189648.38,201941.44,205946.0
168178.92,169451.03,170406.94,171221.88,170942.56,172178.0,173871.66,174893.78,173604.25,174053.81,174746.53,173749.12,177417.69,177568.12,176325.56,179961.39,185905.55,195706.98,195850.9,202952.72
