Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
196120.88,181103.19,180891.53,182523.47,181713.53,181648.16,179593.44,176839.75,173724.03,177211.14,173480.31,171432.11,176748.4,179331.16,177922.94,177638.33,180518.12,181894.56,183262.5,179917.1,182370.89,182086.25
195992.28,181730.66,182407.0,183321.0,182264.06,182095.03,179006.62,175957.66,178184.17,172993.84,175231.25,175729.1,175983.56,178361.56,177577.45,178801.9,176697.47,179455.81,182842.19,183682.12,184911.75,180107.23
200248.6,180743.27,181699.14,184659.78,181850.69,181363.67,175940.12,175243.5,172342.94,177141.75,171297.12,172801.27,177150.84,177818.1,175846.36,178186.9,181229.62,179781.84,184207.94,180539.66,182081.45,181602.27
195904.06,184162.38,183083.34,184279.72,181860.8,181878.22,173830.06,175351.22,173850.44,171771.12,170386.23,174297.69,176380.25,179146.5,178956.22,177356.75,178443.72,179980.16,179239.75,182026.67,183506.33,182350.97
199331.75,185950.03,182761.08,181906.22,181646.67,181507.36,178589.36,179910.84,175756.02,172135.67,172940.22,173240.81,174363.28,177269.25,179016.6,180346.06,176226.78,181859.38,180458.45,181477.62,184244.84,183369.72
196726.78,183113.23,178067.75,181167.75,180782.8,181618.06,176377.72,179009.6,175690.36,176421.1,171840.81,173489.5,172819.97,176435.38,181005.34,179227.06,177086.34,177930.03,186215.47,178686.69,185249.72,181780.31
199449.72,183974.81,180246.23,184438.28,180377.1,182287.98,180577.02,175704.36,174404.94,171073.5,173402.25,173479.25,173554.0,177113.64,175675.44,177554.81,178547.5,180843.62,180856.47,181594.9,181818.84,180480.4
198708.4,182230.64,184174.81,181217.81,181410.14,180285.0,179651.38,173921.53,177684.28,173066.6,174569.77,173649.53,175794.52,175118.61,177991.16,179068.94,177761.5,178748.47,182563.25,180840.19,182485.12,179604.69
197850.16,184055.53,182378.84,184221.27,181441.47,180456.42,180315.0,177792.23,175849.84,173369.75,172126.34,171875.25,177257.66,176324.62,178347.62,183856.11,178408.25,181823.0,182443.95,181206.88,182068.36,178954.19
199514.94,183167.16,185885.03,183194.34,180840.72,183190.34,178678.12,179027.53,177852.25,172135.61,173352.75,173926.25,176928.12,175556.06,174265.0,181786.5,180400.6,174108.08,180619.4,181427.6,180335.94,183507.19
196157.75,181518.84,185209.62,183989.83,182768.62,182786.47,177126.42,179281.06,172208.56,172003.88,170414.81,175278.9,176587.62,175244.88,178543.02,180972.86,178623.72,183766.22,180879.97,183653.97,181728.9,183850.9
197398.88,184579.61,182324.72,179273.56,180500.53,182703.47,180472.58,178358.9,176564.4,174832.14,172571.94,173379.3,175759.5,176513.62,179523.12,179156.05,177351.36,177229.44,179549.06,180811.0,184466.39,179049.38
199384.28,185303.61,181403.06,182273.2,184399.34,183288.67,177018.6,177193.14,177154.31,172953.22,171659.16,174542.45,173111.72,174604.17,178227.97,178847.84,178484.94,183046.38,179189.47,178549.44,181915.78,179506.56
193738.81,184980.56,181676.53,180704.88,184755.9,181339.9,178528.1,176643.22,175267.6,169215.56,177766.52,173603.89,177748.31,176612.39,180406.12,180326.1,179712.9,181815.94,181834.06,180583.47,183173.0,180504.38
200216.1,184476.44,180453.75,183244.5,178438.44,181323.25,176860.03,177059.72,172590.8,172901.69,174693.62,175895.31,171817.66,176737.6,178545.9,178334.2,180324.72,180576.28,180462.3,179709.34,178786.6,179640.0
196314.11,183156.77,180306.05,183573.78,184917.66,182050.88,179707.53,176110.06,175701.48,172643.47,175728.06,172802.61,173046.34,173417.1,173988.0,180028.45,178289.56,182869.75,179043.19,181731.0,184473.31,179404.06
196658.12,181065.4,183778.72,184154.97,183413.11,184948.53,177828.28,175524.03,173956.84,173873.66,172299.06,174113.56,174386.48,177153.9,176365.31,180560.81,179927.78,178946.56,182239.25,181127.69,185230.64,179278.47
198610.81,181812.66,181336.78,181112.81,179072.81,180616.52,175978.56,175975.16,175770.44,172747.69,171373.22,171893.27,177074.64,177773.88,177175.0,180220.78,183262.11,182421.77,178119.22,180630.94,184765.36,180756.19
197694.19,180688.77,182693.12,183472.62,180373.66,180515.97,177217.47,177330.98,173213.66,170456.19,174253.9,172525.84,177532.53,179622.31,176447.78,177567.38,177863.06,183997.78,177988.47,179095.38,182906.16,184195.6
195073.94,182905.6,182506.75,184079.1,181153.9,180863.23,181067.1,175642.9,172189.38,174111.66,174560.31,170891.22,173677.5,173969.56,178823.38,175801.98,178187.25,179801.6,181801.28,178748.66,184241.72,181735.34
198118.6,184476.33,180883.4,181301.62,181228.12,183290.0,178549.42,173641.64,178781.05,172107.53,175522.22,175807.84,174437.1,176563.84,179958.44,177659.53,179363.64,182693.45,181003.81,180126.81,184602.62,181236.72
199454.14,182064.47,179630.4,182621.5,182189.38,184650.88,177184.62,175110.78,174271.38,173410.47,173155.56,175367.95,170593.1,177735.47,180793.38,179721.25,180046.25,180113.75,180649.8,183317.08,182200.5,181612.62
194800.23,184160.06,178973.69,184148.44,182573.12,181177.67,178741.1,174812.42,172861.08,173659.1,170797.81,174704.4,174902.81,178245.28,178323.53,176456.12,181388.39,183305.08,179817.88,183868.39,182981.23,177768.75
198814.38,180133.77,184040.17,182120.17,181951.47,181695.9,177808.22,173933.7,173808.16,176525.19,172076.47,173279.5,175884.6,174834.28,177966.66,179840.03,179165.84,181884.9,179098.23,183906.62,183519.28,179962.19
195818.69,185373.5,178385.9,181677.38,182433.27,184806.22,177218.28,176086.56,177455.66,174142.66,170583.84,174971.4,177688.66,179898.33,179187.81,181584.17,179616.81,182930.44,181329.88,182793.78,188439.53,182482.19
196928.88,182615.73,182653.19,182147.1,183085.22,182646.28,179760.34,176264.7,173843.47,170353.5,168040.12,174960.25,175776.56,176178.48,178336.75,178496.6,181120.9,181928.6,180956.16,182630.72,184157.62,182360.14
195697.5,183772.25,185051.0,185845.38,183813.4,179704.12,180174.78,173517.05,176044.14,168921.83,175012.4,173222.28,176250.25,178638.27,177550.6,179466.4,180600.16,182991.12,182160.31,179473.53,184691.88,180977.72
195402.03,181384.31,180786.56,180573.72,178130.38,179633.28,177819.2,172419.72,172917.0,173439.0,175413.05,174503.69,173713.77,175727.67,180038.84,176552.95,178696.78,182567.34,178975.81,185559.06,179813.39,178396.66
194918.28,186722.0,182781.4,179777.3,180033.77,181138.72,176422.53,179900.62,175490.03,176845.05,174944.62,174182.03,176644.12,176128.66,178256.97,179762.6,181030.81,184539.45,179115.66,178845.77,184176.66,182010.5
196565.1,181097.47,184938.78,182067.31,184909.03,182964.03,179548.22,174316.5,174400.0,172591.58,173871.5,173883.0,176488.14,177942.5,179639.2,178805.75,183335.47,179025.1,183830.55,182223.06,181758.97,182742.11
196603.94,184965.1,186056.56,181123.9,178986.97,182010.56,177246.66,175328.28,174465.9,177905.27,171232.28,171931.83,177385.81,176276.75,177143.31,181021.34,178967.78,179713.02,181689.81,181082.4,186335.81,181680.1
196318.75,185482.94,181854.1,181588.4,180971.61,182200.69,179841.72,176492.5,172472.31,174550.95,172363.34,174476.84,175643.1,177269.47,179877.6,180325.81,180096.1,184795.19,182172.97,179071.33,183044.5,180828.95
197894.0,183308.06,182490.17,181722.06,181051.38,181398.77,177011.0,178045.98,174364.81,179205.6,174657.33,172090.12,176475.88,176378.73,176118.66,180585.7,180511.66,180706.53,179475.9,180651.56,182431.72,180959.36
196744.06,183754.6,181711.31,180085.42,177993.16,182306.1,177553.44,175688.36,175471.81,171383.27,176926.84,172515.66,174665.06,176192.95,177940.56,179730.62,178007.81,181331.33,182300.77,182914.58,182862.72,182332.16
198191.12,183852.22,181564.69,182723.44,182238.03,182133.81,181148.3,176499.03,175387.44,174805.69,173010.12,172419.6,175171.6,178749.88,179266.2,178138.73,179739.1,181548.55,182901.84,181854.12,181964.53,178658.22
197669.0,180643.19,181555.4,182795.53,182905.94,181882.03,176858.33,174217.97,173103.55,172107.28,171974.88,173701.84,175790.12,179588.83,172375.8,173196.14,179529.02,184035.55,177654.5,182246.03,184495.19,182438.06
198055.95,180174.16,182759.69,180673.06,183082.22,181182.48,178011.38,177851.66,173747.34,172886.69,167046.31,174275.77,175964.56,180551.16,180476.16,180344.23,178756.31,181865.28,181868.16,178835.23,180464.69,181365.84
198590.55,185732.31,182296.66,182931.92,180725.6,179888.72,179155.34,175391.94,176124.97,172974.12,174703.4,172313.25,176945.48,176998.56,177456.53,181246.66,177439.81,180719.12,183786.6,179146.44,182478.34,179339.33
193885.39,185582.08,180229.08,181532.16,182347.72,182023.95,177940.22,175655.31,174530.5,173384.31,173866.84,173987.5,174077.77,175270.75,179430.47,180925.89,180591.69,183027.4,179007.97,184195.34,184247.33,180919.47
195577.78,185448.47,179930.81,184419.66,182126.34,180072.0,180087.11,175086.16,176283.6,177688.56,170507.53,173387.31,174665.16,174894.56,177874.38,179287.55,178523.97,185534.11,180657.5,181951.56,184304.19,181632.78
195473.75,184790.84,181381.22,180582.97,183586.66,180536.02,179603.69,177632.66,171120.78,171750.3,172536.6,177507.84,173607.25,173889.69,178240.25,181298.38,178890.31,182732.88,182164.22,184618.67,184589.9,181349.66
197121.97,186479.75,184879.31,181333.9,184378.1,179956.25,177860.56,175486.12,170453.58,171958.48,172879.0,177744.0,168796.64,178089.06,180166.12,180068.38,178886.8,181723.4,178712.27,180704.28,182786.52,181891.95
197923.42,182786.77,182614.1,179595.5,183159.16,181220.75,178320.19,176566.53,176471.78,173973.31,171985.38,172061.72,171248.55,174165.05,183291.84,181298.72,179368.88,182012.6,181768.52,179438.25,182892.56,182297.44
