Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
199315.58,178718.02,179880.1,180762.64,183142.06,184291.14,182517.62,181773.84,179018.88,173229.25,174575.94,173754.77,175024.77,175272.67,175591.61,175758.81,177211.95,176319.36,177030.62,175046.16,175822.7,175721.4
198062.38,183531.9,180210.84,185225.19,184977.44,184168.39,183544.4,178499.55,178845.03,173782.34,175724.25,171871.47,174365.47,171910.98,173537.34,175010.81,180285.5,178027.53,175299.44,180901.25,174227.6,176794.38
197543.67,180954.9,185192.81,186583.81,183959.25,183273.81,179845.64,176817.77,178410.53,174886.8,177292.5,174723.84,175147.02,172600.31,175273.5,174140.23,179338.73,174844.14,174224.4,176088.12,180747.89,176171.1
197028.25,179875.3,183467.84,184462.56,185128.31,184470.22,180933.39,180552.1,177198.81,178882.97,177755.94,176811.25,174010.28,174131.56,177412.6,175166.9,178852.47,176770.69,176561.81,178966.38,175670.12,176773.97
199223.8,183166.84,182072.31,182744.7,186090.75,180833.34,182908.16,180545.0,177813.5,175177.28,174647.22,175536.03,175330.84,171468.6,179787.56,171167.83,175325.47,176312.86,176430.47,176204.83,175710.88,175928.12
196062.88,182140.88,182839.48,182177.53,185608.33,184660.16,183370.77,181087.88,176930.88,175032.0,174638.97,177838.03,177025.48,175181.38,172683.28,174811.73,176823.47,173117.73,174248.1,180218.12,176247.05,178668.08
196467.02,180801.48,181216.84,184630.22,182775.56,183750.53,182586.38,177694.02,179089.7,174620.4,172915.56,174175.22,171437.78,175339.52,171720.98,175348.94,176278.1,171855.23,175404.47,181515.55,181228.67,175645.53
196934.34,179942.11,184976.39,185824.28,183098.8,181640.4,183269.84,182314.75,179050.28,174128.67,176492.53,176235.56,171391.88,174496.84,175875.53,175116.22,173142.22,176965.22,178021.23,175790.6,180270.28,179465.8
199559.84,183174.58,183248.81,183891.17,184744.38,178043.98,181835.53,180321.52,178283.56,174967.06,172179.42,175891.84,178543.31,173188.47,169678.66,175020.66,176701.58,179296.11,179590.03,173004.88,181396.55,179940.1
198692.75,179908.5,184102.62,185456.72,186927.92,179929.88,181126.11,179327.94,175239.83,176850.69,173643.11,173905.22,176772.9,172605.67,172693.62,172965.05,178318.66,173257.66,178450.2,175357.6,181154.22,175318.22
195626.38,180767.56,180301.44,183613.23,187261.84,184812.47,183766.6,177682.39,177119.62,174082.97,174186.36,175698.56,176805.58,170959.98,173640.33,175343.69,176763.16,175820.03,174898.52,180014.8,177461.88,176001.75
198292.39,178914.06,185235.5,184627.22,181846.81,179848.58,182941.0,178814.75,177615.22,174636.69,174244.16,174042.08,174994.14,173507.72,171315.14,173314.75,179512.94,175609.34,176742.38,176318.44,177579.12,174409.84
198693.14,181167.19,183225.94,182673.75,184604.33,181432.4,182966.03,181129.97,179127.1,176598.86,175021.86,176597.19,174108.62,173410.44,173435.16,177056.53,175990.62,174033.62,174835.69,175821.14,179261.8,181318.88
195248.69,183672.2,180131.48,181839.67,185865.75,182505.06,180921.5,180835.34,180864.72,175355.78,176812.88,176184.66,174780.1,172459.03,172373.95,176114.1,173599.66,174345.81,176167.22,176858.31,176858.94,177684.12
196460.9,181430.25,184847.97,183384.0,184959.86,183080.67,183199.64,180543.03,179566.84,177717.58,176644.12,176468.06,173548.4,174657.16,175152.06,173317.25,175430.39,174725.11,176763.78,181349.28,175677.8,176430.4
195818.95,184978.44,183573.94,183755.66,186112.14,181693.62,183110.78,182706.12,176702.05,179610.95,173439.62,174363.97,170726.02,175500.25,175125.44,174022.12,178781.38,176981.16,177236.06,177529.44,174140.03,176230.03
196192.97,179790.45,180622.5,183648.78,183930.31,181069.06,181745.78,180982.67,179087.78,175871.5,176706.34,171988.34,175729.6,177685.66,172050.55,174089.19,172250.1,175496.95,178665.88,181046.31,179356.12,178746.33
197004.4,183449.14,188892.62,180230.19,182835.25,185721.06,183760.38,182271.53,179254.02,177390.55,175944.06,172718.31,174677.84,174226.84,172984.1,173567.66,172992.05,175151.5,175162.27,179077.22,175835.81,179222.53
197605.9,183594.92,180964.72,182682.05,184992.89,185200.94,180534.48,179045.25,178957.19,174824.53,173097.42,174179.4,172335.9,176408.2,176508.34,172523.47,174058.62,178747.9,177230.44,179889.84,180224.11,175450.84
194294.5,179395.14,183749.6,181904.03,183193.53,183867.19,180681.58,180680.84,177233.27,177320.62,175866.5,173768.14,174601.4,174594.97,172827.47,176181.97,178867.47,173748.98,176076.06,179863.2,178991.61,180123.84
193815.22,180578.52,182669.19,182206.98,188542.7,184068.22,178838.52,177251.48,180377.06,178162.25,171332.27,174774.47,173610.53,175389.83,175380.98,178032.61,177154.36,176331.19,175733.31,179380.9,176930.92,178421.69
196775.88,183950.22,182430.1,181240.67,184044.55,185574.53,180437.89,180588.12,177241.05,178756.47,177692.58,174198.2,173133.66,171387.52,172889.19,174529.69,175489.81,173295.0,171546.6,177534.77,174227.5,173790.77
195436.77,183204.95,185754.22,182314.4,185230.0,181278.5,183267.16,177496.4,176934.94,178168.45,173529.66,175757.98,173420.84,173433.55,171375.84,174164.08,175169.06,174060.27,175629.53,178097.81,178243.95,176040.44
198493.4,183777.25,180946.94,183158.56,182858.12,180849.28,184532.5,183150.88,179386.66,179213.6,173772.56,175752.56,174138.94,175992.19,175630.81,172709.48,175922.47,179134.12,173954.88,176523.08,179131.52,176561.97
194223.34,181330.81,183345.67,182599.2,188439.3,182993.64,179615.06,182062.4,176719.06,174883.44,174773.88,176237.9,173875.75,171416.38,172685.94,176347.33,179151.92,173662.8,176590.23,174457.19,181680.75,178915.11
198871.9,181457.81,180883.88,182182.86,187456.38,185855.75,178972.81,183372.0,176192.6,177912.28,175154.0,175251.03,176862.48,175984.25,172297.08,175098.53,176256.8,176951.69,175067.73,178451.97,178088.16,175753.25
195845.42,179900.98,183499.17,184622.77,185750.28,183581.83,181937.78,177746.86,181593.05,173620.83,176288.56,172740.75,174928.75,175078.66,173918.9,172591.84,176920.5,172958.53,177537.03,179324.16,176693.4,178050.22
196348.78,177974.02,183546.28,184384.34,182241.84,185259.28,181396.94,178870.19,175483.5,176990.06,175756.86,176019.47,171575.28,172899.27,175875.48,171287.0,171187.23,173338.95,174474.78,179594.88,182802.1,178241.25
198439.16,182080.81,180869.0,183221.33,184839.06,182456.53,180113.19,179205.64,179875.31,175069.75,175459.19,175049.25,172109.27,173128.69,173996.56,175624.06,174321.38,177809.31,177543.47,178709.23,177372.38,177046.69
