Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
173181.12,176394.62,179352.92,174012.81,174085.31,179546.69,179509.69,175054.31,180531.75,177512.61,176194.03,183153.53,183116.67,180543.34,184172.6,186322.4,187432.03,195214.38,199940.34,203826.97
175819.55,175190.34,181439.73,180170.97,179550.08,181900.33,178224.81,177727.19,183655.28,182798.19,180419.75,180840.77,180325.34,183052.56,186824.27,183932.97,186036.88,196258.97,199913.5,200792.38
175366.16,174417.66,178469.28,175310.16,178520.81,180010.97,179851.6,182135.36,176810.72,180170.03,175616.6,180126.34,182070.88,183700.44,185342.75,185100.62,185985.38,190630.34,200538.62,204218.25
177924.9,172630.47,176168.8,175779.62,178915.16,179786.0,177160.83,181154.42,178877.6,181122.47,176150.47,180609.53,181702.06,183360.42,186360.5,185531.56,184888.25,196572.78,199904.95,202764.5
175076.39,173024.62,181623.28,180171.48,177491.34,178360.6,177309.83,178158.16,178283.03,177557.78,175774.22,177691.88,181844.31,182937.27,189042.38,184539.84,184707.11,192416.72,200891.12,202740.88
177614.0,177653.05,172362.53,176960.11,176349.66,178063.88,178115.44,178978.1,182022.78,179612.53,177326.28,179945.34,180269.84,186144.66,184484.47,187046.25,185910.03,194595.72,196609.06,202174.83
175578.75,177399.83,178247.53,174702.58,175258.22,176240.75,182737.16,181446.97,179597.55,178178.34,180030.47,182674.1,179298.5,182552.33,182579.53,185723.1,180754.28,196197.45,197095.08,202647.08
174054.28,174311.67,177817.72,176838.22,180024.03,179798.38,176476.94,176621.62,180507.12,183151.38,181057.9,180174.78,180209.06,182504.44,184593.66,188411.34,184701.28,194201.64,198337.95,205242.12
177689.28,173801.69,176742.38,179101.84,176509.95,175846.19,181876.22,176906.62,181091.6,177665.25,183614.69,180256.56,180432.62,180715.81,183423.06,187836.48,186535.34,190635.83,201280.19,202398.1
174837.6,174575.25,177767.03,178760.5,178580.73,178158.06,181631.19,177961.12,179978.73,182924.16,181382.98,183220.94,182114.81,179574.19,181213.06,182854.97,184202.94,193582.28,199022.08,202623.36
179472.16,173350.6,178615.95,178095.72,176618.94,179177.72,181215.38,179248.38,176608.0,180030.84,180482.4,183481.86,179700.6,181537.9,181906.75,185750.11,189480.78,197250.11,197164.5,204620.75
177378.53,177610.88,178215.03,176030.06,176432.12,179515.34,181388.42,178751.47,178293.1,179614.97,179696.12,181540.73,180160.94,184324.97,182464.1,189357.53,186417.6,192494.36,198405.6,204099.95
177547.9,173898.83,179087.66,174399.75,174721.69,178047.47,176345.84,183138.06,180452.48,182638.95,183041.0,180522.52,179877.39,180708.08,186135.97,184769.88,186865.84,194289.28,198007.69,203386.34
173779.22,174699.78,176144.75,178844.56,177710.92,177869.5,177013.34,177824.31,178759.22,177975.53,176726.75,179543.9,184366.72,182221.11,178976.81,183828.16,187983.84,191727.86,199751.19,206370.92
179867.97,177316.78,177501.0,178389.22,173490.84,177784.16,177357.11,177900.2,180113.88,177601.33,179818.88,182142.69,183027.47,182737.9,184761.72,186709.38,186078.5,196604.47,197645.8,201181.08
174807.28,177770.94,175628.56,178932.5,179676.69,178733.17,175133.34,184421.47,181410.25,179515.73,178187.58,180099.53,182436.66,186963.16,184047.81,185647.06,188283.33,194002.06,197302.9,203792.8
176556.12,173628.0,174404.88,177680.47,176160.53,182823.53,176887.27,178922.66,174351.84,183859.9,178647.27,182457.69,183557.03,180995.84,185198.31,183480.17,188114.06,194239.53,199657.25,202116.1
178374.5,177550.56,178526.84,182206.9,174169.66,174845.12,176421.92,178490.47,180482.36,176486.78,179133.05,181235.38,180541.17,179648.97,184299.58,187155.45,186331.5,191167.88,200691.78,200217.53
175771.92,179313.94,176777.98,181100.1,180563.84,179731.47,174614.95,180783.69,179536.16,177751.77,180943.25,179452.55,182756.66,179900.25,182210.22,186460.8,187868.03,195285.66,201345.19,205946.0
175891.8,175417.62,176591.72,179705.4,174233.08,178425.72,181493.22,177214.31,177025.42,184324.14,180806.64,184160.78,183489.39,184100.03,185885.22,186490.95,185114.73,191811.4,198057.19,202952.72
175845.22,177917.34,177762.94,175608.62,178087.78,176903.97,176010.22,179376.88,185070.53,181138.69,180443.53,180092.92,184058.03,183275.12,184416.86,186881.53,187049.5,191906.03,199139.83,203074.22
176134.12,176318.53,175928.67,177440.62,175893.66,179605.11,178322.03,177934.75,178168.55,176626.23,182225.6,181013.05,180063.16,180231.03,185658.44,184914.0,184868.75,193671.53,199739.69,202006.31
177345.72,179021.6,177905.97,176453.98,176343.48,175848.75,178096.44,178585.94,175489.38,180170.69,177761.62,178641.03,179532.77,182937.28,184324.75,183881.36,183631.97,192487.81,198836.12,202084.1
174486.28,174784.12,174453.19,174818.19,174188.06,179000.47,182411.94,176501.05,183088.06,179585.6,180059.88,180189.03,182200.22,179890.16,185697.05,183659.1,184792.1,194661.75,199780.84,204014.11
177626.19,176764.86,175160.56,171822.0,176163.62,176757.08,176675.25,172921.03,177984.44,177451.5,180711.4,183595.94,182314.12,187415.4,182364.67,183085.94,183469.16,193429.67,199224.38,204585.22
172724.16,174297.44,174159.6,176479.55,177919.31,172285.67,181010.81,177349.03,178756.72,179339.19,181737.31,182677.44,179982.69,178608.1,181146.81,186066.66,190435.66,192792.4,200523.66,203177.98
173397.47,177724.19,175000.36,173724.9,178925.3,178665.02,181168.19,179752.28,175954.52,179864.84,181190.58,182261.06,179638.16,179588.88,183872.9,186687.39,186926.6,190237.78,199009.31,203642.34
176717.38,175143.8,177520.0,179681.34,176346.84,177704.33,176809.75,178066.61,175976.66,180639.33,182629.16,183121.2,181641.28,181787.52,180282.34,185374.38,187315.06,199590.38,199826.95,203987.19
173413.62,173510.77,176969.19,179907.03,177426.3,175129.11,177138.06,182586.53,180385.11,178838.28,179540.56,180558.6,176654.12,183614.16,185050.69,183262.22,186558.56,195049.98,199039.78,203545.31
178334.34,176346.02,176179.52,177835.72,174887.9,176172.61,175227.4,178761.47,175088.31,180524.34,179472.36,180257.12,181406.69,181928.9,184509.48,187637.19,188405.75,194216.92,200222.22,204574.28
179643.53,178576.19,175428.56,177379.1,177850.03,179799.78,178281.8,183861.03,180706.86,180212.47,180674.0,182274.78,178675.38,184253.34,182043.64,183175.05,186122.16,198372.23,198784.12,201946.17
174494.4,173525.97,179787.5,177146.0,179866.75,176999.53,179426.25,179343.9,182130.22,179841.17,184619.17,180759.81,182920.88,185445.34,185396.8,185226.88,186418.61,194608.92,197838.78,203767.03
173245.6,175966.5,177015.1,180366.36,179716.73,178571.66,174046.72,175210.14,176904.62,179476.5,177282.78,182587.17,183743.8,182439.38,183327.06,182524.16,185527.47,197704.64,199916.25,202528.78
171749.0,176613.75,178221.9,178192.94,174428.0,177662.0,179625.5,180156.03,180382.17,178780.53,179885.03,179621.16,182497.83,182189.78,184260.2,186662.02,188843.44,192186.58,201303.22,201064.5
177257.86,173835.53,175674.0,181357.5,174109.6,176944.62,178611.53,178938.08,180523.77,178787.6,181506.89,178231.25,185735.38,182823.89,182078.69,186432.72,187391.19,194634.77,197971.1,199723.88
172973.81,178912.75,178422.84,179249.28,175631.8,177557.16,177917.56,179751.72,180992.81,177306.31,181876.44,180484.42,182191.94,178863.28,185907.08,184366.78,185137.47,195723.31,194154.78,204572.08
177132.83,177303.94,177884.16,174910.95,176115.19,178691.4,180072.05,179739.12,178723.53,177381.6,179354.4,180339.08,181556.69,184803.25,185860.4,184050.77,182827.03,192347.03,197220.9,201082.75
176109.38,176181.0,176469.12,175755.19,179707.52,175232.5,176999.28,181059.98,176946.75,181378.69,176585.36,186197.2,184809.31,181937.22,182628.56,183034.47,188979.69,193895.72,200660.72,203283.34
175951.12,177897.56,175146.16,181360.66,176823.06,178512.78,176438.03,179440.56,178829.14,181541.03,181607.44,180980.06,179808.08,184409.53,183601.44,186565.34,188959.25,194714.34,201596.75,201660.88
