Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
202310.7,189427.88,194569.02,192218.1,194252.5,196025.4,194535.34,192540.9,189508.78,190590.34,183654.72,184834.19,179154.53,177276.97,177809.9,176358.64,175010.0,177990.69,180379.2,177505.19,177938.61,184182.64
202302.6,188764.19,191537.78,193580.38,196377.06,197041.23,196343.72,193557.53,195642.9,185581.77,184962.53,183281.16,179183.1,179376.86,175383.28,180142.22,180222.02,173959.1,175787.34,181490.06,180203.62,179696.17
203363.52,187385.69,197972.53,193573.84,197032.84,194421.84,196313.73,195908.88,194961.5,189861.25,178165.03,182247.86,177826.66,173577.94,178358.1,174680.62,179255.1,178371.9,178891.84,181107.27,183402.72,183201.83
200255.94,188425.56,191574.06,193319.06,194733.62,197139.72,198090.94,193954.6,192254.19,186251.16,183291.53,179735.1,177949.42,177217.61,173960.31,174539.25,180044.72,180844.88,179855.84,180591.31,175626.12,177585.22
201619.58,188228.56,191420.64,195504.12,196045.38,196939.47,196130.66,196663.44,193305.94,185545.67,183341.0,182810.44,177279.81,179413.56,175987.34,176745.7,176181.95,177518.62,178761.6,177634.5,180452.5,184532.56
200451.6,188302.53,191124.7,195330.31,197025.06,193899.61,194683.06,194141.22,191282.94,186461.94,182275.94,183155.88,176860.44,179959.22,176697.17,176053.47,179123.0,178039.33,182535.62,177641.5,179186.1,178904.72
205270.27,190884.36,191399.62,194247.88,197116.34,194867.72,197940.81,195807.25,193971.86,185628.6,183639.2,177750.19,180541.28,177795.22,177827.12,178152.81,177268.0,177980.6,178265.16,180890.06,178923.4,179938.88
199770.25,188097.81,189444.38,193714.84,197223.12,194123.25,195577.75,193001.66,192266.86,188082.25,185146.97,180319.06,178251.9,176324.0,175472.25,176994.61,175733.97,179936.16,178915.22,178362.78,182020.1,176976.62
202751.56,188547.73,189022.69,191469.81,196339.06,194769.3,195333.78,196588.34,194995.33,187487.81,182550.17,180705.47,180595.34,173824.72,177699.58,176199.94,172573.86,177909.2,178576.72,178691.44,178371.22,180640.72
201280.47,190085.56,193933.0,195147.19,192475.88,193952.8,196143.44,195935.9,193192.19,187902.11,181512.62,182403.9,178385.16,181323.89,175552.97,171381.22,179074.11,178228.9,182114.03,174927.53,178292.14,182316.95
204510.66,190788.88,190230.31,195892.34,198783.44,198185.78,195959.2,195982.97,192557.28,190668.34,184500.1,181447.31,177998.44,175994.25,179163.44,174287.73,179514.0,178865.34,179930.02,178781.64,180989.02,179512.62
204466.55,190690.25,192389.92,195125.53,195379.1,194649.17,196282.56,193894.16,192780.56,187568.97,182869.34,179039.73,176746.14,175782.25,174654.53,174402.6,178717.98,178520.06,180426.16,180058.75,179685.66,180664.28
205739.0,189632.27,191411.8,196028.9,193716.12,195965.17,198848.44,191043.55,193324.95,190506.53,182383.31,180929.61,177797.25,176366.1,179854.38,177469.23,176624.36,178519.14,179114.77,177100.39,180146.34,178193.9
199942.22,189475.94,191322.08,196023.0,194904.19,193749.83,193490.94,192851.5,191355.5,188367.9,185431.97,180399.77,180558.1,179944.77,180934.25,175860.7,177576.02,177819.75,183757.33,179066.86,179947.61,180887.81
200644.03,187406.2,192385.56,195986.3,197720.52,197721.39,198437.3,199040.03,192870.4,185003.67,186945.28,180358.08,175822.62,178745.22,176662.86,176068.6,176828.38,175141.72,180502.28,177117.81,179710.7,181534.53
