Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
169389.25,169923.28,169343.28,166144.27,171464.38,172310.62,173159.48,173334.4,172045.34,173856.4,173925.94,173525.1,176615.94,177225.52,178912.11,180497.6,181881.94,193041.36,200985.31,200792.38
168686.72,169531.19,174461.6,171466.69,172779.6,171072.23,169130.97,171108.88,174470.0,173558.11,175921.22,178685.14,176872.67,176351.53,179088.22,179140.72,183260.06,193191.4,201905.81,202116.1
165125.19,165058.84,169130.06,167421.25,170034.4,171567.1,171416.6,172202.25,172458.28,172759.47,176497.53,173203.14,176610.72,181516.2,176340.28,180281.66,183558.83,193243.84,197232.22,200217.53
165407.14,169275.31,168338.22,167840.9,171246.1,172839.25,172191.22,172228.39,170464.53,173669.98,173670.53,176632.16,176643.0,178744.98,180033.95,180661.28,182293.81,190970.72,197445.19,204218.25
166070.48,167843.78,170620.16,167021.7,169878.31,172119.66,171465.4,171034.12,173104.0,173305.1,172150.84,172537.61,175609.34,177100.06,178962.9,183074.88,184353.73,192360.78,198631.9,202764.5
164654.36,167903.0,168257.81,166670.19,171606.3,173806.25,169621.38,172005.16,168840.25,169141.4,173111.5,174530.47,180208.47,177289.64,178647.5,181843.52,183559.22,192632.64,199430.02,202740.88
167559.23,169751.34,170303.6,170400.28,170818.72,169833.33,171444.47,171787.19,174082.53,176164.06,177233.92,171355.44,177497.81,178808.94,176828.94,179604.72,185254.61,193515.58,199844.78,202174.83
166298.66,168477.62,168892.03,168049.16,170604.94,169999.28,172198.39,174510.9,171736.33,173839.53,175176.56,174877.78,176197.72,175494.25,180247.84,180684.66,182246.84,191315.92,198499.2,203826.97
167206.97,166597.44,168260.3,166331.16,170023.39,172020.67,174866.94,171394.28,172932.28,175192.8,176096.22,176131.75,176073.17,179256.72,179086.97,179812.4,186489.1,192471.75,197941.31,205946.0
168747.4,169570.19,171212.94,169220.56,168581.5,174622.58,170458.55,172465.77,173085.69,170294.58,172667.94,173650.31,178235.95,177045.19,178849.5,180507.38,184169.94,193299.08,199446.16,202952.72
168574.22,165758.34,168632.0,167897.48,173514.53,172078.17,172847.06,172405.16,173059.0,172741.67,174594.02,175101.39,178891.05,177892.12,180764.1,176924.97,181185.22,192223.42,195204.22,202647.08
167506.34,165272.1,170381.23,170267.31,169094.8,172044.67,170420.67,171420.66,173935.89,172463.38,172544.1,172434.78,176104.53,178558.25,179987.34,183426.4,183688.14,195330.62,197455.05,205242.12
164466.75,167357.78,170850.4,171873.31,170320.4,170168.78,171144.31,175228.81,171104.31,171924.25,172669.94,173585.22,177546.97,177681.48,182781.88,183409.62,183344.72,195269.94,200748.16,202398.1
167026.12,166457.16,171350.19,168915.72,171564.16,171572.25,172072.25,170904.72,172362.8,174179.9,171753.4,176506.72,175052.42,178011.78,180538.9,177334.06,187082.5,189488.95,201979.28,202623.36
166745.56,169860.72,172019.69,168692.75,170382.22,168604.44,173658.16,172058.75,177679.42,176223.47,173381.19,176327.06,176125.84,178459.69,178962.47,180660.72,183373.48,194531.03,198401.4,204620.75
165925.86,164180.39,173249.19,167684.62,172666.16,169650.3,171304.81,173949.28,171164.02,178324.25,171558.83,173217.75,175815.8,176550.84,181023.86,177840.83,182715.1,194402.5,201232.47,204099.95
166901.53,167114.5,165503.28,166447.97,171536.6,171550.92,173698.6,170817.7,171404.72,174817.92,172042.06,173914.66,179112.03,175757.73,180401.84,183309.19,184036.9,191026.88,201257.53,203386.34
168475.02,170123.56,166408.25,167016.16,168281.02,170550.38,168370.47,170767.56,173163.72,175216.9,176474.45,173901.03,173563.66,176898.1,181808.67,182422.95,183643.4,189985.77,197210.67,206370.92
171560.34,165107.4,167194.78,171942.4,171938.53,171629.28,170001.84,171761.81,176911.34,173486.4,175606.61,175420.33,176743.34,176745.94,179625.95,177914.34,186576.44,194494.4,196442.62,201181.08
168076.44,169895.1,168038.64,171524.73,170128.56,170579.34,171404.78,172457.16,174094.4,174825.9,173725.56,175762.66,176003.28,180666.56,177204.97,181911.39,183973.19,193026.34,199234.83,203792.8
