Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21,Stage 22,Stage 23,Stage 24,Stage 25,Stage 26,Stage 27,Stage 28,Stage 29,Stage 30,Stage 31,Stage 32,Stage 33,Stage 34,Stage 35,Stage 36,Stage 37,Stage 38,Stage 39,Stage 40,Stage 41
199804.9,200508.92,209569.75,212345.62,217318.75,216243.98,215143.05,216988.8,212742.72,210434.9,205474.53,205526.69,204510.56,199834.03,195090.16,193366.47,196208.47,195432.55,193270.58,190542.78,190964.92,186320.75,187493.39,187907.03,184389.31,187050.34,184377.31,182730.16,178786.84,181814.33,179883.48,174115.22,171883.06,172089.4,168705.81,169497.9,169343.7,169812.7,163824.14,163084.64,157775.25,161415.4
203078.56,201846.6,206101.62,214214.97,213943.38,216705.9,214710.48,213005.14,209338.6,211646.53,203895.53,204971.31,200439.06,194988.77,196126.31,198112.6,195473.75,191135.5,192123.22,193902.75,193631.75,184024.94,185390.62,188514.6,184036.16,179179.03,184649.98,181978.44,178965.84,180858.45,175745.78,175004.78,171676.16,172169.25,171826.2,169770.52,166647.62,167082.6,165264.83,163914.61,157519.7,158331.28
202545.1,198508.56,205903.34,213874.9,216166.42,220887.53,215778.56,215303.77,210251.53,209705.97,208015.31,203598.4,201241.19,200914.5,197474.6,201838.47,193268.6,195863.23,190042.1,187828.97,187361.62,187831.86,189089.6,189383.23,187329.55,180591.14,184287.02,180102.28,177497.14,179310.56,180791.36,176105.62,171364.88,175047.98,171136.88,172828.5,166755.4,167028.05,167473.42,159729.0,155358.53,160407.69
202739.81,199117.77,203820.94,216580.94,216193.94,220772.38,214797.5,215907.19,213594.31,208478.34,208985.88,203746.78,201962.83,199889.98,193927.31,196911.16,197821.4,193158.95,192049.34,190387.81,192443.34,188301.39,190218.27,186831.84,186355.89,186531.19,184056.67,182605.97,181411.31,183342.69,179396.94,175995.95,174107.16,169136.45,168665.58,169088.1,166158.6,166656.92,170065.97,161447.95,158906.02,158746.0
203893.8,197138.81,203558.81,216522.4,219559.25,219238.56,212936.39,214650.03,216220.1,210465.8,205784.12,202611.03,200251.0,198928.88,198052.08,195459.14,192823.78,190111.2,190355.22,191299.06,189308.28,188617.22,186106.8,185981.17,191598.06,181870.7,178808.69,182308.56,178405.62,180513.08,179257.97,172223.03,172136.28,170542.4,176632.69,165426.7,169057.78,165330.83,169394.94,165120.47,162020.53,162055.4
201100.08,198317.34,206351.92,212050.27,213853.44,213889.34,216620.38,215342.88,211878.27,211362.12,203078.94,203624.84,199918.08,197564.12,196023.7,197065.03,193812.28,192620.19,191040.56,192684.8,188241.78,188154.75,187118.5,184988.03,187115.78,185595.94,183010.16,179606.47,184573.98,180909.03,179058.62,175276.05,173064.72,171735.28,170333.6,167508.0,170701.84,168695.6,165981.9,165349.38,157376.9,159778.48
204734.69,196437.53,203159.33,213766.88,216044.38,217226.55,218357.0,212688.55,214344.9,210968.39,206060.69,204158.22,199230.22,193685.14,198349.16,194191.7,192815.53,192839.28,191446.6,194839.4,191864.31,187661.52,184872.56,185655.84,184384.03,184246.0,187296.69,181313.98,183534.72,180521.19,176094.08,175776.5,171348.94,174332.16,172569.86,169755.38,168172.11,165492.1,164302.12,166497.1,160075.72,157976.48
202758.1,198396.84,205093.45,213310.53,214390.42,217288.34,214792.31,213553.17,214231.4,213907.11,206232.03,202969.97,200716.92,197870.66,194196.64,195475.03,193365.12,191903.5,189893.6,191935.84,191491.56,189151.94,190334.81,186774.03,188126.31,180407.66,183473.69,177981.8,177961.58,180424.72,178789.06,177737.23,169550.28,171711.03,168991.5,168325.69,169777.83,164445.1,167235.9,163019.16,157855.25,160808.34
202743.34,196087.47,208675.44,215788.88,217973.64,216496.22,218874.58,212520.06,210517.23,208621.17,204258.25,200289.94,199497.88,197908.06,198883.81,196509.1,194793.72,188548.14,190892.1,191580.5,189979.88,187463.6,182416.47,185590.78,188613.33,188163.17,183919.6,183900.47,181589.94,178179.42,174908.03,176790.5,173607.84,172352.16,170080.6,170111.56,170635.38,161872.39,164950.84,159896.88,161180.72,157938.66
202183.66,201017.66,204993.77,210796.22,217002.19,217444.78,216506.88,214674.06,214942.95,209005.78,205942.5,201978.3,200487.78,200241.62,197241.2,197328.25,193715.67,194569.16,194496.05,190245.6,190363.5,189859.44,187456.22,189841.56,188666.9,183852.78,182434.84,185265.28,180803.31,181188.88,175736.67,176089.94,173528.81,167157.9,171075.06,171179.38,167390.4,163979.9,164881.1,161896.62,160368.97,158913.25
204537.6,199247.38,207145.62,215197.86,213256.56,216628.6,213769.69,216381.0,214598.62,207818.84,206120.38,201620.31,198139.33,202006.83,193879.14,197220.86,193841.4,190385.44,195724.1,190685.5,192780.88,186911.6,186338.73,186739.05,182913.48,182597.97,183111.9,179283.6,182044.22,177707.92,173094.83,175396.47,173554.1,170450.6,171858.03,167979.12,171083.72,166281.84,166257.47,163622.47,157931.23,160994.73
201405.62,198785.1,205603.47,212619.62,215733.83,217283.66,215080.72,211916.72,213269.25,214866.5,207738.22,202207.02,197761.47,194491.45,199377.17,199932.22,193578.16,192320.06,191398.88,193108.12,192142.16,184905.03,185927.22,188192.64,184194.69,185297.47,180489.69,180833.22,180589.69,179885.16,178539.67,177455.47,172449.1,176394.2,169282.4,166064.19,167815.53,164564.9,166275.42,166963.16,160002.9,161090.94
204538.31,196315.1,206997.0,216598.22,217323.27,218002.4,216221.9,216266.36,211993.33,212073.19,203698.53,205150.12,198485.23,196894.66,195364.64,195928.88,191308.72,192494.88,193278.39,193081.6,190334.14,186922.94,184372.17,186862.73,186495.84,181190.9,182247.75,178666.8,178465.47,180674.88,175733.67,175635.34,173293.66,171410.5,173908.97,169258.9,166463.66,164897.06,163880.97,162652.22,157630.94,162052.78
205736.97,196007.69,207361.05,214326.72,217740.56,215839.06,214942.39,216109.0,213652.16,208809.34,205485.11,202329.47,202203.03,197973.22,197408.66,197089.16,193137.17,193471.42,197372.05,194442.67,192115.53,185799.25,185901.44,187011.22,187350.66,184045.39,183050.38,179523.97,179290.34,178559.66,173548.83,177356.44,174496.62,172503.52,172277.88,169833.72,164518.06,167711.38,162724.0,163177.92,158801.5,161316.56
201671.78,198483.88,204550.25,214432.36,210748.22,216699.73,216966.97,213979.14,216250.05,212618.84,207466.66,206672.25,198583.1,196571.78,198141.33,196082.1,194886.81,188722.86,191199.47,191228.12,194218.1,187897.28,188425.44,188527.08,186845.38,185586.22,184215.98,178670.62,181153.66,185108.84,175369.77,173196.16,174565.86,170498.25,171310.19,165201.56,166435.52,166481.16,161817.86,165614.84,159881.92,156186.2
205475.19,197893.03,208973.84,212700.1,216577.12,216316.0,214305.03,214158.48,209831.53,211817.55,208729.3,208403.47,200775.72,197543.69,194917.12,194702.97,199034.4,190092.94,192186.86,193202.05,194702.86,184256.62,186583.75,186846.1,186598.06,181000.77,180007.53,180175.1,181474.94,181385.19,179084.22,172905.19,175893.62,171796.11,171277.34,171124.72,165542.6,163843.98,165294.5,159945.34,160471.12,161754.66
202147.5,196193.94,205390.62,214819.5,214892.94,218355.97,215183.88,214912.12,215178.83,208230.88,206256.3,203636.48,203881.23,198253.5,194270.81,195015.03,193386.22,189463.4,194089.44,192717.48,187636.81,186901.34,187765.06,187233.69,184296.02,181270.25,182597.52,179908.05,179734.34,175374.97,179172.38,172771.69,173707.9,171673.44,173642.47,171058.89,166336.56,165800.27,164981.97,162868.5,157115.67,159985.94
207154.55,198654.62,208727.8,213994.66,215508.84,217464.75,216788.75,215353.38,213218.86,211990.6,205229.58,207048.1,201936.0,198482.12,198466.53,193006.9,193480.16,191555.94,193006.31,188045.66,192548.39,188904.48,186628.06,187612.98,188201.5,185524.83,184113.31,179698.16,180900.06,177830.86,173375.97,175522.78,173552.17,173557.25,171439.8,168163.38,165049.78,167346.36,161200.03,160832.0,160834.19,158235.88
204571.88,197668.62,206172.94,214409.12,215820.78,216292.75,217755.61,215407.33,209562.25,212177.66,202699.8,202360.06,199921.72,199784.88,196451.97,198343.62,195793.27,192623.44,195238.34,190454.97,192221.02,185466.84,188915.95,184013.25,186060.2,188125.27,184651.9,183861.62,181824.62,182394.06,179741.56,174894.88,174674.1,173785.72,170970.62,167768.14,166765.5,168629.11,162448.88,165261.17,155987.95,160688.89
204364.7,197974.88,206678.34,212374.42,215418.34,216160.27,217464.34,216192.58,216143.38,213381.72,202231.31,206577.88,201083.78,196758.58,199291.94,199042.88,190448.23,193410.0,191362.03,188672.12,189002.97,189717.62,187135.84,183923.6,189078.69,186766.78,184853.34,185531.64,180150.17,183292.34,172619.44,173814.66,176518.88,173121.0,171201.6,168787.88,170581.6,165300.92,162266.22,162102.5,161071.47,162819.06
202225.36,196695.6,204534.6,212667.95,215646.77,215553.06,213525.5,213372.78,210187.86,209996.89,206145.34,205291.73,203296.78,197545.22,194271.1,195479.61,192928.88,189222.28,188796.38,191891.28,192382.81,187460.19,185331.2,189558.78,187052.16,185626.53,185217.4,182045.44,179252.52,180713.34,173938.72,175434.81,169369.8,169921.81,169751.0,170282.72,167329.53,161730.62,165444.1,159838.4,160510.38,159907.88
203470.28,193309.5,207053.33,218216.56,216221.34,215834.62,213493.83,213919.67,211796.75,211148.62,206251.25,202145.9,201392.12,195765.75,195578.64,196484.28,194102.45,187619.66,191842.69,191263.62,188278.89,187720.94,184533.34,188737.94,187722.08,187837.75,183920.31,181158.3,180606.03,181848.73,175201.25,175160.17,173949.56,170657.81,172356.1,169939.1,169284.53,165440.17,162766.28,165476.27,158455.38,160510.98
200446.75,199833.88,206963.62,211936.45,216858.27,216024.92,216174.9,214014.84,214804.78,210166.44,207980.56,202234.78,196668.5,198931.72,195934.84,196200.94,188488.62,192311.4,191371.75,194181.6,190389.61,187505.19,188826.84,186511.4,185748.28,183907.25,183260.31,179418.78,181695.28,179572.94,177173.28,175415.1,170599.56,169693.31,171421.19,171690.11,171992.97,164733.19,166996.9,161198.95,159629.31,159355.64
202727.11,194158.5,204279.28,215987.52,212464.22,215500.94,215333.66,216298.89,211226.16,208004.75,208377.6,205844.89,201710.22,198701.53,196275.22,196327.84,195401.03,192916.25,190895.94,192079.34,185864.19,188639.38,189081.05,187839.1,181722.62,183653.97,182772.78,180727.6,177560.08,181739.69,174612.75,175748.73,176847.28,172702.11,169567.0,167242.22,165178.69,169512.8,166116.2,162124.84,157323.17,158117.56
202978.84,198402.45,208939.78,215961.73,217827.9,220069.22,215622.17,215534.28,213987.44,209470.44,206777.84,202626.69,200399.47,196744.69,192473.23,198578.81,193656.55,191879.88,191189.03,190222.22,190007.02,190040.7,185662.83,185630.22,187831.22,185998.5,182051.5,179988.78,179997.81,179338.5,177078.84,176903.48,176736.4,170857.16,171055.03,166869.38,167508.25,168915.81,160229.66,158554.25,154489.47,159965.5
205861.25,196484.92,203940.53,216095.66,215322.44,220003.31,212386.03,214863.38,214934.42,213902.5,205553.5,203005.28,199582.23,194533.75,195531.0,199884.16,194680.56,194699.12,190700.08,190969.56,184522.69,186696.56,189751.1,189717.1,183620.06,180534.9,181294.75,182474.5,178821.9,178795.4,176764.56,178323.56,172958.25,169597.17,171659.9,172754.75,166873.8,166606.84,165160.31,160530.98,158485.33,159837.38
202318.34,200429.34,204557.33,212480.56,215702.0,216439.03,213593.6,214501.22,212871.62,211945.88,204475.72,201427.0,203408.12,198916.16,199595.83,194732.42,193105.14,190260.3,190379.53,190608.39,191042.38,187441.6,185085.44,186494.78,185684.64,188036.17,188110.56,182646.67,182891.6,183588.03,177396.25,175371.0,176796.27,174830.25,170767.31,168436.12,168568.69,164022.69,164079.6,162173.75,161176.66,160009.42
205587.5,199203.38,204473.88,212570.42,214123.4,219619.86,215579.5,214752.17,210974.5,210371.06,207149.4,206336.94,201824.83,195818.23,197425.39,197905.39,195360.38,194021.53,191176.84,191539.28,193039.97,189028.97,183397.84,186371.89,190624.62,187048.9,184432.5,184521.11,179702.94,180598.31,175782.56,174090.03,170405.17,171795.48,170546.84,168484.12,170274.16,167687.34,162394.48,160065.75,160494.28,159277.16
201216.97,197058.4,204395.19,211437.22,217012.88,219437.38,213678.62,215408.69,212936.2,214596.5,204900.66,201147.55,198322.77,200910.81,195070.34,202078.72,192774.47,192455.4,194842.6,189926.12,190165.94,188748.88,184794.94,188176.0,183866.1,188401.22,182986.62,179494.38,178331.66,178204.78,177258.69,176871.72,176857.36,171427.62,173930.03,167349.22,167251.53,167133.2,168866.31,164366.28,161809.06,161319.38
203386.56,198638.75,204873.72,213725.95,217559.03,215941.19,218645.44,215149.75,208269.19,211473.0,207076.19,203692.08,197400.28,196923.17,194877.27,199726.06,196619.66,191469.0,192583.62,188973.94,190926.62,187242.69,186208.47,185742.16,190800.03,186386.34,182823.0,182904.0,181088.47,178782.52,182128.89,172617.78,173914.84,172479.66,172515.1,169297.03,166305.47,166166.0,162650.78,163746.39,158105.6,158809.48
205888.62,194059.08,206038.38,214173.77,217837.53,218013.44,216240.88,214506.1,219251.5,213124.06,202905.88,204613.78,203512.34,196009.06,195959.56,196096.62,191593.81,189201.11,192838.22,188018.97,185934.84,187822.4,182146.69,187107.67,185836.12,181392.47,183283.4,181585.48,182568.75,179412.97,177142.88,175422.19,173786.05,174129.28,175059.81,172589.75,165434.62,166225.0,167339.9,161807.64,156783.9,158075.12
204230.78,200400.84,204897.84,215549.55,216037.16,217178.7,215443.97,216621.5,214440.33,206467.53,205774.5,204457.9,201311.23,198091.6,195322.66,198882.89,189727.69,195693.45,189082.38,194711.05,188864.5,189313.88,185130.38,188922.75,187126.1,185586.97,184195.39,180240.75,180444.1,182063.62,179287.9,177539.25,173404.81,173565.34,166492.39,167137.44,169360.69,166611.19,163592.25,160650.16,160001.81,156540.16
202734.9,195368.81,208924.53,214629.45,214757.28,219461.44,219722.1,217544.11,209618.44,209297.56,212113.62,203976.47,201695.28,199070.38,197460.67,194997.47,196954.16,193166.92,192617.78,190949.38,189482.34,186035.38,181830.0,190457.48,186415.53,182294.3,180997.19,186052.11,180052.62,181435.48,176588.6,174940.66,170173.33,173431.72,173505.44,168106.7,168176.34,166790.4,167122.94,161778.34,161702.66,160107.89
204502.25,194559.27,206981.56,213705.81,214646.31,217161.56,215834.83,213543.19,212626.27,210461.42,202787.22,201784.0,201783.44,199750.03,195010.88,195155.0,193816.64,194648.62,190133.92,192713.73,191730.52,185988.67,187090.75,189199.12,185225.88,185353.38,180456.88,182477.77,180982.75,180952.66,175219.9,172709.03,175396.92,172865.44,169300.34,170789.88,167859.52,164083.89,162507.5,165466.72,161478.1,157992.22
207707.05,200617.44,201792.98,213390.1,212262.45,217075.44,218156.33,215075.47,213210.66,211238.19,205931.9,205533.78,204419.16,200070.12,198807.0,196629.0,196940.84,194801.94,192311.3,191678.47,190136.6,186391.69,184360.19,185538.5,186078.78,185155.2,179486.88,183688.38,183644.83,178793.11,178901.44,173280.6,177244.36,170193.73,172566.33,169545.66,167607.78,166365.58,163198.88,162217.6,162015.0,160870.03
204066.72,195232.4,204696.45,211755.39,214657.55,216228.52,217839.67,213782.75,215174.72,211619.94,204449.88,206524.27,201625.6,197941.66,194126.19,191459.94,193126.38,190997.1,191289.47,191222.22,193631.03,188564.86,187063.75,189701.16,189767.28,185132.88,183678.53,181126.78,182935.23,176861.9,176647.72,176799.97,170977.1,168078.16,171265.06,170883.98,167113.6,167287.14,164686.61,164987.53,156224.22,157720.6
205103.94,199189.11,204961.95,215651.6,218007.55,216005.44,215992.42,215619.4,214157.94,210394.89,202757.17,201091.72,205361.84,198739.25,194591.8,197130.75,196085.52,195105.28,189944.97,191405.9,190727.12,189036.67,189181.55,185450.0,183893.56,182644.34,182979.19,178964.88,180724.0,178894.4,178834.31,173933.95,173117.56,174994.4,169380.22,168033.22,167903.02,163209.77,166390.84,164331.45,159505.9,157301.34
204049.75,197170.7,204990.22,210514.69,215727.89,213111.17,218074.02,216232.6,213214.48,208998.06,206480.34,202634.16,199429.69,200485.31,191648.61,197577.12,196415.66,190934.38,190229.44,192243.34,192102.02,189908.67,189026.97,185395.25,186366.4,187476.28,182996.67,179818.38,181492.75,180867.27,176438.62,174240.4,171992.28,170868.77,171864.56,170375.27,168717.78,169994.25,163562.84,160998.06,162825.38,158041.36
202711.88,197753.16,206661.53,213424.22,215553.69,215739.78,216668.12,215435.64,213974.06,212017.44,204341.81,203733.94,198566.64,198378.05,198228.86,198318.6,192060.45,192977.84,189002.12,186868.94,192123.6,189601.94,187056.28,186078.55,187316.38,182737.05,187068.55,181688.25,179810.81,182704.28,177032.64,175940.5,171627.12,169737.83,172571.62,169301.88,169117.97,165155.67,167020.94,165295.6,161508.5,159996.83
202771.81,197260.5,205409.84,214374.03,214473.33,217881.64,213772.22,215079.69,215842.19,208229.66,205139.03,204818.61,201582.16,199796.56,198904.97,199492.97,191340.83,191160.75,195287.81,189063.47,188859.88,189395.16,186041.75,185914.77,186969.42,185270.28,184711.55,180883.44,182511.75,179407.42,178117.47,175863.62,173340.34,172165.44,175184.61,170546.75,167975.83,169319.95,168219.75,162480.69,154685.5,156346.53
203150.53,199699.72,208208.45,213203.44,220398.53,215001.55,215636.75,213751.6,211848.1,212668.03,207053.89,203344.2,197801.27,199409.23,193932.53,196416.48,193195.25,191952.78,187849.81,192360.56,194932.25,186652.22,188475.05,189097.48,183554.12,184492.81,185967.72,180336.38,180842.12,184821.52,180292.89,177273.42,176736.11,169051.73,170505.4,171564.7,166448.44,167406.58,165686.81,161647.81,158281.08,160823.25
205410.03,197376.95,205150.25,215150.78,213630.47,216962.47,213865.7,212159.66,211522.66,209477.88,206150.12,205085.27,198606.36,198442.81,197509.92,194666.34,196675.53,194192.92,193428.44,192135.47,190291.06,188103.77,184374.39,186274.66,184471.38,185763.1,186169.34,181715.78,182296.81,179216.06,177673.95,174653.72,175872.6,176220.62,172186.97,168554.88,169235.25,167444.6,161468.23,157428.48,155013.33,160804.23
205220.78,200335.28,203549.61,212130.9,212923.64,217091.38,216829.44,213928.5,210195.12,213349.9,203544.66,202250.83,199578.1,196462.52,195790.75,199433.97,196890.45,192764.1,192755.61,193529.62,188838.1,185178.9,188315.23,184817.05,187850.12,182836.08,184769.45,182110.64,182891.55,179264.67,176289.97,173181.61,175806.6,172787.61,174212.06,170132.56,169005.56,167022.88,164869.19,161840.19,159893.92,158953.39
205030.81,197842.6,203673.34,211590.6,212281.75,218306.25,215769.22,213489.28,212320.17,207707.88,208177.28,200592.12,201035.39,200438.75,193719.34,195104.11,196431.28,193890.48,193752.75,190765.4,190434.25,190165.25,189311.94,186121.78,183947.34,186733.97,181785.97,184187.72,180759.4,178429.64,179340.52,175408.66,175686.69,169875.48,168071.17,170813.89,167332.33,164291.97,162612.8,161619.9,161053.42,160229.42
202657.12,199526.58,208832.98,215077.03,215085.33,220874.02,217610.56,210998.12,213938.84,212390.69,208165.31,205147.94,203066.27,194107.72,196020.31,196038.64,190706.81,193381.84,190547.9,191827.52,190520.6,186392.9,190436.69,184576.69,189015.5,181479.44,182040.73,184419.12,180187.19,183473.94,177020.77,174808.25,176308.75,171660.06,170778.75,170393.08,170339.75,164118.4,168752.5,158895.94,159288.78,157791.9
200796.0,200002.88,204896.72,215243.97,217525.47,216527.19,216243.38,215587.05,214525.4,209611.7,206846.5,203031.98,198338.88,198107.28,196556.22,194977.4,194627.84,192997.16,189483.77,189260.72,189435.05,188436.03,183282.81,186106.22,187684.06,181206.47,182147.03,177916.69,183598.03,178036.78,174039.53,173388.56,174792.6,170526.94,170924.34,169157.66,169625.86,168128.05,166978.12,161775.02,156789.62,162157.84
203569.89,199297.0,205403.84,213222.03,212800.89,216310.0,215945.75,215517.72,213250.72,208074.16,203801.6,203553.66,201032.8,195852.66,196843.25,194633.84,195277.38,194131.58,190921.03,189015.22,191953.1,190033.6,186651.75,187474.22,187987.03,184282.12,180978.69,181633.56,183125.4,178482.69,178734.53,175646.66,173673.27,169225.8,172645.6,171839.78,166040.9,166644.06,163168.48,161331.81,160471.38,160777.34
200345.12,198656.84,205147.12,214401.4,216165.52,214671.84,216780.3,215820.25,212058.23,209345.34,207792.92,203940.66,200456.56,197199.61,194916.97,192732.39,198006.72,194537.98,189783.34,192720.78,188882.28,189273.0,184557.3,186187.66,187878.52,188442.56,186099.16,182494.22,178539.73,178946.7,177875.6,174215.47,171980.86,167938.81,170346.44,171502.38,168929.8,164791.05,163982.5,161163.66,159758.08,156668.9
204033.5,195226.78,203944.44,215237.39,217310.19,216137.55,219084.38,216777.53,213808.72,211237.06,204645.92,205744.16,201486.89,200614.81,199271.47,196358.39,192186.3,191446.1,193814.5,192039.56,189922.55,187391.1,188516.47,189043.9,184695.03,182635.95,184604.53,184155.88,177534.27,180716.06,176398.72,175098.81,173605.31,170587.05,174658.6,168225.42,168926.28,166694.16,163098.19,162007.58,158545.53,159455.9
207058.34,198370.75,210729.34,209660.98,216020.58,218121.73,218347.52,214596.34,210616.83,209583.75,206348.84,204221.02,200249.97,196618.88,194928.98,196304.14,191543.94,190384.06,190617.17,190405.1,193616.47,189088.75,182307.53,185299.31,184276.16,184325.38,183373.28,180715.31,177209.03,181245.16,175437.28,174599.53,172807.72,171042.66,172279.38,167254.45,166774.81,166119.6,169117.88,160728.53,158549.8,160651.4
206339.62,198242.08,209618.12,212799.6,218063.23,215166.44,216935.12,214599.94,215257.78,212031.17,207539.75,205557.47,198538.05,197387.31,195488.61,198770.64,195634.0,194142.25,191784.34,192218.66,193168.0,188330.81,188324.19,186163.34,182838.66,182995.23,183103.11,183224.58,180486.12,176880.97,173895.88,177090.12,174968.4,174294.66,171388.14,167423.16,168781.03,165926.9,161712.28,162861.72,156923.92,164388.39
201989.6,198437.9,206181.66,213174.94,216208.42,217099.94,219867.62,213832.31,214253.56,213215.86,204997.94,202694.97,200521.84,193386.16,196659.16,195554.38,195375.0,193711.44,190115.36,192621.12,191565.23,187640.12,185571.72,183563.88,185562.75,183668.0,182114.77,178093.97,180972.34,180701.5,177535.34,175947.6,175321.44,172894.06,172806.16,172201.84,167347.44,168494.06,164334.81,163612.12,159380.62,160286.19
204082.88,196854.12,205792.06,213387.4,216392.72,217111.98,217863.47,214259.56,212785.12,210517.34,201962.44,204173.47,200742.75,196074.62,196200.44,193587.61,193887.9,190742.11,193034.97,192458.06,190395.36,187502.67,185207.66,183053.81,187036.75,183963.45,183531.53,182146.0,185699.28,178547.31,177745.19,174730.16,174012.86,172161.16,170308.98,171488.16,168828.97,168267.19,164863.86,158207.56,157422.72,159643.03
205350.31,198687.83,204577.53,216774.23,216121.36,219005.56,217304.25,212396.9,212727.0,212170.53,206259.31,202039.38,200409.7,199022.88,193750.67,197366.34,195384.5,190462.94,192725.78,189573.33,192734.94,189195.16,186507.61,188052.94,187295.25,183078.72,183609.61,183528.89,179039.17,178258.61,176971.62,173454.69,177569.16,171491.28,170605.25,169127.4,163823.81,167906.69,164894.95,162276.69,160815.08,159787.66
203226.22,196914.14,203125.66,213070.45,215240.02,220586.66,214445.7,214917.72,212462.0,210494.94,205197.58,204332.22,200092.19,196064.69,199688.8,197035.97,193512.62,189328.34,193149.34,189893.56,193636.06,189681.16,184315.86,183221.06,188700.11,183626.73,182103.45,180575.81,181877.19,181749.12,177132.28,180650.36,169943.27,172148.5,169759.28,170580.7,167294.05,165994.94,165593.5,160897.44,159914.31,162772.19
204210.44,196496.7,205054.53,212517.5,217258.61,216997.88,215039.1,214110.62,214880.94,210872.47,207062.88,202037.06,202527.3,196485.72,198819.4,195990.03,190958.86,193381.12,193747.16,189093.56,193979.2,187412.45,188186.28,187830.03,187610.1,183738.06,182537.48,181866.97,182092.31,185330.03,177648.55,174678.97,173466.34,171475.06,169428.1,169959.16,167669.9,165584.94,162620.62,162321.44,160230.12,159099.45
204996.22,196129.47,205377.4,211505.25,214745.0,216603.84,217172.1,214648.16,213062.1,210911.33,206538.47,200182.19,200225.53,199859.44,197243.9,194648.03,195664.62,191021.97,190886.53,188879.0,189485.19,188049.0,186289.44,185368.38,184414.22,184762.31,187577.66,178551.44,182094.69,179421.56,174876.84,175769.81,172334.22,173338.34,169380.84,171031.22,166336.69,169074.38,162822.44,160775.62,158835.44,160272.0
208125.58,197494.12,206600.81,211555.48,219191.67,217672.62,217720.88,214453.36,213446.0,213312.33,209223.64,204683.1,203219.56,197066.31,197321.16,197871.83,191662.88,195656.7,193029.28,190656.72,187229.95,190021.94,187500.03,187485.97,187772.22,185291.25,186131.23,182041.48,181411.33,182003.5,178982.72,175808.4,172742.39,177078.88,172714.28,171109.6,168905.33,166906.61,164788.95,161743.17,158963.12,159179.98
200729.17,198627.66,205503.08,213340.72,215164.12,217778.19,218634.94,213967.86,211059.45,213081.22,205040.94,205242.25,199198.62,198794.55,197596.77,195557.27,194842.98,193118.11,192862.06,189186.94,189733.6,189612.19,189219.1,184917.27,187531.47,185133.36,183947.64,179821.31,179447.4,182435.31,177765.38,171967.1,173074.89,171601.69,173802.89,168549.4,169111.38,166386.06,165458.22,160304.19,159400.75,160354.88
207526.44,198826.75,205808.69,212435.16,213300.12,220213.16,214237.44,215783.48,216437.75,212133.34,204216.73,204703.64,203584.92,196973.5,195812.11,196261.08,192359.31,190294.23,195318.34,195505.56,187820.1,185976.25,187170.31,188306.5,188480.69,182910.36,181800.33,184199.0,179788.94,179690.61,177818.62,175750.25,176095.22,174519.75,170450.06,165208.81,168944.89,168372.55,165203.1,166544.06,156499.47,158403.23
203130.75,198835.38,208503.9,212169.8,216888.97,214691.83,210759.03,217124.89,212036.62,211823.94,204340.62,205886.5,201634.98,194418.81,197095.75,197043.94,193538.38,192617.38,193266.62,191775.8,190755.89,190358.23,186271.94,188723.4,188314.38,183502.66,185404.25,182571.61,181083.11,180125.94,179694.1,173998.66,175994.84,168773.56,169637.67,170504.28,168708.03,168260.31,164716.31,159915.22,157349.25,160706.16
206198.62,200571.11,203309.06,215495.25,214291.16,219946.48,213551.97,214721.73,212529.84,213489.77,206316.78,206933.5,200023.31,199447.0,195271.75,196448.56,193806.69,194956.16,190196.16,190468.36,191506.25,186194.34,185278.2,186097.81,181443.6,183573.98,182495.81,181366.4,184524.77,176522.62,175327.4,172757.53,173029.23,172822.7,169346.62,165938.47,168953.72,167294.8,168261.0,164483.81,157904.72,160633.78
201801.73,195955.77,205636.38,210523.12,214548.12,218401.38,216177.06,215779.8,213027.66,211208.52,205374.44,204452.12,199279.78,192658.19,194859.5,197579.25,194138.75,192887.97,191244.1,188829.86,188880.25,187497.66,187778.81,184973.05,184257.88,183609.36,183256.5,181799.34,182661.19,181703.4,176207.69,178552.11,172195.2,170123.03,170673.89,169793.44,166493.92,166151.81,162036.78,162144.19,160125.72,153791.52
202673.2,197065.5,204274.25,213497.34,214816.06,214379.08,218114.27,213431.88,210243.77,209683.56,203920.86,200813.03,200329.6,197036.72,195999.44,196761.38,195027.53,192471.66,191052.22,193057.1,194537.25,188124.19,187554.12,186328.94,184038.27,186188.9,181926.88,183218.98,180491.45,179627.81,177681.75,174324.48,175329.7,174169.84,173811.5,170116.06,168933.16,167382.25,164336.88,164289.03,159885.31,159044.16
203394.16,202524.81,205780.45,212352.12,215781.55,219996.84,216285.98,214202.34,212918.55,210845.16,207279.19,206465.06,197286.08,197084.72,195560.28,196267.73,195237.9,189799.5,192502.6,192232.78,190939.42,187577.62,187430.62,187525.47,186299.38,182438.8,186421.11,180275.58,180835.23,180389.84,183572.86,174500.48,178019.95,169390.44,169871.78,168667.7,168796.31,164404.44,163883.31,164421.19,159613.72,162241.64
