Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
179757.9,182143.66,177920.94,178850.0,183176.19,182695.08,187732.78,181307.66,182169.12,184509.75,183561.9,185040.56,184540.77,185713.72,186883.0,191390.16,189577.06,198592.92,200673.06,200792.38
179434.97,181080.6,178064.27,179136.47,179974.53,178759.94,181698.66,180142.25,187590.9,182984.64,188107.28,184188.44,184400.12,187327.69,188457.38,186788.62,188152.25,197819.66,200910.64,202116.1
177160.5,178685.1,179393.0,177954.81,182177.88,182897.28,183407.1,184006.36,184018.38,187840.6,183521.56,182223.75,183190.94,189616.4,191865.81,185280.62,188924.16,199694.3,200137.12,200217.53
178450.33,183835.31,177371.4,180539.28,178683.66,181779.5,182711.52,179758.97,179631.9,187056.34,184296.88,185217.16,186436.02,187892.98,185961.16,191494.5,192341.28,200803.97,197136.78,204218.25
181048.72,178012.08,182183.38,181262.6,177481.97,179216.16,179302.84,187251.31,184385.23,183395.5,183150.34,182902.2,185544.16,187875.34,187592.3,188685.05,191079.88,198027.98,200283.16,202764.5
174308.66,183091.62,181812.19,179463.81,179734.28,188157.47,182537.19,187471.1,182676.75,179275.06,182557.25,188260.5,185258.19,187363.62,187754.16,187577.94,191910.4,195633.2,200361.38,202740.88
179667.06,179848.34,178269.1,183263.12,180318.9,180587.7,181594.97,180901.39,185738.94,184038.98,181648.47,184585.88,187326.69,184909.78,183702.16,187709.06,193300.78,197227.75,199961.67,202174.83
175961.03,178898.27,180967.5,179426.55,179438.34,182477.45,183627.5,182114.62,183454.72,183786.6,185323.11,188193.22,184749.73,184854.25,190222.78,191298.66,193219.6,198819.6,198835.61,203826.97
181790.25,182222.48,182903.44,180490.4,179644.78,186202.88,178854.11,186611.75,181234.25,181337.72,181138.28,188238.75,185056.47,188665.5,192165.98,192432.72,193324.88,195769.83,199490.02,205946.0
177027.38,180230.6,180281.55,176860.12,179310.4,184059.08,182088.28,182760.75,186292.9,182598.02,189447.44,187005.31,188070.1,191615.02,185932.75,190113.88,191833.75,196538.56,202445.78,202952.72
179805.1,177942.06,183040.92,179531.58,182140.55,185842.02,181426.19,182529.78,184349.88,187307.1,182556.12,183243.6,183401.06,190282.31,189215.3,190373.22,191553.3,198352.2,200296.14,202647.08
179657.62,177525.1,180159.97,183174.84,181922.38,182511.69,186062.53,181215.9,180049.38,182347.5,184119.84,185493.25,183770.78,189189.03,193087.56,188593.44,192243.75,196325.28,199006.1,205242.12
178892.88,179595.1,180092.12,178352.47,183149.78,182819.78,184922.69,182995.88,182258.12,183603.19,186512.58,183847.66,187056.97,190160.0,187843.88,188662.22,193741.34,195002.22,200343.11,202398.1
177902.0,177882.92,180466.81,178812.19,181785.66,184921.12,184577.14,187133.3,184647.61,183536.38,187100.36,186613.88,188534.0,188504.47,189674.16,188282.72,194075.31,196225.94,203886.22,202623.36
181433.27,175941.8,178565.14,179359.88,178765.56,181984.75,184995.05,186372.81,185011.78,183505.6,183309.9,180225.66,184925.39,186321.17,188534.11,190965.03,192785.42,198147.75,203043.78,204620.75
178902.64,177350.86,178727.78,181385.52,181717.0,182186.95,181478.89,178586.0,188915.4,185754.16,187531.06,183720.44,188610.9,188076.14,192154.53,190164.6,192182.4,196777.19,202552.08,204099.95
178507.08,175064.05,181062.03,181661.77,179841.44,180973.62,180026.3,186076.08,185545.31,183552.64,184144.47,180332.73,186463.78,186337.55,187907.17,190390.8,194920.81,195290.69,198227.11,203386.34
178487.75,180204.27,182139.94,181539.36,179090.19,179455.69,183927.45,182770.22,188201.66,184206.94,182067.88,182935.69,186166.69,187530.0,183075.75,193256.25,195522.47,195587.64,201785.22,206370.92
178679.47,177815.34,179083.62,180418.25,186196.72,179447.66,181892.8,180176.9,184790.8,186386.66,185171.0,185822.28,189657.61,185142.16,184407.9,189659.55,191335.69,201717.16,201073.78,201181.08
176903.16,179778.88,179944.53,179966.5,178898.16,184500.84,183997.38,179844.69,181917.66,185789.47,183105.47,182795.5,187663.28,190393.9,190049.72,188408.69,190540.88,196200.81,198683.77,203792.8
183229.81,180067.64,183083.34,181432.4,178322.81,182451.03,182346.69,183680.12,186553.12,180282.4,181768.78,188695.84,186490.16,183667.39,189735.33,186328.7,194154.16,200715.28,203904.03,203074.22
179454.47,181055.53,177531.66,179958.25,181031.06,181742.39,181580.38,187006.88,186240.25,188464.94,182469.05,184062.28,186400.69,186776.45,188623.4,189268.38,193360.28,199241.05,203078.56,202084.1
175825.3,178040.25,175083.94,183376.88,182849.7,181084.33,183397.22,181463.38,180617.81,187471.4,186258.89,186561.16,185847.2,188861.4,188133.9,191115.53,192938.42,195218.94,197024.92,202006.31
177370.12,175763.03,178278.72,180221.1,180995.86,179802.08,182073.69,180381.31,185237.0,182198.19,189091.16,188486.78,185362.72,187592.62,184606.4,190770.0,188884.61,198572.81,203251.4,204014.11
179309.98,181900.88,180157.53,181682.69,180974.72,183681.62,183464.25,182933.88,182438.47,182133.88,182599.1,187214.28,185756.34,185156.5,188438.06,186290.38,187139.8,194304.88,201858.31,204585.22
176942.34,176945.92,178408.45,181874.88,178617.3,179467.1,185138.6,182964.44,185097.86,185945.62,187091.6,185992.8,186342.72,185746.06,186728.4,192010.98,189265.94,193241.34,200559.19,203177.98
181135.47,181943.62,176752.69,181365.1,181200.81,183324.44,178730.27,185329.62,183810.75,185293.31,189117.84,182777.34,189596.36,191409.62,189634.44,191118.3,190159.84,199161.69,201983.88,203642.34
177713.61,176420.47,178132.05,181506.4,179891.08,184823.98,181650.06,185154.56,184916.38,181423.2,185048.81,186260.69,187115.06,189129.73,189137.47,190136.97,192186.66,195030.36,200871.66,203987.19
179449.81,174008.12,179092.53,183365.6,178904.75,182628.88,183660.95,180133.78,181179.7,185658.12,186611.95,184116.81,186922.03,186357.0,188579.34,188795.84,191153.1,198310.92,198170.66,203545.31
175251.97,181800.0,180081.72,177952.5,179463.19,179828.22,186309.69,187855.5,182042.9,186609.34,185994.95,186858.12,187273.56,185060.05,186948.1,191914.1,190499.78,198538.69,199821.56,204574.28
179320.28,177895.2,182033.64,180448.38,182454.1,181453.94,187086.73,182665.78,181878.56,186604.94,188228.66,184394.92,188139.64,188119.34,189274.42,190615.9,194475.12,200598.84,201317.5,201946.17
