Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
202310.7,188764.12,191240.9,193659.84,189507.5,192755.31,187262.38,187673.25,183819.9,188233.78,183336.25,179734.06,174571.62,180624.25,183069.9,184162.97,181377.22,184135.75,182318.05,183456.55,185976.22,185103.2
202302.6,185086.34,188556.22,192852.33,191931.52,190175.42,192245.84,186694.5,183918.88,179869.03,179801.31,180873.38,180655.89,175755.22,180319.28,179782.9,179928.6,184082.92,183302.31,188880.77,185736.94,185185.67
203363.52,185796.55,187723.56,194574.92,190811.69,189191.12,189578.53,185622.25,183713.03,183147.98,183163.19,179506.58,178694.53,180125.22,180448.27,179832.1,179146.08,186002.78,185938.69,183863.56,186350.78,185493.36
200255.94,191637.12,188489.03,190904.16,190477.69,188590.02,189963.28,186416.72,184112.97,186786.95,182018.86,177698.39,176988.06,179510.34,175691.06,181160.16,178508.78,181201.89,183149.67,183672.39,185852.1,188207.42
201619.58,185488.84,190829.28,193001.88,191556.44,190587.47,190608.2,188730.88,184980.64,182185.38,180684.69,179339.16,180868.12,182044.38,179484.28,182562.92,182050.19,184038.06,181825.4,186684.53,186453.72,188096.48
200451.6,187666.12,188055.69,194029.16,193159.78,190916.47,190082.44,184941.69,183893.47,179191.31,184313.7,178797.42,178747.62,179362.17,174916.89,182123.34,185675.84,181984.84,181619.25,183453.38,186322.06,188757.16
205270.27,189011.52,190222.78,191413.69,190752.23,192430.12,191422.39,186031.23,185428.97,179334.94,184355.06,178689.38,176763.22,180585.84,181789.44,184538.44,183656.81,183875.62,185619.5,186311.31,190185.03,183677.72
199770.25,189126.81,188610.06,192518.0,189098.67,192317.5,191793.6,186864.5,182937.66,184229.72,185058.34,178644.6,180778.36,177805.27,184070.94,180584.5,182824.72,181999.17,184394.12,186012.12,187812.97,184830.22
202751.56,185735.72,190160.16,192785.2,189537.0,193492.58,186316.03,185201.38,187080.86,184196.81,177501.23,180472.34,177596.02,178272.1,178146.69,180627.58,185191.25,181118.94,182978.2,186580.12,188193.12,186682.78
201280.47,186789.84,190587.42,190547.31,191024.2,191176.66,188997.66,187900.23,184610.88,181063.52,179211.66,180019.75,174802.97,175617.02,176923.0,174998.34,183252.16,184247.64,183104.44,193102.38,185083.56,187538.56
204510.66,182629.97,187849.1,190650.4,193093.53,190827.56,193167.16,190472.27,186166.25,185495.06,178908.14,179921.75,181091.53,174730.52,176508.25,182942.03,178479.3,185884.1,184583.6,185097.97,188847.81,185334.95
204466.55,188022.4,189414.88,197504.9,190597.72,193361.03,191306.92,187300.44,182952.31,182803.1,177071.94,178795.08,180649.88,181293.66,176204.38,180612.44,180067.22,182825.34,184631.66,186307.9,183765.88,190410.77
205739.0,187934.88,189419.56,192010.25,186894.1,191590.0,190511.19,188935.39,185088.61,186690.77,180215.7,181158.0,178539.8,177047.6,180268.12,178463.22,179492.75,183384.25,187413.28,186775.0,185137.84,188456.77
199942.22,183460.88,188945.94,193426.1,191008.44,188918.92,189804.81,186352.19,184226.25,185226.0,181348.03,178999.11,180684.1,178641.03,179549.69,181281.02,183545.53,183287.0,183845.53,187107.62,187461.9,187305.56
200644.03,188114.62,190449.9,192963.0,191407.0,191050.89,188254.4,190152.4,182238.98,183331.58,181551.55,183212.64,175934.9,179208.44,177456.47,179918.78,181479.66,181412.88,182934.75,187409.94,187567.3,187499.38
202166.98,185310.48,191327.88,192710.62,191007.06,192630.75,189534.9,185598.14,185270.4,181007.64,181611.6,180192.5,180439.44,175878.94,181218.5,180009.1,180456.5,186144.94,186446.06,185177.08,191785.69,185839.56
205907.9,184841.03,191962.72,194247.94,189424.73,191513.47,192327.58,186290.31,185089.44,182377.62,186572.08,183710.78,179520.7,175025.95,176864.75,180902.77,176109.16,179959.44,187806.9,182836.4,187293.0,186215.16
204601.44,183389.38,187896.86,192297.56,191376.62,187833.72,187877.34,189530.56,186245.47,182150.36,182943.62,179432.12,179161.89,177498.97,181347.25,176765.23,180425.62,183965.19,186224.47,182478.5,181402.22,184657.17
197331.12,186721.62,190243.0,193788.38,192538.84,190551.62,191652.17,186574.44,184228.94,186208.66,180925.12,178064.72,175906.16,179823.08,180560.8,176879.66,185297.17,183209.9,185558.03,183102.72,188048.64,186743.61
202134.03,184516.22,191479.03,192727.75,186813.16,192642.81,192190.95,187349.03,182420.05,187045.72,181405.4,176790.62,178635.7,182412.31,181627.78,184000.34,183221.1,184951.52,187192.34,189681.23,190843.77,187009.31
204452.5,188887.2,189611.23,194653.17,189246.88,194286.52,189892.9,187387.44,185284.25,182307.81,179323.84,178338.53,174550.03,175629.6,176121.1,180691.8,185436.6,188332.84,188414.62,183634.66,187281.11,186895.56
203348.39,186764.34,189444.61,189441.0,192068.2,190426.5,193137.9,185174.9,189600.11,182498.44,179638.12,179692.78,179998.56,174868.66,183417.94,182019.47,182848.64,182593.88,182863.03,184359.88,188569.1,181692.12
201246.62,184399.03,186570.78,188488.97,191483.5,193198.25,191750.48,186095.02,184383.34,181337.31,181142.48,180113.95,177622.69,179604.78,178299.75,180561.16,183747.47,181317.44,188900.77,185376.78,186930.88,186384.97
204582.5,187248.2,191041.6,191689.44,192553.97,191551.73,190206.05,188603.05,183674.19,185553.56,183042.86,178565.34,178809.25,175648.45,178621.75,178572.31,179614.47,179874.9,186651.44,186420.9,182681.86,186781.1
202672.62,190346.47,186009.44,192443.94,191674.56,193149.34,190026.97,186925.12,184471.0,182572.16,180864.75,177922.19,180946.66,179245.34,176765.22,179177.23,184764.66,183248.03,185964.16,186812.81,187259.19,183400.06
204330.19,187958.0,184148.84,193855.47,192224.81,193167.36,190089.72,188343.53,184218.6,181797.45,182200.16,179234.19,183167.25,176801.52,176506.39,183536.84,180795.16,184387.83,184893.72,185248.34,188712.44,189224.83
202825.28,184014.34,188001.72,194151.48,189762.69,190591.61,189255.12,188345.47,183524.31,181481.06,183631.97,180179.69,177046.16,180865.97,180187.53,179393.0,182337.16,181207.62,183305.47,183696.8,187334.03,184476.4
201684.52,187379.23,188164.36,193011.61,192489.62,192662.28,194182.12,189025.19,181593.6,179627.62,178300.1,180288.73,177230.38,179542.38,178544.5,175459.17,178943.78,185710.39,183622.56,186822.72,186301.97,184767.38
204431.56,183265.03,191882.98,193170.78,188920.28,188848.9,189386.47,188719.23,186472.98,183013.25,183715.47,176954.73,184762.28,179624.05,180969.23,178651.03,182228.16,182848.6,182044.0,184860.1,187478.72,187270.44
202023.0,188544.36,189900.03,193093.11,193639.72,192409.66,191698.9,186537.03,186087.92,182708.84,181888.31,178268.12,178215.27,178575.75,175496.16,183217.9,179618.25,179346.38,183140.84,187449.97,187982.19,186197.38
201964.72,186773.8,187957.88,193507.06,191523.1,190201.9,193474.58,187939.0,184557.53,183748.55,179803.5,181014.98,180235.88,177291.56,177346.9,179102.5,179772.89,182717.48,184767.69,184871.06,187217.16,193320.4
203601.6,188433.56,189150.28,192288.52,194087.81,188065.38,192610.48,188799.94,186188.23,181535.75,183476.12,180897.97,181360.4,180510.33,179506.53,179636.62,182454.97,182247.64,185726.05,188208.81,184661.47,185043.56
201353.67,187003.69,191246.39,190119.6,190374.1,188247.94,189197.92,187096.47,185282.88,181835.03,182266.05,177799.92,181327.19,174915.0,181351.83,181210.38,183909.84,182770.52,181760.94,184553.4,189119.94,189214.44
204649.5,184071.5,189515.98,191660.78,191953.17,192215.97,191959.36,186527.16,184836.84,182159.67,181745.69,178447.17,181376.22,177256.92,181531.28,179825.72,181680.8,183933.0,183478.4,184669.69,189099.6,189222.6
