Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
159068.16,155517.19,159993.39,156091.12,159241.12,163188.38,161467.48,167001.0,166324.4,167051.23,163342.72,169377.53,170993.75,176455.36,176421.2,175800.12,180081.84,192713.31,196376.17,200792.38
156396.62,160433.42,160020.48,158893.81,159562.1,162086.75,161601.97,162378.62,165251.06,164435.22,167980.25,169168.06,170671.34,173607.52,177502.38,179928.64,179045.92,192763.0,198713.69,202116.1
158492.66,156561.5,156319.44,160888.1,160961.75,162716.33,161683.61,163759.5,165879.66,169067.6,168196.48,168953.33,170432.45,175781.25,174375.1,178319.89,181389.22,190882.62,199827.69,200217.53
157268.02,158361.03,158884.89,160331.88,160057.84,160772.75,164629.44,165689.27,164857.31,168847.39,167512.75,167013.44,169052.92,176463.48,172845.42,177165.0,180093.19,194397.42,196207.34,204218.25
157296.5,161761.9,159786.16,158768.28,161247.16,160620.8,159335.97,165222.2,167011.81,164583.22,169720.9,169055.31,171533.16,171724.0,175340.25,176990.03,181632.75,193835.66,199427.0,202764.5
156873.42,157994.7,157771.6,158427.9,162232.19,163222.22,160702.69,164508.42,163396.55,163150.44,169095.16,170415.44,171695.53,174395.45,176307.53,176662.08,182998.38,192110.53,199861.78,202740.88
157643.81,155674.44,159677.28,162286.84,159112.38,158581.17,167630.77,163533.81,168784.75,166356.0,170708.27,169964.9,170727.66,173186.9,173633.53,178386.36,179704.0,194144.95,194414.1,202174.83
157843.94,157187.56,157129.44,163445.66,162817.3,164526.6,163227.69,163767.45,165287.81,168408.38,165979.33,169714.66,171928.14,172667.53,174488.92,178802.47,177974.06,190532.44,196275.66,203826.97
158311.53,156564.33,161163.4,161147.44,160531.7,163150.92,164671.11,166655.34,166842.4,166270.44,168631.75,167346.53,172117.75,175588.31,175515.44,178719.05,182332.48,193374.69,199940.17,205946.0
156698.34,157823.22,160865.31,159425.84,160245.6,166983.81,164386.75,167545.64,165460.16,164928.6,165076.66,170411.94,169133.73,174054.4,176143.56,171611.66,181377.72,192476.6,199355.69,202952.72
159644.67,158833.31,159286.33,157943.81,161363.62,162168.69,161650.67,164138.72,164559.72,164596.02,166669.36,170449.2,169884.19,173348.02,175368.2,179281.95,177499.03,188076.36,198554.75,202647.08
160536.62,157898.77,157709.31,156827.9,160958.77,163408.06,163312.38,166061.36,165821.44,166368.88,167033.84,169028.31,171585.83,174209.88,175870.47,177386.92,180459.66,194124.62,195647.64,205242.12
159289.05,157249.08,159330.38,163275.94,161940.69,160064.12,161355.53,164719.88,168725.34,165262.56,167612.78,164114.78,171952.84,177859.4,175576.22,181701.38,181066.89,191022.42,197052.73,202398.1
156278.28,157810.73,157735.38,154529.77,159604.28,159868.4,164179.11,164096.77,163995.94,165267.03,169282.94,170187.69,170199.25,172777.03,173071.56,176285.23,177929.69,195329.92,197999.72,202623.36
155755.6,157647.66,160957.02,160980.0,160543.75,162966.97,165845.98,164698.72,169456.38,163624.17,170647.44,166378.47,174156.4,171328.4,176048.3,179395.38,177505.38,190835.0,199949.62,204620.75
157015.4,156876.67,160553.1,160501.47,157331.94,163198.77,163088.03,162574.72,164860.97,166706.5,169336.06,169419.19,166916.38,172492.62,173591.81,174859.12,180919.19,193908.97,200462.28,204099.95
159762.16,156461.66,156258.97,158971.06,158683.1,161709.84,162099.47,163372.84,165786.14,168112.81,167645.27,166887.12,168757.53,171493.53,174888.34,177680.77,180171.88,189461.84,199710.03,203386.34
158176.17,162349.03,159712.64,163042.97,163226.97,161010.38,163948.78,162244.28,167625.05,164867.94,166248.03,163087.88,171344.67,174300.97,175617.88,181287.06,180663.53,192041.75,199017.64,206370.92
157613.38,157342.34,157622.4,165771.64,160071.4,161240.81,160980.94,164278.78,168141.5,167087.69,165362.12,170644.34,173348.9,170936.12,170513.97,176226.2,177235.39,193500.66,199592.44,201181.08
157474.1,157063.16,156952.25,158185.1,160748.7,162897.56,161060.75,163568.67,163159.17,171768.0,166627.73,167072.19,168575.94,176027.31,176501.84,172662.31,182777.8,193190.78,198932.98,203792.8
156046.69,157024.64,157910.94,159238.69,162552.4,156673.33,161126.03,162433.62,164771.56,168591.34,167015.47,165472.16,170258.98,169938.48,172773.44,175864.66,182939.56,188445.47,198689.4,203074.22
157224.94,155690.62,157905.66,161165.66,159547.56,161757.88,161634.9,164375.61,167362.86,165869.61,165664.72,170756.06,174630.69,170601.3,171805.17,176335.31,183340.73,192624.5,199032.62,202084.1
159155.25,157424.86,157981.53,160011.6,160371.1,162341.94,161930.6,164180.38,166019.56,163495.19,167704.12,162813.03,170220.3,171103.66,175511.19,180526.34,181712.67,191928.0,198718.3,202006.31
158583.97,161120.75,160475.16,160453.53,162060.19,163108.73,165711.02,163407.45,164814.22,169830.84,165759.78,167406.06,169222.53,172989.88,177290.06,176692.6,177604.4,190333.94,199248.0,204014.11
160336.38,160292.78,159522.4,160237.34,160870.25,165251.47,161426.36,164684.77,164224.38,166146.16,165675.94,168802.75,171152.62,172910.53,177265.5,175782.0,177594.61,193760.06,199261.03,204585.22
161745.25,158279.98,156954.12,159771.25,161210.06,162026.06,166490.77,162804.22,166076.98,168249.81,165803.12,170139.34,171841.0,172150.48,175103.03,176504.9,180928.22,192334.25,198136.39,203177.98
157213.94,159920.88,157718.31,162496.44,160526.02,159794.61,165372.53,162244.34,165749.4,164481.75,169580.16,166267.56,171609.34,171532.9,174423.8,171466.88,178319.2,193243.84,196616.14,203642.34
157541.88,161585.94,154603.73,160415.0,164079.16,166111.75,164277.0,166984.83,164830.31,163015.27,164332.11,166903.44,174222.44,172902.12,171873.78,173607.62,179165.81,190642.06,200111.6,203987.19
156361.5,158700.16,159453.03,158737.1,159812.84,162942.94,166148.22,162868.4,165792.03,167877.28,169330.7,166290.22,170523.72,171295.62,177121.69,174936.22,176312.34,193164.25,200384.56,203545.31
155728.78,158892.2,162230.4,162770.25,163299.75,164006.72,164626.78,164362.81,166625.2,166161.22,165706.1,167622.44,172615.69,172330.72,174187.4,177654.19,180682.19,188564.94,199316.1,204574.28
161065.78,160098.84,156846.34,161232.5,161985.92,161401.11,166828.9,165106.55,163997.39,166461.16,168690.97,170015.56,171394.61,173153.7,171913.45,177521.64,178672.84,192582.62,194883.78,201946.17
156313.53,158430.94,160121.97,160286.83,158741.38,161453.52,168729.44,164930.6,163815.25,167153.9,168195.12,170362.06,170996.81,173710.36,175733.53,176306.28,176152.5,192143.73,197780.28,203767.03
158353.97,156457.94,156358.53,160204.3,161719.9,162938.4,163559.33,166328.03,165890.06,164612.88,171904.34,168615.06,173152.56,170126.89,174941.53,172903.89,178215.0,193322.62,199887.88,202528.78
158922.28,158287.22,160990.28,156561.62,162558.75,161512.47,164055.5,165155.5,165600.9,171000.06,166944.03,166258.12,168725.78,170905.8,176644.72,178542.48,177606.78,189494.56,197587.47,201064.5
158622.42,156407.16,159671.33,161156.72,165381.5,159903.44,165396.0,163449.31,167254.84,163401.34,169769.72,166775.4,171406.88,169545.4,175909.17,175134.7,180630.6,191350.22,198504.84,199723.88
158682.16,156502.75,157878.19,162918.47,160954.0,161798.56,163953.56,161870.4,165926.45,162459.12,169264.56,167488.28,172821.16,171139.06,174322.2,174728.12,175051.22,190645.06,200883.58,204572.08
156344.31,157919.25,156725.7,163417.34,157408.81,163785.88,163888.62,160864.56,165997.0,163181.62,168478.2,164530.5,172801.19,170858.94,171726.88,175921.1,179763.56,196031.62,200846.19,201082.75
159388.08,161126.06,158953.12,162015.28,162809.97,160567.02,163439.56,164534.88,166283.11,163162.97,172324.19,170367.16,171330.78,168114.77,176698.03,176113.97,180733.92,193549.84,197973.4,203283.34
160946.61,159240.12,155092.34,160758.58,158085.9,161012.48,163118.16,165571.77,165137.03,166941.9,167107.47,167650.75,165595.6,171434.69,175689.19,174783.66,178550.44,192326.6,203353.19,201660.88
156214.97,158591.75,159334.81,160404.6,162395.06,158958.69,163605.81,164773.1,168603.83,164633.39,164925.84,168063.06,172783.72,175194.53,173418.27,178201.06,180846.03,190169.86,200008.27,206834.6
157788.48,159572.44,157352.1,161612.17,162925.89,160431.06,163602.22,164451.47,166451.03,166187.97,167642.56,170627.66,171726.94,177660.19,172024.75,180302.44,181208.25,191769.67,200985.03,203520.11
160522.31,156358.81,161826.12,159756.62,165624.88,162145.98,166114.25,164389.14,165070.9,165599.4,167792.73,168808.44,173124.11,171131.81,175567.7,177814.53,176909.34,191696.38,202245.9,203756.77
159097.7,155918.6,156415.64,162597.53,159791.6,162734.73,162541.97,166162.94,165627.31,162964.1,169120.83,172866.69,170306.38,175491.94,173934.12,173110.97,177548.06,192735.25,203380.75,201575.53
155331.22,157398.92,159663.22,159284.5,161271.22,158133.69,166244.28,165106.19,167165.5,168841.81,166572.81,169456.19,168861.62,174437.94,174671.97,178338.66,179531.94,191125.3,201369.5,200406.78
157904.05,160625.27,157645.88,160870.36,161372.05,160590.78,163634.69,161883.12,164862.66,165067.17,169455.28,171916.66,169610.31,170882.98,173988.64,177904.73,181640.33,192110.75,198290.48,204090.75
157105.5,158921.25,157493.02,158471.03,158634.47,163894.6,164011.03,164171.4,166948.94,166110.73,162140.19,172650.22,169658.02,170999.22,173689.4,174988.06,183585.86,192490.2,200610.03,203662.38
160488.94,159529.95,159980.9,157015.56,163967.28,162170.06,163537.6,165361.97,164007.69,166565.62,165451.34,166595.89,170890.84,172610.56,177259.97,176791.19,180254.81,190899.94,194876.31,207485.78
156667.19,158094.5,159806.97,161029.06,160815.56,166002.5,162037.53,160080.69,161341.23,169184.06,166795.19,168710.19,169762.56,168061.25,175549.31,177440.72,180993.58,193816.67,197651.55,204449.4
159758.39,160541.9,159138.19,158977.34,162932.47,165161.47,160632.66,166106.81,164304.16,169395.47,168396.28,166896.95,172695.22,173382.98,177854.14,176693.5,180741.06,191487.11,202344.27,204435.81
158944.08,163082.84,160115.72,159719.25,161490.88,164604.38,163408.34,160321.0,165599.84,165706.14,166675.12,168864.47,174166.95,174822.31,173932.62,177108.88,176792.6,193239.75,196779.89,203363.5
161463.75,159243.78,156778.3,159657.1,164158.22,161455.75,159813.5,164302.06,165089.38,167608.36,166681.0,166506.44,174065.45,173950.62,176909.58,176587.58,179598.05,193288.97,198438.4,204021.16
155265.78,156558.72,156615.44,157830.28,161018.48,157609.66,162720.17,163687.84,164279.89,166943.1,170912.08,167614.06,169568.05,173898.95,176576.03,177954.67,179772.16,189954.31,199153.9,202849.95
155965.62,158437.03,158096.39,158164.28,164122.94,163070.12,163140.06,164568.19,167749.12,166919.47,168876.12,165631.6,171054.1,174929.89,175310.42,176400.12,180347.0,191718.14,194640.8,202590.58
157682.3,160689.52,159329.0,163435.62,161534.19,160613.47,164116.4,163430.12,163413.56,165529.58,166756.97,170166.66,171137.6,178498.94,173618.25,177616.22,182578.11,190445.03,200428.97,203123.94
155685.4,157035.34,159246.22,159896.56,157631.84,166117.12,168337.58,162893.8,162713.78,165391.75,167802.31,166782.97,169956.38,171159.94,173275.78,178370.84,180071.75,188054.47,198595.38,203025.81
157134.25,161285.48,161033.97,160920.75,164583.02,161080.4,163517.31,161314.36,166205.03,165854.1,166819.22,166001.62,171972.69,169817.4,175920.53,173960.47,176096.3,193249.38,196446.19,203012.25
156723.27,162203.67,158701.05,160138.66,161602.77,162242.06,164073.22,162331.44,167533.36,167992.5,166633.56,171094.94,173480.78,174300.2,175791.38,176999.9,177443.31,194368.53,201699.22,203281.2
157415.1,160736.33,156988.45,156572.44,161669.47,161334.47,163636.77,162883.22,165555.03,167345.31,169499.44,167060.03,172386.02,176864.0,173472.0,173985.69,179464.38,190051.53,201071.5,203814.06
160658.52,161668.02,158577.0,159915.02,159280.94,162373.1,163649.6,164327.44,163253.0,169273.31,166394.8,170338.89,170410.38,170297.56,176139.72,177649.78,180841.48,189075.34,200650.97,202008.36
158618.44,155824.62,158324.27,158586.88,160176.31,162812.88,164746.4,161756.16,165066.62,165301.9,168575.47,168483.4,169537.78,172865.86,171727.08,176809.38,181406.75,193167.64,196216.34,203871.33
158076.55,162340.0,158106.47,157152.12,161303.33,158317.4,159165.88,165596.53,168405.38,166987.38,169138.9,169435.0,174127.5,172189.12,175767.72,180188.3,181412.27,193628.88,198423.11,202494.19
156381.27,159198.1,157641.25,161704.0,164367.88,161474.69,163330.16,164864.22,161711.17,165169.0,167535.16,168158.1,167857.38,172773.52,173837.28,180254.88,179011.88,192794.5,198297.5,204273.33
156364.27,158587.16,158567.3,161668.03,160791.62,161663.16,162232.02,164791.75,166050.03,168329.67,167606.4,166895.9,172701.16,174566.28,173823.66,175552.28,181036.11,191335.75,198801.42,201734.8
156779.0,158927.86,159651.86,160852.75,161849.0,165371.22,161815.66,162938.53,169337.78,168402.56,165463.08,170546.56,167955.22,172349.4,173674.64,173968.03,180317.42,190744.12,201380.28,200299.33
156947.88,158323.97,157781.86,157243.56,160503.67,163422.53,161540.22,166027.39,165796.12,167187.88,168613.06,169516.92,170087.23,173645.19,173375.78,177648.25,180148.44,190360.3,199135.78,203898.95
156491.8,157022.08,162180.75,158336.88,160440.4,163529.52,161383.42,163057.78,166249.6,168330.08,167633.08,170423.78,169837.1,171873.56,173225.19,178508.52,179843.53,190282.61,194868.38,203345.36
159010.75,159759.9,162087.5,158055.53,161580.5,165469.6,165843.55,166094.88,163462.72,166506.14,167518.94,168961.95,167829.11,173445.69,175235.22,176578.78,176903.9,191318.72,199427.47,202826.62
155744.0,158296.81,154811.81,159070.42,158867.92,159125.73,163902.67,168032.06,164535.9,168268.89,168997.25,170100.72,172192.16,172179.62,171848.62,176463.34,177977.5,194162.97,199616.19,205201.4
160260.6,159147.33,156535.58,159257.47,161866.72,162829.66,163836.84,162958.25,168059.95,171153.5,164090.81,170171.53,168943.8,173875.7,171697.66,174297.12,180711.5,188080.75,198202.66,205677.52
161235.38,158622.84,157992.75,156401.7,162244.0,161222.5,162317.3,167016.94,170688.56,163892.72,170440.31,168404.88,171483.66,174964.94,174590.78,175710.94,180506.75,192067.38,198965.88,203623.12
157262.36,157470.22,157944.0,163801.81,164056.69,158551.4,163499.58,162125.05,162387.31,167810.9,167852.94,166903.5,169923.03,172657.53,174586.12,174330.9,179228.62,192374.69,199831.4,207663.25
160931.58,156585.75,162235.1,158140.69,162158.19,161456.56,161647.34,165711.47,169197.53,164937.97,168223.69,170169.83,171227.38,175447.83,173637.52,175365.83,179995.28,191956.67,200721.88,203621.25
156285.89,158731.16,157199.8,161117.69,161555.27,160175.16,165814.78,163659.03,167244.62,167728.16,167808.34,167519.5,172012.23,175808.6,178125.52,179206.05,179801.95,191832.11,200100.81,198069.19
159763.0,159095.94,156354.94,158722.88,163698.83,162209.47,161845.88,166649.47,169928.73,166420.94,164132.83,170795.95,168517.27,171810.25,175572.16,175222.1,179957.88,193380.81,196071.84,199985.28
156971.8,157183.08,157283.31,156974.0,159171.9,159659.72,164527.89,165755.14,165253.42,164350.5,169349.1,168432.39,169287.88,171950.75,172202.53,177614.16,181310.44,191885.16,196748.88,201595.16
154811.78,160079.25,160943.06,160298.1,163118.16,163612.53,165146.8,162945.5,163696.97,165894.8,167929.53,167502.53,170200.89,171223.0,179021.94,177926.67,178859.27,192693.12,199486.86,203591.28
159774.72,163337.39,159142.2,156474.47,162456.66,163952.47,164081.25,163832.22,164335.62,169078.78,167603.44,166621.0,170445.58,170087.44,171346.94,174323.67,176392.83,196562.44,198660.0,201594.36
154073.19,156284.47,160159.16,160265.19,161001.34,159008.56,165652.27,163124.22,163986.81,165524.62,165761.44,169194.75,169307.16,175642.94,174923.22,173184.66,182169.88,192141.88,198156.62,201943.08
159075.78,160193.2,156424.06,158367.66,164288.1,160063.89,164782.5,161973.6,166475.12,164858.66,167210.06,168116.19,169419.77,172027.19,177195.12,178417.5,179392.44,189075.14,200365.6,204616.22
158877.28,155767.03,155677.17,163350.05,162351.16,162779.48,167149.06,164208.25,167644.61,164389.16,167896.05,170222.47,172703.75,169479.56,175696.06,181767.34,176947.14,192456.34,198617.31,201723.86
154948.31,155975.81,160370.78,161254.02,163835.23,164237.5,163153.03,162404.14,166776.75,165571.56,168227.78,166111.77,169498.42,170640.53,174203.88,175983.06,181758.05,194708.19,201323.22,200791.3
153694.73,158557.03,161079.42,159693.02,161772.84,162335.31,163421.55,166347.03,165262.88,165905.9,169065.0,166207.17,171951.66,173845.25,172009.2,175513.75,176225.98,195832.62,196326.62,203671.81
155576.9,155645.23,159110.42,159360.25,161385.39,160485.19,167051.9,163672.75,165642.53,167374.81,163872.47,169447.75,170485.52,174057.67,172698.25,178549.72,176118.23,193701.84,200815.48,204159.1
159765.78,161273.52,163350.44,163103.5,164782.03,158715.31,162280.34,163538.08,166622.19,166765.92,167042.97,164964.1,168675.84,171563.94,174310.4,177001.98,184924.62,193404.75,195409.19,203376.06
156774.56,159830.2,159324.75,159262.56,164762.0,161568.0,165148.4,166216.98,163639.95,166920.05,167022.5,171305.62,168813.05,176596.42,172705.38,175460.86,177327.45,192425.77,202915.47,201463.0
159997.84,158722.4,160313.8,157259.77,160974.78,163178.62,162944.48,163332.48,160108.86,167813.72,167726.84,171437.94,169763.2,177095.58,173900.98,178879.95,178908.47,189345.56,200682.69,202358.62
158581.81,155150.73,157446.47,160118.28,163555.1,163524.17,165543.22,162168.19,168092.94,165245.69,165831.66,170094.9,170566.2,174685.9,174874.17,176631.45,179315.78,190590.88,200973.38,204554.98
155447.05,156469.84,158973.92,160607.16,162638.19,162549.0,164095.6,165238.94,169350.19,165270.95,169042.72,167969.88,174349.53,172707.5,176365.81,175728.8,179690.06,196222.88,199244.72,206679.78
154257.88,157129.6,156651.9,162014.88,160063.92,163768.42,162242.47,162786.47,163788.25,169942.95,165589.75,169743.12,170437.94,171061.34,176177.81,175869.03,181066.8,187294.64,198665.69,201509.83
158216.06,156691.03,157700.16,160132.78,162722.2,162824.97,163561.97,162304.66,166983.17,166596.52,171873.03,171326.08,173756.72,170255.56,173582.03,175508.84,181300.42,192313.89,198196.31,204491.48
156482.73,162126.83,160919.45,160489.06,161260.69,161726.34,162890.06,166329.84,163963.75,167296.42,167240.0,168707.16,169153.62,173621.16,174757.06,177669.45,181860.53,191042.81,198704.75,205378.44
156825.22,158475.12,158777.97,164877.0,163490.66,161927.83,163493.02,165520.0,165525.0,163675.42,165430.81,168540.44,169109.55,172019.66,174383.88,175548.22,180930.94,192250.9,200600.1,203732.31
156385.66,154545.81,158443.66,158454.84,158730.61,158435.22,161460.56,165912.2,167208.0,168191.8,166571.25,169502.38,170321.12,172011.5,172161.3,178794.97,174620.4,193382.73,197492.75,204126.75
156546.31,158432.77,160419.33,159034.0,158905.69,160795.81,166254.3,163298.03,167475.81,165158.67,166024.66,169293.81,170486.98,173130.77,173665.03,175719.0,184249.25,189761.34,198783.44,205038.53
156459.81,158135.31,157369.98,160611.4,159562.6,160493.66,163751.67,163308.33,166288.58,169957.66,165834.28,167050.22,172253.64,174073.5,174391.69,174229.44,178496.5,196474.69,199487.94,202366.52
157872.27,158663.4,160181.12,160357.12,159925.38,160653.44,163737.56,163466.44,163614.06,164677.44,166907.5,167906.81,172936.97,170056.73,174465.94,174751.98,181040.1,189887.28,195911.44,204316.5
158007.22,158215.48,159998.31,161231.34,163288.0,163487.12,162662.7,166953.94,168748.81,165685.45,167082.25,166579.77,169851.44,174816.38,173855.62,173726.55,180872.31,193308.3,197869.64,202077.81
155627.66,161103.89,156609.72,160960.97,160277.16,160976.55,164523.81,161850.2,163838.86,164364.56,168000.19,169164.69,169391.66,177910.97,178318.56,179584.62,180627.69,192983.62,197698.28,203429.33
158151.78,158385.55,157894.25,160204.92,159198.0,163058.03,163632.39,162540.5,167359.25,163580.34,167333.0,168214.0,169533.44,175720.45,175630.5,173326.25,184666.6,188806.88,198348.56,204759.06
155475.12,159439.19,158116.5,158163.78,163224.9,161150.4,163440.0,164247.08,166242.27,166286.69,166963.8,169177.94,171064.44,172242.53,173198.47,178529.88,181013.45,193199.75,204101.89,207076.1
159373.78,157500.75,158201.25,162342.75,163096.53,166202.31,166084.5,165301.88,164696.44,165391.78,168545.6,168529.03,170789.58,170827.19,171871.47,174495.72,178154.72,193975.48,197164.28,203469.69
155253.14,157520.44,160239.06,159361.39,160069.3,165791.17,165751.23,166127.6,167619.81,165303.75,165388.2,172353.16,170724.02,169292.03,178121.98,179744.5,181736.02,192032.62,202095.72,202568.38
163225.03,158372.83,160512.38,160387.16,158618.78,158611.06,166621.58,168484.05,169248.9,166500.64,166288.17,169214.39,172690.9,174628.39,172211.1,173350.52,176563.94,192708.23,196435.56,203007.62
153989.73,158772.75,161627.75,160855.73,159712.95,165157.53,165562.25,165994.34,165572.97,166099.98,169538.62,167980.03,173793.39,171605.05,178257.66,179802.1,183221.95,192338.36,198329.72,200734.0
158052.16,158920.62,158736.31,158270.44,157432.06,162738.3,162075.1,163965.23,160568.88,167003.86,169341.3,168923.53,171993.19,173653.4,173875.1,176709.5,179145.38,192833.03,197613.38,203869.94
156010.73,158276.05,158409.11,161181.28,161037.6,161902.05,161621.16,167077.6,165559.5,169635.52,170239.81,169193.12,172588.78,173874.84,173301.44,175722.19,181140.39,193003.16,196442.61,204896.62
158239.12,161412.22,155334.12,161051.44,158641.75,158643.28,166499.97,161486.4,165612.16,167288.3,168316.72,168073.95,174286.55,171449.84,179470.47,182980.4,181797.53,192301.52,202087.6,201447.42
