Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
168520.66,173681.34,171456.22,176479.78,173108.06,180315.83,175733.53,181624.5,181542.7,184489.19,182077.72,185055.89,180434.9,187670.69,183784.1,186117.03,191561.88,197233.84,200841.66,200792.38
174501.22,172436.14,173424.52,175440.38,176451.97,174222.5,173882.34,173072.8,179592.47,175599.34,186974.62,182532.6,180835.34,184511.72,185562.02,187497.08,186390.47,199169.84,203134.72,202116.1
175123.78,171457.56,172042.6,173488.84,174983.34,176635.62,172318.78,175447.31,180535.05,181864.72,177137.94,184283.38,185097.44,183893.25,186871.06,188793.36,189934.44,195916.1,198715.31,200217.53
170865.28,176663.53,174655.9,173608.22,175765.73,178103.92,177441.8,180852.19,177138.9,179714.03,180632.95,182311.0,183552.81,184886.34,184222.77,187304.62,192971.25,196693.94,204409.53,204218.25
173524.62,172815.6,171627.5,173331.16,174529.1,177491.34,177995.25,174325.12,176855.69,177324.11,179764.62,180164.0,180929.84,186045.31,186679.94,185810.56,186961.34,194936.31,202204.12,202764.5
173541.44,172180.22,169720.25,174648.6,174907.66,176982.0,178127.6,178582.78,173528.08,177660.22,181381.92,181042.16,179880.44,183088.86,188573.53,187027.81,192006.56,201653.19,205818.9,202740.88
175444.66,173075.19,173892.12,174608.81,174871.6,175838.6,174898.08,177562.94,180347.45,181000.97,180684.34,177577.72,183551.44,186226.78,186729.97,184320.69,190013.44,197121.97,199613.53,202174.83
172458.89,174219.38,173808.8,173927.9,177038.16,179820.38,177980.38,173277.25,180793.86,183992.16,183121.81,183761.73,183023.67,184953.28,188595.89,190842.75,188880.78,199009.23,201759.69,203826.97
170709.73,172942.73,172136.0,174331.66,169209.1,175578.02,178847.03,179856.47,181475.5,179804.28,180032.25,179292.9,182349.86,184241.58,185968.31,189514.23,187955.69,196212.47,200693.34,205946.0
174287.69,170213.9,173164.4,172874.83,172871.5,183210.78,173821.47,181039.08,179384.12,177499.19,178265.44,182414.78,185250.22,184468.56,182995.9,185933.3,188505.92,199283.34,197580.61,202952.72
171186.94,171444.4,171305.06,174727.17,171276.81,172484.16,174617.5,172207.19,182020.56,179872.44,179184.94,178154.69,186394.55,184032.66,185526.84,182943.06,192989.75,195756.11,201594.56,202647.08
173890.81,175511.47,174964.08,171152.6,176163.5,173983.75,178780.92,176334.03,181165.03,175093.39,181926.17,181108.34,182588.34,180057.78,186884.38,183481.7,190942.5,197051.3,198176.81,205242.12
176687.28,168685.62,170523.88,172974.22,173022.78,178018.5,177442.36,176545.83,182974.19,182127.31,182736.44,181712.14,182138.05,183403.61,185754.88,183428.98,186698.56,194939.78,202484.95,202398.1
171270.78,172474.83,175105.81,173816.4,178909.34,179832.22,180079.95,176898.5,179313.97,179452.34,179886.53,183222.1,177918.94,183493.94,186560.23,190310.16,189641.56,199738.4,197885.4,202623.36
170367.72,174794.86,172938.38,174871.8,174902.89,178577.66,177252.22,177753.47,177475.69,179278.95,178771.88,180233.31,185643.78,183594.47,192194.2,189126.62,190022.05,196362.56,200789.84,204620.75
171001.25,173248.66,173427.5,174027.34,179384.69,177162.39,179038.34,184108.61,177370.73,181477.06,181387.56,179395.4,182633.45,186235.47,186234.44,190203.86,189869.8,196736.62,202367.86,204099.95
173545.6,169062.34,175172.7,171621.5,176807.78,177310.23,175874.12,181253.83,181798.69,179636.88,180109.61,181503.12,184989.98,181122.03,182405.86,187110.19,188715.33,197750.4,205375.78,203386.34
171519.27,171680.84,172853.12,173131.4,177814.22,177212.84,176577.5,179527.03,177550.4,180294.34,183545.03,182043.8,183486.06,181390.62,185809.7,187266.64,185621.31,193563.06,200336.81,206370.92
169779.19,169686.9,175221.19,175544.28,176970.33,176116.16,178084.25,179371.83,178354.84,182680.8,181317.22,184027.0,183171.22,182094.44,186977.11,183277.69,189757.22,195200.25,201244.69,201181.08
170454.95,172321.25,172270.92,171178.3,175925.56,173844.31,176469.72,181605.31,176857.25,178442.83,178324.56,181105.12,183109.88,186174.34,186171.0,186748.97,185745.66,196929.69,201935.28,203792.8
172988.12,173101.03,175560.97,172629.34,172265.39,179425.56,172823.27,177128.95,181110.73,180494.78,178942.23,182815.66,180367.0,185796.2,187623.92,186982.25,185104.31,197672.31,202084.06,203074.22
166956.34,174847.94,170211.66,176482.86,177086.11,172890.94,178129.31,180480.67,180718.75,180010.39,177296.73,180374.03,183920.45,181432.72,188566.55,187401.28,188282.3,195914.27,204389.03,202084.1
173462.66,170533.78,171791.47,180664.25,175643.36,175944.22,179842.94,179024.69,179961.6,178926.81,182739.25,177706.77,182230.78,185337.62,184519.12,188456.64,189249.12,199117.6,199450.28,202006.31
170707.36,172793.78,176076.25,174255.4,172387.56,176893.94,175209.31,175179.56,178783.17,177379.34,183290.69,184539.28,181193.1,185640.67,184289.16,185859.45,186763.81,197952.22,203340.97,204014.11
173171.05,176668.12,173332.53,172460.95,173253.58,177641.12,179040.5,178534.6,175619.94,181662.94,176831.5,179317.27,184132.94,182588.81,185346.0,184634.81,188945.86,198041.03,201828.84,204585.22
175152.6,168853.1,175337.62,176843.92,177526.1,176058.31,175649.53,178989.69,177993.75,179084.38,182205.97,183614.77,183620.6,185503.97,185647.9,187025.55,189207.84,195718.1,198539.03,203177.98
171193.17,169359.25,170759.48,175109.72,174297.33,177910.03,177864.28,177181.8,180864.44,180202.48,182298.28,182795.25,181190.77,183632.28,185590.5,184908.34,188854.16,199010.34,202086.66,203642.34
177188.98,168371.94,172435.2,173616.14,176306.5,178602.4,175933.94,178037.38,176237.0,178418.5,182567.84,183263.97,182509.6,184957.86,186825.86,186463.03,184599.7,195676.48,199023.06,203987.19
173662.88,174288.06,179322.7,175781.17,176394.56,174765.6,176762.89,178272.62,177794.28,181875.97,183620.53,186481.33,181121.92,181572.38,190518.67,187336.53,187622.28,195850.97,201080.66,203545.31
173597.88,177155.06,172670.19,173155.16,173527.86,180196.48,179858.94,178767.44,179075.1,176977.44,182980.12,177863.97,181706.52,183980.78,185857.1,183691.25,189172.03,196694.97,199321.5,204574.28
174613.34,171024.0,173348.25,171894.17,174456.97,179196.84,173367.36,178360.16,178918.98,180157.5,185153.22,182232.89,186410.36,187953.81,183660.22,187898.22,190641.61,199178.22,198906.53,201946.17
170771.11,176644.56,170449.62,176443.19,176174.25,175034.22,175735.66,180007.19,178450.12,179189.95,180052.1,180298.84,180560.8,182139.6,188014.7,190773.3,190872.22,198309.69,203541.78,203767.03
173137.47,172089.38,169056.94,173801.28,171245.12,174303.53,179328.72,177290.97,179440.25,178830.98,182611.64,183089.33,187612.69,184133.8,186252.31,188837.97,191859.77,196594.7,201103.11,202528.78
172186.16,167934.53,170574.28,175912.78,175486.5,175640.4,178153.5,180834.47,184130.34,179642.62,179848.12,183725.88,182081.28,180423.42,183793.06,188004.66,191594.62,196613.52,198525.58,201064.5
