Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
202310.7,184234.9,182766.4,181027.08,177583.53,176787.0,177024.77,179597.03,176919.34,179075.08,178497.1,175419.12,181213.38,180468.19,178182.69,181195.53,183729.7,182382.08,180243.69,182892.44,181218.16,177931.53
202302.6,188320.34,181160.55,179482.94,176569.3,178171.97,175489.1,179046.25,176044.27,177574.98,176990.62,181221.72,180772.25,184516.44,181588.44,180689.34,183637.84,179547.75,182755.73,182015.66,180432.67,178234.53
203363.52,186920.66,183696.44,178473.78,177593.16,178885.4,177264.3,178268.6,178071.17,177314.0,178405.56,178033.55,180394.8,180573.73,182443.14,182084.56,181069.6,179591.73,184157.78,180950.53,185628.16,178158.47
200255.94,183691.03,179827.5,182193.9,175928.44,178005.88,177264.78,177991.73,172529.03,178611.34,180647.31,179122.61,183110.83,181974.9,179696.72,182664.0,181768.14,182780.31,182562.45,180425.6,180453.88,179598.45
201619.58,187265.47,183657.25,178842.92,181826.5,176967.67,177020.62,179384.44,173829.36,178026.03,179184.75,178901.6,180006.89,181826.31,181131.62,179819.81,182661.03,181148.39,179439.0,184496.0,184048.45,175823.27
200451.6,185517.52,182305.58,181433.72,176906.9,174726.31,175917.31,180076.97,176072.64,180728.9,180830.72,180290.47,181672.38,180442.4,178962.31,181798.45,182175.47,177490.31,180074.03,183629.22,181303.56,182009.94
205270.27,186999.5,180073.9,181318.95,177245.33,177081.25,177663.88,178191.14,178047.19,178252.16,180474.75,181894.23,180641.86,180318.44,183040.64,182789.23,181537.81,182558.31,183226.83,182313.62,181212.03,182565.58
199770.25,182164.84,179437.47,181569.56,179956.5,176107.72,178400.31,179795.28,180770.17,174784.45,180747.64,177287.62,180509.94,179558.38,180866.78,178586.75,185886.06,180541.56,184370.78,182495.4,183818.34,180908.45
202751.56,185843.66,186721.69,181327.83,176883.81,178039.88,178986.12,177587.33,179610.19,178847.77,176431.75,182856.64,180906.55,179201.56,179913.58,179959.22,183768.53,180623.25,181045.2,185385.38,183082.44,181545.53
201280.47,184374.9,183614.88,180434.12,177750.22,178161.19,175013.95,178246.75,176809.53,178173.38,180678.78,176812.19,180630.94,180242.94,182680.19,181867.88,180589.88,181803.78,179972.31,185114.56,183822.34,179534.31
204510.66,186160.94,180625.03,179430.84,176473.25,180362.2,179678.62,176528.6,177731.69,178841.06,176506.05,179447.67,186061.31,181353.6,180431.72,178351.61,182617.53,180638.0,180086.72,181703.89,181367.94,181322.5
204466.55,182176.4,183623.38,180714.75,175987.25,175522.5,176750.92,176663.4,180838.45,178983.62,180076.69,178982.48,181299.38,179877.56,178694.75,184270.11,184966.3,178662.77,180142.84,179561.6,182007.16,184531.19
205739.0,188423.69,183144.97,177728.98,174550.22,178088.88,177606.94,175596.33,178633.42,179423.66,178706.97,178257.12,182727.28,181881.67,180928.34,180318.38,182101.34,180634.27,182577.62,184472.38,184441.72,181256.75
199942.22,182337.11,185200.3,178166.81,176161.75,177110.38,179155.69,178076.36,177403.19,183892.14,180391.55,177775.88,181551.62,175884.4,176487.4,184862.92,183399.62,183504.72,184815.02,182561.98,183409.88,178898.31
200644.03,187108.5,181448.28,178993.58,176137.94,175412.22,174355.0,179023.53,176643.78,180755.77,178076.61,177561.22,181383.66,180697.95,179714.38,177790.6,183216.97,183698.25,181528.94,177186.9,181612.81,181428.25
202166.98,187540.56,181055.62,178697.81,174184.23,177074.88,178584.0,177783.28,179798.23,175755.0,182083.16,180599.12,184891.28,177704.47,181717.73,180999.66,181602.1,180238.22,184275.62,179492.81,179304.66,175520.34
205907.9,185926.62,182683.48,176099.12,176688.4,176301.88,177802.33,182841.52,178719.14,179144.31,177506.33,177961.66,181951.97,182417.75,179493.62,183871.62,183061.08,181642.66,182228.88,180192.28,180989.06,177382.72
204601.44,183157.38,184805.3,176875.62,178310.14,176839.92,174007.19,176214.95,176445.53,174264.62,178554.36,180521.12,181960.5,180921.88,177929.98,182249.75,180070.25,179386.22,182455.83,181169.6,179647.1,178814.4
197331.12,187652.66,183495.06,181640.31,173519.53,175077.75,180264.47,181693.88,175281.0,178728.88,177215.6,181709.0,184765.31,181192.61,181852.6,182173.84,184477.89,177731.86,181661.84,182088.34,182441.66,179001.89
202134.03,184765.0,185227.31,176504.2,177882.05,176757.25,178800.97,176890.97,177231.22,180278.5,177061.9,180088.69,178160.17,180955.0,177728.05,178880.47,181850.34,182547.92,179790.9,183078.75,180239.62,179293.5
204452.5,183468.38,183367.19,180580.22,175716.14,175286.73,178722.75,180137.56,178687.8,177332.84,178729.16,178734.08,183713.42,178641.64,185232.61,182800.19,184957.56,177014.33,181605.52,181226.44,180380.64,178297.61
203348.39,186321.31,182855.1,180091.61,177226.31,174147.33,177103.44,176307.52,178552.12,180083.55,178030.36,180025.66,180416.28,180976.25,181174.81,177782.39,180123.97,181038.02,181097.5,185665.6,182016.47,181011.73
201246.62,187462.67,182368.8,178858.88,177040.62,175514.03,176595.53,178015.38,176875.28,178290.94,178746.7,179322.86,179693.03,180940.6,179230.89,183666.0,183142.25,179812.53,184301.06,181109.72,180691.94,178831.12
204582.5,186738.33,182852.62,180385.05,177416.12,181083.69,178485.75,178667.69,177989.1,179811.25,181184.38,181729.12,182088.66,182071.28,181514.42,182303.6,182108.44,183465.16,183218.34,181616.5,182703.25,177516.03
202672.62,188808.19,181277.88,179589.22,173216.17,177826.66,180276.94,177287.6,176862.94,178888.94,178499.25,179474.78,181537.62,179681.19,182867.31,182972.66,180869.25,179816.2,181575.97,183304.17,184948.12,176698.62
204330.19,185276.8,185613.12,176951.73,176698.28,175922.53,179664.73,176772.94,180510.22,179897.08,176509.9,179329.16,182976.31,182094.31,178023.66,182499.66,180548.48,181529.78,178836.62,184297.12,182800.06,179629.16
