Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
365847.4044618987,372672.5429398384,363609.71325868706,357827.19517328736,353128.0764730489,345869.7491897424,337177.2081394768,346865.15187761595,337860.77479612094,333383.2381523026,330483.90067467693,324259.0541107564,318946.4485264587,324732.1281803361,328283.52268908545,317306.73588362004,315527.12995619036,313536.85518910293,311060.62591017754,315368.3884648092,300959.2926690212,309709.1693132439
370008.6704549521,370645.49059397064,365988.5119043499,358933.74673345423,353085.8613771782,348603.9641084644,346099.4123831121,337236.86423754925,334612.7538851133,329953.8347176639,331737.16507768375,327662.4795643408,320105.2309778518,324716.17321718147,321965.9925179168,321847.32390437956,306260.56030585355,316491.6260547248,316407.8056779464,310801.05720286217,311520.6693962687,310929.70840808935
370937.69958762557,366427.00756254344,364375.2824872462,359752.8983551362,351199.39503175084,345625.5619310652,341671.7137157906,344502.96163025894,340143.38748314587,332326.89977657335,323182.7550004733,322548.01414436725,324158.96599074686,316211.97842446074,316206.92146678217,319078.4051043738,314676.5530546885,312110.9449853411,318275.61844890186,313791.9137175458,307362.7771322767,305835.6246314692
365008.73719739,365650.59030898666,358792.4408883656,361862.6835725869,352329.150916353,351462.535800154,343982.6455968748,338138.47337908385,329477.37638989143,331562.7255198511,331826.15745633707,329107.31288139115,327307.0110693798,320645.70882599254,315799.6453559467,315778.58215545,310816.6925619324,313280.9063743516,306332.93441671954,309538.1879154606,314768.90124113427,312537.36290292366
372172.0022600376,361676.05680780445,359321.4309428516,352205.91351738945,349827.8329163045,349087.4115563969,338675.58761028154,344619.09605538554,340284.9059263227,329060.896854448,331524.0252908653,327072.5226442454,324033.81895285076,316908.78247647657,313665.8116364115,313589.1969002469,309685.3816217765,307314.57463267766,310505.14716051816,308418.03448406886,308985.790940827,309912.7534462395
364507.50418380677,367287.85067081545,362332.8912658823,357154.64540966466,353403.3584898879,344746.0209144577,346363.8771983607,337869.15685096825,339634.40688147495,336515.67139279214,324055.5678727919,329421.80072997574,314676.45463675354,324525.8624471786,316362.3005477783,320536.6140016749,315599.1071013694,313068.1083250715,310113.5423187833,305075.8763233039,311632.08198451996,314769.4486580228
369823.5136454685,361972.74690458487,365960.1619423153,352535.39589896874,355489.80955386715,348337.7720003469,344473.74448900117,346211.8240067181,338233.61297077336,338191.90931276325,323997.09076914843,329344.6291668755,323611.419186752,319437.8134272768,316167.3393235184,316427.03774262953,312108.51553444343,308363.10919469665,318418.61354153446,305085.24673212494,306585.2042976875,307240.31601629104
358527.8575851537,370533.7265310678,364339.65109169413,355013.2008365495,354317.66555472964,352724.4209945944,345127.4349618015,342721.38823427603,330749.47562650207,335354.51640532096,331899.5692810938,324133.1391157151,321894.180444553,322665.8405718167,319068.7197541703,319287.7348985478,320683.7499306621,305785.9151381008,310918.2739982686,310518.3086515589,312066.1731065506,314610.16371717525
368134.2604600482,366262.9254184759,365215.55429487955,357289.1195803542,350663.7351236053,346425.461558527,347618.60666335723,335250.5740320077,335719.7524951375,330913.8420920519,327688.3929426753,323294.2597251664,325020.13113787124,324410.38737960695,320960.297134458,310810.4388662421,315711.37956024264,310736.65587013843,311135.4875934083,316440.0730094628,310581.40125233954,310870.8391872651
362282.36413449014,370761.8737959836,362451.1599317519,361496.6913064292,359535.6326367449,344018.7505603475,347194.9800210777,337457.57030093076,341013.25424349715,337471.83991876245,334738.93329373933,327247.720678923,322792.97846528166,320683.7788294064,316144.24263164384,317706.0791317336,313481.86525076267,311845.0765548809,311471.6698169173,307247.9009455216,306974.4059737907,310731.4587031174
