Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
168113.95,172904.16,176618.23,174566.58,172192.34,175303.08,182056.4,176828.55,178914.22,178558.9,176721.19,180225.0,179563.25,181237.53,184541.86,187402.6,188157.75,195320.95,198081.6,200792.38
172186.4,169516.0,172259.56,173637.77,170353.12,174356.31,170062.88,178198.47,178331.28,175872.62,180581.44,181575.2,184103.53,181455.53,184969.61,184306.9,190787.84,197954.19,201482.1,202116.1
171763.25,170369.75,166223.84,172959.75,176100.77,178176.1,173056.06,174130.9,172707.0,179894.45,179448.56,181656.8,182108.84,184695.0,182485.31,186941.25,188372.72,193821.45,202148.03,200217.53
173571.88,174155.05,174027.98,175173.81,171875.16,172141.47,179286.55,181427.47,175795.16,175448.03,177075.58,181251.84,184006.06,185065.62,186473.81,184758.88,188865.69,195205.88,199968.4,204218.25
171066.06,170685.67,171213.03,174052.05,175226.47,173962.75,175153.1,175589.97,177382.03,175927.72,180998.31,178263.4,185406.56,181452.6,182222.69,188864.03,189245.16,198230.34,200673.12,202764.5
169534.9,169988.52,171579.44,168849.06,176518.67,174921.6,172654.66,175410.0,176987.31,179991.28,179461.58,178129.75,180087.58,182029.25,182326.9,190103.12,187822.77,197530.69,201334.69,202740.88
168969.42,175360.38,173140.56,173893.84,173981.19,171890.47,175548.69,175554.0,178620.72,178921.81,181032.94,180434.66,184452.19,184792.34,186937.81,187879.97,189091.97,194922.38,197497.47,202174.83
170356.34,173209.6,170433.44,170154.88,174979.0,178178.66,177905.75,173218.81,176596.75,178335.64,177692.66,182353.62,176925.17,184142.31,187490.62,187148.42,191990.06,194921.22,202909.4,203826.97
173353.98,170699.08,169424.81,177861.53,175413.31,176290.66,177500.66,176374.73,176180.94,178989.23,184145.19,180587.81,181728.12,190619.28,185177.28,186539.53,188791.25,194599.56,203571.6,205946.0
171120.47,171175.42,172582.28,170358.56,174430.19,177599.6,178733.72,175807.14,180941.62,179844.28,177290.9,177412.28,183923.56,179584.78,181724.9,184672.4,186991.19,194801.73,199189.66,202952.72
