Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
202310.7,197378.14,207859.02,209361.17,208190.97,209274.44,210756.22,209290.12,205858.27,201957.47,196394.22,198314.17,193744.31,191594.14,188638.97,185606.72,185569.81,181881.47,178673.27,175647.34,165414.44,159170.75
202302.6,197484.23,205085.02,210882.53,211792.5,209212.84,206779.81,202707.44,207283.47,203429.78,195032.0,195261.44,190734.72,188632.25,191250.94,185047.38,185869.14,180543.78,175792.77,170878.6,167585.25,159830.4
203363.52,197260.5,207158.53,210993.69,213509.62,207975.9,208184.53,203211.28,202752.2,202086.78,198555.3,189949.84,194037.81,192047.1,190471.48,192924.72,184732.62,182564.44,178301.84,175433.5,166646.56,157127.05
200255.94,199196.97,205892.06,205559.62,207418.69,213518.6,212124.9,205265.34,202613.28,199799.72,196049.97,195427.25,197402.25,192993.83,191365.34,189780.44,184579.0,184376.16,176646.72,169773.83,165022.78,159371.92
201619.58,199459.7,204010.16,206368.08,208547.16,209315.62,209631.19,209274.97,202970.3,203820.77,196323.02,196347.25,194724.5,190470.53,187888.22,188952.3,185168.0,185692.22,181965.0,171008.48,167382.58,159118.4
200451.6,198477.48,205904.25,212806.16,213056.88,211892.75,210603.1,208326.11,206594.4,204951.88,198478.16,194271.56,190974.39,192365.06,192798.67,186530.4,183115.78,181649.22,179969.3,172211.61,168958.92,158064.34
205270.27,198088.12,203943.62,209162.56,211010.08,212931.75,208025.75,205787.97,205869.94,201737.81,195911.28,193848.38,192809.5,194145.53,189767.08,190172.72,188249.52,180878.25,175641.06,172243.61,170428.67,163018.9
199770.25,198251.03,208736.56,207631.56,211927.5,210386.28,207746.9,203269.75,203921.9,202128.97,197617.81,196997.73,192251.45,191915.88,193624.72,185715.3,186485.58,178226.84,178180.88,172138.56,166232.06,160001.1
202751.56,202498.03,206744.0,211168.25,209615.4,213404.95,210742.33,206948.31,207487.88,200690.64,197210.25,194531.31,190571.17,190780.84,188022.92,191488.83,183923.28,182006.2,178947.84,173834.6,165354.94,161059.53
201280.47,198316.52,203017.25,208027.16,211378.12,213165.53,211795.38,206160.5,206321.44,203660.38,196196.36,195447.16,195602.81,196129.53,188864.81,187578.53,185628.62,181792.42,180618.56,173543.25,165245.25,157745.62
204510.66,195454.02,206705.44,208523.97,208747.31,210717.38,208606.38,207588.67,205153.22,203711.67,198072.0,198279.62,192636.14,191247.23,189156.34,189039.52,185258.97,179256.03,177743.84,174389.62,169659.06,158404.75
204466.55,198476.28,204400.94,211512.69,210827.28,208659.03,211802.92,207618.0,206609.12,198878.94,199662.22,198780.67,191279.06,193799.47,189457.1,183748.23,183306.9,181422.38,179493.75,174721.45,162294.77,161841.38
205739.0,198557.94,205883.97,210562.12,211302.31,211730.44,211932.66,206114.12,203476.39,200270.44,194900.72,193239.25,191229.62,191132.19,188451.1,186941.48,186509.94,177532.22,179118.62,169608.67,164163.34,157079.67
199942.22,198458.39,205444.08,209718.78,210528.78,212435.89,210960.12,208623.25,207283.78,196223.67,198762.6,199542.38,190818.6,191161.31,187565.34,187314.31,188827.6,180578.53,177803.16,170692.84,169304.05,160127.06
200644.03,198026.78,207407.69,214815.02,212119.12,211552.28,210606.88,206065.45,206666.0,203130.0,199849.0,197473.94,190246.28,193642.03,190386.98,187836.62,186508.0,179263.05,178119.33,173640.08,166213.56,162325.81
202166.98,197359.84,207717.53,209032.11,207752.72,213496.33,209110.78,205169.3,206896.34,200443.94,197354.6,194586.42,191478.89,192260.33,189964.97,190934.56,182018.75,179126.06,180037.7,169893.22,167130.25,158128.78
205907.9,196653.39,206492.47,210764.7,209063.72,211286.53,211212.25,206322.77,202059.55,204851.5,196850.25,196257.83,191418.42,188873.55,191191.4,191808.84,186150.94,178089.75,179482.5,166332.1,168587.9,160309.16
