Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19
159219.66,160403.4,160287.0,162639.88,162582.8,165383.38,165281.31,166045.7,165983.0,170037.56,165849.1,171686.9,171606.31,176145.72,179012.88,179902.34,178186.1,194787.12,199594.78,200792.38
156973.95,160176.75,158566.84,159148.5,161845.33,164216.56,162927.28,166617.53,166539.84,165427.12,172434.38,170675.84,173431.98,173277.56,179998.4,178187.84,181718.31,194185.88,200426.27,202116.1
161773.78,156213.28,160539.69,162603.12,165743.84,163712.3,164255.67,165841.38,166582.03,169995.25,170291.19,172985.89,173378.25,175007.9,177908.34,175210.25,183122.62,193272.0,201926.89,200217.53
157679.0,160290.52,164576.69,160900.12,163286.84,165858.2,163478.69,161991.56,166009.23,169773.75,169418.88,171297.6,172316.44,171589.92,175611.44,180054.34,183453.8,193486.38,196807.81,204218.25
157423.84,162855.12,160725.06,159288.28,167335.77,163153.16,166159.5,164200.77,164689.48,166918.05,169449.58,169508.98,171289.16,173768.08,177735.34,178798.33,187074.4,193342.4,200585.28,202764.5
157500.12,162160.38,159934.4,164116.89,160626.44,163821.75,162731.95,165972.66,166553.9,167971.06,167855.56,171882.88,169711.62,176127.48,177854.05,179182.62,181394.84,192466.69,198900.94,202740.88
159194.72,162798.9,161900.1,158416.61,160496.81,165903.72,162317.25,165653.97,168879.16,169504.47,169626.69,173904.89,178140.19,170353.97,179121.52,179464.25,183860.86,192827.22,201596.81,202174.83
160814.61,160631.55,160326.67,161075.23,164931.4,163887.11,169852.73,165515.9,163929.5,169635.03,173452.36,168522.55,171538.78,172503.7,180076.44,183501.56,183942.39,194335.31,200972.16,203826.97
160343.34,158160.64,157705.45,162464.56,159564.28,166815.6,165433.19,173947.4,165801.78,169417.22,169159.6,171952.0,177031.64,177748.75,174799.03,182852.12,184317.17,193196.56,198396.5,205946.0
158464.34,161655.14,162113.84,158036.69,160226.94,164273.25,164165.69,170647.89,166747.1,168967.47,172442.83,171513.94,171349.95,175510.19,179525.75,179670.6,182129.33,192957.52,201940.66,202952.72
157466.23,160434.22,159360.78,162354.6,164219.36,161959.7,167291.9,166555.75,167614.14,170090.19,167148.1,172489.94,171060.4,174407.88,177407.44,180916.94,182784.53,193526.83,195566.33,202647.08
157800.42,159959.02,159434.75,162394.53,160857.4,160974.78,169032.4,167382.84,164988.06,167527.9,165942.19,169645.28,177016.6,175333.1,174902.72,180200.0,183202.69,192420.8,198035.88,205242.12
159956.97,158910.5,161264.38,163793.28,165616.75,165663.33,166650.6,162770.78,165605.9,172964.62,171093.88,170391.31,171154.42,172482.97,175975.12,177575.12,180802.62,194113.66,197584.34,202398.1
160757.94,164875.34,159442.06,166623.55,162980.0,162308.84,164516.28,166242.31,163050.38,168281.02,169683.03,173680.03,171794.56,174228.16,176754.73,177924.03,184340.11,195069.16,197568.69,202623.36
159904.34,163005.4,159310.34,160948.2,162926.34,161698.48,164098.58,171265.62,166199.02,168342.84,170659.9,166108.06,171089.56,173401.94,173300.53,178604.89,184189.38,193671.75,201145.88,204620.75
164610.31,158685.56,156506.22,159048.66,159604.16,166296.3,165607.27,169653.23,167796.1,167088.78,167401.8,168366.56,171358.67,171887.05,176698.72,178987.22,181886.31,195761.25,198543.75,204099.95
158218.53,157665.94,160104.58,163728.47,158045.33,166514.4,164858.95,163776.89,167363.95,168382.9,168554.1,170774.03,172795.6,174339.62,174238.03,182777.7,182133.56,192295.06,200423.22,203386.34
160412.94,157578.62,162664.66,163045.52,164649.83,165968.34,164364.81,164955.1,171560.0,165088.38,173310.81,168110.94,173520.1,175474.98,175517.62,177761.66,182911.53,195127.9,202020.97,206370.92
157139.06,159227.44,160545.81,162251.67,163419.06,167005.23,167095.16,166335.33,166393.88,170406.69,167593.89,171422.94,174303.1,173045.61,178537.42,178292.33,178292.94,199011.31,199088.4,201181.08
156233.98,162390.8,158072.89,166738.14,162707.25,163909.88,167297.64,163157.66,165585.45,169328.72,167384.33,168760.62,170101.1,176957.02,178067.03,180607.95,179919.64,194708.5,202782.75,203792.8
156117.28,163256.27,160443.75,163254.25,163244.72,169521.12,163805.22,162342.38,166110.88,167491.34,168615.72,172374.34,171599.69,174271.16,177230.97,177849.06,186282.02,192391.31,200525.22,203074.22
158625.72,159483.56,160911.88,161181.55,162427.86,163534.66,166917.48,163151.89,166074.38,168195.81,173604.5,171092.47,171923.7,173472.28,176571.5,177657.47,180368.84,197611.88,204367.25,202084.1
157285.72,161239.53,161084.12,162537.6,165212.52,164931.33,167215.89,168011.52,170620.23,169539.25,168124.53,168819.94,171383.23,177890.42,178780.66,178072.92,184366.62,192085.16,202555.1,202006.31
161763.34,159427.12,160138.88,160307.5,163664.17,159897.81,164986.2,164414.81,164095.86,167303.3,168436.25,175194.7,171548.34,175388.22,179538.6,179115.19,180219.0,193531.95,199956.28,204014.11
158518.6,162300.03,164971.47,161813.75,164356.97,167901.03,166244.88,165639.12,168104.27,165248.75,168327.94,171104.28,172487.53,169221.12,175372.47,181021.95,178711.72,195754.19,200920.1,204585.22
158112.77,153947.06,161176.34,160913.97,163757.38,162073.66,166506.25,166916.28,166994.8,169100.6,169425.53,173205.92,175479.84,172974.94,174536.92,181244.97,181734.0,193970.4,200756.88,203177.98
160908.53,160009.94,160108.83,160258.11,159710.56,159036.23,165422.12,166641.75,171950.45,170606.4,171085.72,164740.44,174207.92,174688.25,178194.81,179617.3,184323.8,195235.84,198775.81,203642.34
158837.12,162248.75,162785.75,159608.31,159987.16,163283.84,163509.94,168361.9,164404.25,171705.5,169268.73,168937.25,172588.95,175114.0,176665.22,177210.6,181214.72,194975.9,199440.28,203987.19
158129.28,158402.19,160424.97,161449.38,160754.47,169929.66,163660.88,170252.52,163607.62,171581.62,174438.78,169914.19,174770.67,173635.72,174085.22,174062.12,182064.56,192061.58,198484.8,203545.31
157691.38,161058.1,165864.6,163488.47,164107.84,164337.27,167911.6,169033.44,165375.25,166341.83,171417.94,171092.56,171040.4,175741.6,177079.78,177603.81,182936.4,195030.0,197314.0,204574.28
159683.62,157486.62,161447.62,160715.81,162470.4,165484.97,170241.9,163740.75,167977.72,173175.17,169608.03,171226.02,171065.6,172789.66,176708.47,175933.3,182144.1,194631.89,200688.69,201946.17
156268.25,160616.22,161627.44,161308.25,161561.0,162775.03,166017.62,168053.86,163792.66,164591.1,167962.27,173814.62,171726.19,174015.6,180073.44,180361.84,179921.53,195654.6,200550.66,203767.03
159372.75,161156.1,159296.81,159819.86,160583.77,163878.81,164536.44,164668.0,168066.81,165006.73,168786.84,171239.3,173863.4,175764.62,177946.53,180683.78,182589.03,192845.28,201999.84,202528.78
157071.19,160407.44,159920.05,160956.9,164205.62,162423.56,167860.25,164731.75,169244.72,168351.75,170478.1,173925.81,172640.58,176090.33,176949.75,179163.34,183009.73,195454.72,200675.4,201064.5
160575.31,156894.84,157479.64,160315.66,163303.25,160635.53,166426.81,165255.28,167984.62,166785.75,167695.77,170654.28,169231.08,176841.36,178951.14,180910.4,179726.19,194866.62,200531.75,199723.88
163589.6,157538.95,159482.78,161788.44,160544.1,166168.38,161527.72,166527.55,168989.53,167718.3,170448.77,174038.34,173206.0,175435.66,176878.1,178776.06,181939.2,194263.12,199994.97,204572.08
157170.6,160581.97,161017.7,159563.78,164274.97,164093.03,163032.78,163460.86,167933.53,171665.47,175611.52,170053.14,175097.05,174312.69,178689.52,184762.28,183336.5,195383.47,200025.16,201082.75
164029.62,160047.75,163071.72,160787.06,164293.61,164495.12,165992.56,167508.38,168632.08,167578.4,168618.05,169999.28,174028.88,173375.64,174459.67,176472.56,181235.55,191218.78,199206.28,203283.34
160643.89,161167.0,160698.5,162850.4,167323.78,163834.73,163874.98,169901.03,167617.88,166556.6,171835.12,168215.36,173566.4,176061.03,180023.75,180427.3,183859.88,194858.08,198183.9,201660.88
158560.81,157161.06,162200.19,160632.22,163555.47,158973.28,165893.55,167613.95,170573.27,170015.4,168109.0,170511.56,171240.34,177880.28,177405.9,174900.64,182484.66,194509.34,200474.83,206834.6
160231.66,162236.66,159310.89,161716.3,162462.12,163067.62,165435.89,168168.42,167297.86,169316.0,168883.3,167765.75,171886.56,173401.78,175671.86,179367.06,180415.81,197875.31,197141.44,203520.11
159380.1,159503.27,158944.61,160903.22,162603.84,162974.97,162680.19,166645.5,168146.53,171323.16,172433.72,167529.81,174660.47,174759.81,177067.4,177364.12,184617.78,193936.9,196813.28,203756.77
159390.94,159662.97,161311.83,163644.77,161958.31,164182.38,167474.0,167660.6,170703.1,165115.78,172818.28,169187.5,173979.94,177791.12,176761.5,179243.1,181010.94,193531.5,201459.12,201575.53
158441.33,157601.69,159036.44,163076.84,161042.69,163136.78,164979.78,169596.45,167420.0,167292.75,172328.1,174403.45,172981.06,172670.03,174972.34,181168.44,180044.06,193637.69,201753.12,200406.78
156907.36,160930.47,162153.27,163229.73,164324.94,162865.67,164260.34,164724.44,167097.16,166192.78,167432.58,169690.72,176351.16,173771.4,175091.89,177873.31,181879.78,195577.12,195271.97,204090.75
159442.25,159628.53,161610.6,163136.73,160548.53,164227.58,164017.72,166924.19,166865.66,164165.9,172307.88,173823.92,172499.86,173872.75,176354.75,180789.75,185853.66,194306.12,198532.34,203662.38
156758.97,160424.4,167853.73,158771.03,166241.4,164352.73,166818.06,164372.66,168456.28,165871.72,170047.4,172438.53,171665.03,174412.98,177018.81,177495.06,183387.19,192026.9,197661.31,207485.78
156559.12,164450.72,158935.67,164133.03,159440.27,165390.11,162667.66,164855.98,167359.28,170206.72,169850.27,172498.72,174785.19,174428.39,174396.72,177123.31,182969.1,192296.31,203907.19,204449.4
160920.03,157177.03,163128.19,158984.34,162138.45,160911.97,164812.06,166962.03,168420.14,168523.66,163982.67,169104.9,174158.4,176646.4,177076.56,178498.56,181802.53,198301.0,201716.98,204435.81
157197.97,159577.81,161435.75,159649.97,161563.28,164083.12,167184.67,167522.44,164907.92,164453.34,171258.28,171891.25,172343.62,172349.78,177848.81,179822.6,184948.77,192719.22,201147.1,203363.5
159418.38,160285.84,161649.53,159635.0,164381.9,162992.6,168838.03,165137.9,169963.38,169991.4,166280.62,172832.08,174330.56,169723.28,173877.56,177764.66,182801.23,194483.31,202171.34,204021.16
160648.88,160456.16,159149.47,160315.5,164192.66,163556.6,164975.72,164987.78,167041.47,171948.94,170323.69,167517.48,173145.62,174446.4,179847.69,179830.33,181689.27,195958.53,200432.47,202849.95
158050.84,158985.72,162632.28,161754.89,159681.56,166570.44,161688.88,166607.94,172337.06,166004.62,171223.39,170460.9,172651.81,177352.4,174548.6,180559.53,182757.47,192139.69,201273.2,202590.58
161177.8,156662.47,164435.81,163893.38,161242.8,165315.73,165167.55,165087.38,168227.02,172130.34,167832.22,171372.16,175903.44,174205.28,173176.34,179357.12,183653.6,190885.42,201894.81,203123.94
161661.8,164995.16,161560.66,161249.19,164814.38,164431.8,163260.97,166958.6,164503.6,165289.19,171764.06,174560.1,174678.62,173005.1,176663.97,180645.69,183033.0,194999.5,198781.2,203025.81
158577.53,165198.4,159052.5,157877.4,163890.94,164628.06,167831.34,166629.31,169988.53,167299.31,168321.88,171865.11,170765.69,177862.9,176923.5,178908.62,181874.84,188337.73,201487.22,203012.25
160341.31,158600.84,160127.72,160861.27,161658.84,165440.72,166010.97,164833.5,167263.56,168359.84,170491.02,171491.56,173982.75,175789.6,175583.44,179196.47,184802.08,195200.53,199966.62,203281.2
161903.61,163471.06,161209.67,162096.78,165773.67,167027.6,158594.66,169216.08,169215.75,170590.62,172130.47,171716.3,176901.75,177046.56,177834.72,176868.25,182059.72,190513.34,198229.1,203814.06
157589.56,159585.3,160955.62,166137.56,164616.78,163059.9,164877.84,168173.44,168156.56,167694.34,168399.58,173435.9,172303.78,172765.88,175625.38,178332.64,181348.56,196296.25,200957.05,202008.36
166791.97,160985.25,159209.11,164608.1,164433.86,163742.78,165337.66,168050.75,169044.6,170928.03,173225.38,172282.16,171339.0,172970.19,177990.47,172854.78,182861.86,193064.66,200132.34,203871.33
156717.47,159467.9,161361.53,158498.1,163882.12,163557.95,163090.56,169911.14,169066.98,168475.84,171554.72,167279.38,170740.77,176069.53,178926.22,182184.27,182962.5,193661.16,198680.53,202494.19
159030.66,157486.16,159439.12,161146.84,159109.78,163617.88,170996.88,169864.7,164445.19,168295.69,173271.17,171708.69,171848.9,172987.1,180796.3,178943.06,183513.25,191962.84,199836.86,204273.33
159883.0,157338.6,160620.9,160885.6,165083.81,162748.4,167051.06,169718.97,167613.6,165880.7,170980.53,174463.53,172576.72,172875.81,175852.88,180082.31,180551.47,194902.19,197624.55,201734.8
159733.14,156497.84,160576.22,162978.78,161612.55,163740.06,163553.97,167733.94,169058.72,172104.48,171779.14,171050.81,171662.78,175556.45,178320.47,182179.8,180175.94,191823.64,201574.34,200299.33
158383.9,162748.9,160725.44,162758.11,163748.38,165416.58,163874.98,170078.38,167765.6,169559.64,173349.31,172980.64,170234.94,174867.5,177282.19,177932.03,181204.62,192891.08,200525.47,203898.95
160580.12,159828.97,159609.39,161934.97,161823.47,165658.88,164742.88,168354.9,166309.83,169005.31,169472.48,169642.03,172382.38,173071.8,174780.5,177290.34,181827.44,193620.97,198307.34,203345.36
157763.69,153894.27,161530.92,164964.69,160125.14,163245.6,164030.2,166520.67,168281.11,166171.6,170714.84,169020.14,172855.4,174052.72,178279.19,182999.16,182518.8,190414.36,199742.4,202826.62
