Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
202310.7,184828.08,184880.08,184068.19,179147.81,178510.72,177875.62,178399.62,182664.97,179851.53,180759.28,184042.4,185540.25,186996.81,186229.47,187681.03,185406.34,187475.4,188397.6,187149.2,190918.2,187466.34
202302.6,187290.88,191434.88,189108.25,183492.75,173740.72,178341.02,172133.6,179603.72,181006.25,183841.94,185099.5,182753.64,187673.55,187381.73,183408.12,189677.28,187136.94,188760.22,189402.03,190690.6,188630.5
203363.52,184635.19,187490.62,181666.52,181611.72,177760.75,180133.64,174832.53,179912.48,178259.9,180901.66,187499.66,183626.88,186715.69,190232.31,186718.97,185584.88,188260.03,186971.47,191285.4,189072.6,188757.31
200255.94,189313.31,186162.27,187351.22,180034.97,180832.6,176338.52,178346.03,178353.78,179692.9,181655.16,185395.11,182323.47,187475.28,185490.78,186623.55,189040.16,186905.53,191849.19,189972.56,189518.6,187803.38
201619.58,185186.1,186468.44,185326.39,178472.1,177826.58,177291.89,178690.06,179178.77,178868.73,184117.12,181806.16,185989.47,187299.56,185829.4,184309.66,187718.25,189577.1,190155.08,190568.9,187238.34,185852.03
200451.6,190465.81,185481.72,186151.86,182629.62,179558.4,176620.62,175721.44,175905.23,181795.69,182599.12,183156.28,185682.25,185223.95,187010.44,184846.9,187778.28,188786.72,188509.9,192326.47,192213.47,189651.75
205270.27,187341.03,187474.73,186129.56,182281.19,178115.66,174117.7,181050.55,175280.88,177836.5,182934.36,184962.5,186417.56,183568.28,185784.06,189331.89,187377.03,188458.72,190291.5,189217.47,192008.06,188734.1
199770.25,184139.48,186229.75,185161.97,182306.56,174955.11,177655.53,176845.03,183346.66,177366.28,180853.1,184765.69,185768.0,186042.58,188469.16,186220.83,189829.4,186665.31,188640.6,192987.86,192817.06,188752.84
202751.56,184885.27,187532.5,184842.69,179098.06,178477.69,177499.7,178687.9,177739.03,181672.38,180956.34,183819.83,186768.1,189613.34,187454.47,186658.67,187297.64,189757.67,189731.45,191586.16,189640.84,189233.67
201280.47,185230.5,187475.88,183010.22,182874.6,174994.62,179087.39,178515.61,179239.8,174324.19,184357.66,182005.88,184297.27,187753.88,188473.9,187645.62,188487.03,189217.38,189763.62,191603.9,188236.06,191015.78
204510.66,186273.16,185950.47,186414.22,181086.72,175246.66,180949.47,175044.42,177456.88,180425.48,185834.03,186541.16,183978.0,185035.4,187879.45,187157.44,187709.05,185994.19,188664.4,190730.4,190746.62,189895.88
204466.55,185138.66,190805.4,181450.58,180880.5,180732.03,177545.3,179617.38,174571.6,180988.84,182539.89,183740.52,185910.92,184468.22,183379.53,187803.31,188316.31,192348.75,188797.88,189875.56,191176.95,186750.56
205739.0,186937.4,188197.12,186124.7,180800.22,177220.94,176901.11,180924.34,176965.5,181740.0,181281.97,183361.9,181020.38,186813.9,183568.75,188437.34,186299.4,187661.38,190700.72,189387.95,188170.81,187134.42
199942.22,184219.12,185442.94,183348.12,180084.16,179877.69,179138.84,174365.31,178623.34,180347.97,183874.88,187204.02,185925.22,188362.97,187749.44,187391.98,188610.53,189507.9,190021.6,192002.44,194080.03,189641.69
200644.03,182407.31,187532.25,185415.62,181915.69,175607.08,178273.78,175478.47,177036.28,176809.3,180322.28,182048.66,186733.94,184080.27,186544.5,185128.67,189362.47,191578.03,189400.27,189420.28,192136.88,185491.78
202166.98,185385.88,184985.84,182759.31,181311.47,180344.72,178336.38,174713.4,180762.0,179492.25,184419.0,183829.84,185447.5,184910.97,185361.19,188344.97,186017.72,189772.72,191393.97,190365.34,190340.6,186659.8
205907.9,188601.64,185684.16,182065.47,179531.56,179869.2,177025.12,173057.47,178536.88,182983.62,180683.5,183675.6,188752.4,184097.64,185229.06,181167.83,185381.84,190107.25,190347.42,191551.66,185147.02,189448.92
204601.44,184908.7,188487.94,180731.19,181450.31,174771.84,177220.19,175556.28,177325.62,178207.03,184647.0,182931.72,185841.16,188478.98,185522.75,186151.12,190505.28,190110.89,192012.61,186256.78,189542.78,186199.47
197331.12,184429.31,185037.25,185668.48,182801.34,182788.06,178134.25,174079.06,176179.78,179422.64,184538.6,183989.56,188707.78,187768.05,184317.22,185165.22,186370.84,189072.95,190583.1,193359.22,192747.31,184666.8
202134.03,183485.1,183765.34,188136.25,179779.42,181121.78,177307.48,177951.31,177698.55,180265.39,178841.44,182976.34,183481.11,184723.16,187380.12,188653.53,187764.19,188196.39,191951.83,190563.16,193364.16,186958.06
204452.5,186253.5,187781.97,182234.38,180770.11,178084.6,177770.19,179322.16,181281.75,181181.0,181940.6,182986.72,180933.69,183346.75,183447.34,185736.9,187946.97,193199.19,192121.31,189245.69,188856.67,189694.16
203348.39,184741.56,185649.16,185882.69,181327.75,177409.27,177713.33,181104.2,176957.31,177443.77,181843.66,185978.84,185227.06,184877.89,188652.88,189665.44,187735.56,190184.56,191416.11,187162.08,190786.45,193141.1
201246.62,185320.22,187775.69,182831.16,181138.77,177688.47,177357.36,176439.0,178131.28,178999.72,182255.47,186144.81,185468.44,191285.72,187035.8,186777.19,191799.4,187984.5,190407.25,190048.2,192816.03,188711.78
204582.5,186799.58,184400.28,181899.5,183674.17,179942.34,180513.22,179367.33,178333.03,180386.22,182183.84,183432.97,183252.47,185287.81,188382.12,184575.81,186336.12,188237.62,193590.1,191503.5,188454.3,188873.22
202672.62,187398.22,187154.22,181823.31,178747.03,181689.88,176998.6,176994.22,177374.56,182917.73,183803.45,183306.58,184224.88,186818.0,186227.84,189583.56,186965.5,186389.89,186500.86,190811.11,189028.31,188124.9
204330.19,182555.66,189861.16,185682.56,179078.33,177267.84,178487.53,179279.62,178701.88,179671.28,184208.64,184563.62,183363.53,185988.58,187629.67,185670.19,186851.56,189767.83,190819.66,191040.28,189695.66,185065.62
202825.28,184351.62,186970.62,185142.34,181778.78,176948.05,174557.72,175560.81,178427.66,181208.75,183698.88,183373.22,184070.17,187634.88,190103.69,187740.16,188030.5,189838.03,187861.75,191848.56,187858.92,186854.0
201684.52,189341.22,186176.72,182729.34,179956.0,177867.84,175688.44,179407.03,176731.38,178479.81,183900.44,181429.84,185371.56,187697.17,184679.81,187535.22,192281.94,190699.94,192724.78,187896.72,189795.3,187325.03
204431.56,180840.19,187015.16,186835.39,183171.12,178493.28,177648.16,179273.62,177171.03,183541.38,185753.67,187338.92,181982.36,186337.22,188833.97,190683.22,184075.03,191215.33,193347.81,194334.1,190695.62,187283.5
