Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15,Stage 16,Stage 17,Stage 18,Stage 19,Stage 20,Stage 21
199315.58,181790.8,181261.22,181061.84,181377.53,178152.75,180576.3,179919.16,175885.45,173597.6,174078.22,177028.42,177136.19,173435.48,176837.38,178381.7,175148.16,182937.52,179516.78,183157.6,179522.06,176815.31
198062.38,181878.62,181997.94,183856.83,181287.9,180546.94,179136.9,175716.34,174467.45,170169.5,169342.38,170852.28,174538.84,171496.03,178588.88,180041.72,176035.94,174038.62,179253.33,181717.06,180661.84,177103.0
197543.67,181359.27,183035.3,182048.0,182155.38,182257.66,177902.53,177439.58,173291.53,173239.75,170465.06,172082.95,171139.88,176126.38,179115.19,176731.1,178570.84,177558.72,181814.97,181957.69,179805.88,182477.84
197028.25,184390.81,182045.31,185280.38,182788.02,181823.31,177893.5,175461.17,172848.81,170733.38,176881.22,174918.6,175598.78,175846.1,176917.75,176922.84,180538.75,177985.28,182406.08,182539.03,181686.48,178733.88
199223.8,184831.34,182139.22,182858.66,184361.58,180683.4,176949.58,177695.84,176698.5,173313.25,175963.9,171661.31,179191.69,174160.69,177758.7,177645.06,178598.4,181688.5,181975.03,180066.22,177426.9,176575.39
196062.88,183275.62,182283.62,186296.81,183312.12,179439.03,180486.31,179186.06,175009.31,175609.25,175786.53,168758.69,175250.02,175734.19,177774.16,177984.64,178399.22,177248.39,182196.03,180721.81,178648.6,177685.12
196467.02,184591.86,182413.73,183458.28,179414.08,183261.28,178576.88,177867.22,177257.19,172812.55,175313.28,173885.72,177542.16,174621.75,173483.84,177976.97,177829.38,180511.75,184006.5,180031.47,179118.1,176652.6
196934.34,182450.56,182742.84,183137.94,179323.66,181366.84,180312.06,171339.38,174535.3,172363.84,177825.81,171055.84,175642.25,174367.05,178367.84,181497.38,178123.31,182914.22,180731.19,181457.66,181509.56,176241.22
199559.84,185478.1,182206.03,179597.44,179970.11,179216.12,180037.3,177746.19,175069.55,176330.19,178805.9,174518.03,172984.72,172810.84,174563.78,178453.12,178661.88,183046.22,179698.78,180473.47,183068.88,175642.47
198692.75,183567.94,183470.05,184262.28,184230.9,178235.66,180094.61,179853.81,174610.19,177279.4,172038.92,171705.6,174795.25,172416.98,179683.77,177658.44,181114.75,180529.72,180178.02,182790.88,182576.81,178207.16
195626.38,181922.73,185013.81,184685.34,180146.98,183536.11,177205.97,175874.33,173737.48,171553.23,173850.36,174461.61,173857.4,178264.38,175404.25,179682.0,176904.03,179693.8,178822.9,183394.72,180158.81,179669.75
198292.39,184955.22,183831.12,183848.23,182513.0,181694.16,180303.22,175701.28,175674.95,173265.66,177580.69,170745.38,174609.16,171847.3,176056.19,178982.86,180457.14,179514.69,181183.25,182740.38,183624.52,178574.75
198693.14,180393.27,184335.12,181101.06,180089.66,183672.12,180147.77,176240.77,175501.62,174525.38,175004.9,170616.5,173777.69,175904.53,177243.8,180652.8,178879.34,179127.45,179480.6,181061.25,181837.69,178234.69
195248.69,183295.2,181515.56,181780.12,182666.64,176384.72,179854.62,177662.72,176119.44,173939.5,175266.44,173795.31,174559.98,173913.3,177628.69,174432.39,178492.56,177764.38,180107.48,183170.7,179507.39,179408.19
196460.9,185258.12,181255.69,184534.48,179195.28,181694.06,178083.28,179574.42,173850.69,175722.81,171178.64,171898.19,175417.69,177276.31,176951.44,178273.78,176248.72,179593.12,177479.5,182982.42,184281.5,177778.0
195818.95,183089.19,181768.53,180492.62,183071.92,182457.22,177584.66,178232.22,174387.72,172871.52,176244.6,174819.78,179064.44,176506.38,175227.1,175666.62,177333.38,183138.92,179213.38,182843.69,181081.38,176057.31
196192.97,184338.67,181870.94,185153.03,182214.83,179364.16,179941.06,177801.97,178623.36,176431.55,175428.39,174273.58,171007.22,176410.56,178237.44,176335.72,181060.78,179742.88,181345.69,182086.69,179263.28,178650.47
197004.4,183679.31,182397.25,182878.19,181759.02,180283.42,180208.34,176851.2,178246.42,171016.9,170865.47,177351.16,173945.53,176244.78,177396.12,178009.89,179552.12,180783.97,175489.44,181845.81,182628.81,179220.2
197605.9,181629.06,181001.94,181007.25,184266.05,182859.62,176067.45,178435.48,177178.44,172273.7,176764.75,174326.5,177140.22,171851.47,180079.27,176637.86,180629.3,182411.62,181115.5,183494.22,183029.16,175566.88
194294.5,183146.86,181699.72,182405.34,179836.0,181107.69,174737.4,177832.88,175535.75,170780.0,173770.39,174330.61,172257.75,174971.94,176482.86,179460.6,177908.22,179856.22,181356.0,179204.31,178245.94,178851.84
193815.22,180732.75,181908.97,179433.05,180904.66,179796.22,179026.1,172627.0,176101.1,175347.47,169456.64,173822.5,173301.84,175067.66,181303.9,178412.47,180962.38,177726.38,182808.36,180308.06,187148.12,180535.25
196775.88,183258.88,180996.1,183671.62,179745.0,182664.4,179433.38,179445.22,175292.19,172556.48,171629.48,174078.97,173380.72,175261.61,174478.36,176825.44,177192.25,179649.22,180848.64,184348.45,177469.62,180904.36
195436.77,185310.38,180627.56,182183.19,182530.9,182969.28,180912.72,178525.08,176212.4,175321.02,174622.78,174876.12,174827.25,176924.25,177601.22,174948.06,179124.75,179821.66,182472.19,183112.83,182603.47,176819.7
198493.4,184170.06,181669.2,181888.25,181314.45,179744.6,176936.16,178684.64,174654.6,173211.97,171804.33,174243.78,174036.31,177839.34,178081.25,179953.1,180407.6,178719.88,184975.73,181305.97,179886.2,179913.97
194223.34,183605.28,180493.28,183189.58,184516.55,179469.8,180944.75,178864.62,178224.28,171877.7,172548.19,172043.97,173491.14,175628.27,180752.38,177519.0,178297.94,179378.95,181768.77,183462.61,179305.69,181816.62
198871.9,181818.44,180350.27,179434.2,180340.42,181933.08,176610.9,176561.1,176357.34,172492.23,174786.81,173568.53,172608.31,175938.66,175116.7,178049.5,181273.81,178119.62,179780.14,178676.72,183083.47,179997.66
